case_id	taxa	nucleotide_columns	distinct_aligned_sequences	informative_nucleotide_columns	diagnostic_fit_completed	copy_caveat	fcs_omission_status	remaining_taxa_after_fcs_omission	target_original_dS_review_label	multistart_refit_completed	case_specific_review_flags	selection_eligibility	remaining_general_requirements
Trichoderma__5005217at2759__code1	9	1425	9	331	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.6068083804376946	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5005274at2759__code1	10	1011	10	266	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.571159640979688	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5005697at2759__code1	10	1734	10	346	True	none_recorded	unchanged_by_declared_fcs_omission	10	22.913053278431953	False	tree_pairwise_saturation_warning;other_tree_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5005750at2759__code1	10	549	10	82	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.34497472621911657	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5005892at2759__code1	10	1101	10	246	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4938804683359558	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5006326at2759__code1	9	1761	9	210	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.4532539029063251	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5006412at2759__code1	10	1680	10	405	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4626246648613452	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5011777at2759__code1	10	2115	10	568	True	none_recorded	unchanged_by_declared_fcs_omission	10	20.045039364097306	False	tree_pairwise_saturation_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013042at2759__code1	10	1221	10	313	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.878833143209614	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013067at2759__code1	10	984	10	111	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.2086625798876939	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013259at2759__code1	9	498	9	57	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.20116100901290945	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013539at2759__code1	10	849	10	188	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.5984224691650354	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013726at2759__code1	9	549	9	76	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.2162650311526137	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013738at2759__code1	10	744	10	155	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.704726676764645	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5013992at2759__code1	10	2412	10	575	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.5215874660326623	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5014007at2759__code1	8	1713	8	334	True	none_recorded	unchanged_by_declared_fcs_omission	8	0.4453960615740797	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5015403at2759__code1	9	1290	9	228	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.3961127201644936	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5015647at2759__code1	9	2604	9	503	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.5260194877781701	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5015712at2759__code1	9	1440	9	290	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.6629112288465432	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5015742at2759__code1	9	1437	9	317	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.4975947620500564	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5015876at2759__code1	9	1575	9	305	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.5125745733457074	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5017019at2759__code1	10	1194	10	215	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.40507243997539744	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__5018803at2759__code1	10	2526	10	648	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.5922201029568027	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__529759at2759__code1	10	732	10	96	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.29116499219562875	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__530014at2759__code1	9	2547	9	522	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.4821485026450235	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__530740at2759__code1	9	900	9	237	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.7445976362059603	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__538728at2759__code1	10	1599	10	401	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.601426391329178	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__538952at2759__code1	10	1467	10	301	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.40092428328501256	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__539632at2759__code1	10	915	10	118	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.2623954892769009	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__540946at2759__code1	10	1299	10	269	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.3857889437064543	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__541070at2759__code1	10	723	10	202	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.6364095727351863	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__554735at2759__code1	8	762	8	99	True	none_recorded	unchanged_by_declared_fcs_omission	8	0.288837635043061	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__649304at2759__code1	10	924	10	194	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.3747298796192564	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__707076at2759__code1	10	780	10	124	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.2903763402725592	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__707202at2759__code1	9	1068	9	197	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.44218364471848354	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__727964at2759__code1	10	1344	10	276	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4299425411884652	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__730114at2759__code1	10	1599	10	261	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4015895877278702	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__760428at2759__code1	10	1167	10	258	True	none_recorded	unchanged_by_declared_fcs_omission	10	8.58838383734949	False	tree_pairwise_saturation_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__776280at2759__code1	10	1452	10	771	True	none_recorded	unchanged_by_declared_fcs_omission	10	13.00234367511825	False	tree_pairwise_saturation_warning;tree_nni_convergence_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Trichoderma__801816at2759__code1	9	558	9	105	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.6251392853748616	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__129234at2759__code1	4	537	4	41	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.331392946555178	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__160487at2759__code1	4	2631	4	174	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8774197055657299	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__201273at2759__code1	4	780	4	27	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5092071011736623	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__207567at2759__code1	4	540	4	36	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8003628945551976	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__260326at2759__code1	4	447	4	18	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.44497991964733646	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__2852757at2759__code1	4	1389	4	88	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.021485794968215	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__288615at2759__code1	4	1869	4	127	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.316627042790495	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__319730at2759__code1	4	1269	4	73	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.44559807727690076	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__340246at2759__code1	4	1857	4	138	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9927230989394032	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__352891at2759__code1	4	741	4	46	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.65586384858135	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__3643464at2759__code1	4	2052	4	191	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.2365957241912855	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4613677at2759__code1	4	381	4	29	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4937883170382864	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4695236at2759__code1	4	3162	4	211	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6296837078279088	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4747214at2759__code1	4	336	4	15	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8145014661666015	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4764044at2759__code1	4	1302	4	94	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.142764594282664	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4823929at2759__code1	4	1170	4	87	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2975018490472778	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4837017at2759__code1	4	642	4	38	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7792280593421462	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4838864at2759__code1	4	1833	4	108	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7581542499381866	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4843240at2759__code1	4	1446	4	122	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.1596898849273938	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4843824at2759__code1	4	582	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2487071377563472	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4867008at2759__code1	4	495	4	31	True	none_recorded	unchanged_by_declared_fcs_omission	4	27.606559022389796	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4888252at2759__code1	4	2361	4	184	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.778380908454169	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4896098at2759__code1	4	567	4	38	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4901499914161482	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4911644at2759__code1	4	2772	4	190	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7748262533785264	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4969990at2759__code1	4	957	4	55	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1314966003638776	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4970387at2759__code1	4	423	4	24	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6771973992063404	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4970538at2759__code1	4	2841	4	228	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2369836732383261	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4971272at2759__code1	4	1305	4	97	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0287425511367356	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4974767at2759__code1	4	306	4	30	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9661541790024764	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4976279at2759__code1	4	1086	4	107	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.28269699527945	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4977163at2759__code1	4	555	4	39	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.3761913234064334	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4983000at2759__code1	4	1086	4	63	True	none_recorded	unchanged_by_declared_fcs_omission	4	21.342121190953858	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4986044at2759__code1	4	1371	4	115	True	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	unchanged_by_declared_fcs_omission	4	1.2098854454010193	False	copy_reconciliation_required	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4987397at2759__code1	4	2394	4	166	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0589656002949444	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4988239at2759__code1	4	3129	4	242	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0427184277051207	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__4999134at2759__code1	4	6963	4	417	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8254914544740735	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000045at2759__code1	4	1113	4	72	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.055626282315611	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000152at2759__code1	4	3570	4	254	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2087731469383525	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000362at2759__code1	4	2697	4	209	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.092523833712686	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000452at2759__code1	4	702	4	42	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0282978880227323	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000476at2759__code1	4	1137	4	77	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7527271935995467	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000743at2759__code1	4	522	4	37	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1468327316334423	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000870at2759__code1	4	2187	4	148	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0129166163084264	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5000986at2759__code1	4	1470	4	122	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9830916385674013	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001156at2759__code1	4	693	4	54	True	none_recorded	unchanged_by_declared_fcs_omission	4	21.071111139481793	False	tree_pairwise_saturation_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001273at2759__code1	4	591	4	45	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6702600982552	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001280at2759__code1	4	2136	4	138	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8904288242943229	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001318at2759__code1	4	1212	4	117	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.370715198435012	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001413at2759__code1	4	846	4	61	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4750533928534164	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001473at2759__code1	4	315	4	23	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8716298499741231	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001660at2759__code1	4	1836	4	81	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5588562833278004	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5001734at2759__code1	4	636	4	43	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.918637274514764	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5002334at2759__code1	4	1005	4	77	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0189606192773533	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5002573at2759__code1	4	1161	4	89	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9856487132426182	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5003022at2759__code1	4	2505	4	184	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.12875931081962	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5003192at2759__code1	4	1371	4	111	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.236916696614122	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5003205at2759__code1	4	3285	4	261	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1426934124083767	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5003856at2759__code1	4	870	4	64	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1932342333754724	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5003972at2759__code1	4	738	4	48	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7739994210981699	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5004118at2759__code1	4	717	4	48	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8329378245525257	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5004265at2759__code1	4	654	4	43	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5826708024973506	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5004327at2759__code1	4	2229	4	166	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1100133885238248	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5004391at2759__code1	4	2427	4	148	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7093568841908132	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5004478at2759__code1	4	879	4	65	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1083787044083049	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5004599at2759__code1	4	2148	4	179	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9297105483673758	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005010at2759__code1	4	339	4	27	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0349743174833712	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005174at2759__code1	4	564	4	34	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7783479870046225	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005196at2759__code1	4	1311	4	102	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0220245371612384	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005215at2759__code1	4	1692	4	126	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7308738993078686	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005217at2759__code1	4	1320	4	127	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6814989664055382	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005274at2759__code1	4	819	4	62	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8327731767099675	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005697at2759__code1	4	627	4	40	True	none_recorded	unchanged_by_declared_fcs_omission	4	65.08174419026638	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005750at2759__code1	4	363	4	22	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5594479055535871	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5005892at2759__code1	4	951	4	57	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9675220690186412	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5006326at2759__code1	4	1746	4	127	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8702478178306196	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5011777at2759__code1	4	1476	4	116	True	none_recorded	unchanged_by_declared_fcs_omission	4	22.330951003818157	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013042at2759__code1	4	1140	4	78	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5597331891029165	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013067at2759__code1	4	978	4	59	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4090073283259187	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013259at2759__code1	4	432	4	14	True	none_recorded	unchanged_by_declared_fcs_omission	4	6.8525127684575216	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013539at2759__code1	4	828	4	50	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6799150177253496	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013726at2759__code1	4	492	4	17	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.39516043730733075	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013738at2759__code1	4	714	4	46	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5561050119387728	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5013992at2759__code1	4	2214	4	158	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1922131370001825	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5014007at2759__code1	4	1614	4	118	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2943914671256915	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5015403at2759__code1	4	1203	4	106	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4266413559655324	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5015647at2759__code1	4	2400	4	178	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0168182111667547	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5015712at2759__code1	4	1431	4	107	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2101747207470703	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5015742at2759__code1	4	1410	4	120	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0199136599611591	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__5018803at2759__code1	4	2361	4	162	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1303092492451867	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__530014at2759__code1	4	2400	4	178	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0615844379380144	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
