representative_input_id	cluster_input_id	source	model_id	taxon_id	protein_id	marker	species_name	study_role	major_lineage
M013596	M016094	ESMFold	ESM-S8f2bd18118436e83f786954be521eba9ceed143e816232094a71da9dc3f91d8f-d662a12b8ced	F1214568	XP_052991280.1	4867008at2759	Diaporthe amygdali	ingroup	Ascomycota
M013596	M016160	ESMFold	ESM-S923b1140f9a87b052c6719e491f5a3e43dd2d38513d646527ad0aee1d4b1371e-d662a12b8ced	F318774	KAI9810718.1	4867008at2759	Phylliscum demangeonii	ingroup	Ascomycota
M013596	M016190	ESMFold	ESM-S941dd8b9a1639b7d1f33d5c0f15ba210fa312a393d6cfc491cbefacb14458d83-d662a12b8ced	F2035830	XP_073609644.1	4867008at2759	Berkeleyomyces rouxiae	ingroup	Ascomycota
M013596	M016476	ESMFold	ESM-Sa1456bba6f568d94d24afd764e689b07a545c48cc3ca9074416ed43dbea8c950-d662a12b8ced	F549676	XP_083065794.1	4867008at2759	Trichoderma evansii	ingroup	Ascomycota
M013596	M017698	ESMFold	ESM-Se30e1928f2d2fc3bdf398bb48261d760385feae4d2c8e366f913b9ad7c7ba4c7-d662a12b8ced	F2939408	KAI9860362.1	4867008at2759	Vezdaea acicularis	ingroup	Ascomycota
M013596	M003966	AlphaFold	AF-A0A437A088-F1	F97331	XP_067489917.1	4867008at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M013596	M010530	AlphaFold	AF-D5G7F0-F1	F39416	XP_002836252.1	4867008at2759	Tuber melanosporum	ingroup	Ascomycota
M013596	M013321	ESMFold	ESM-S0708717b0a40993dc949a47fe13ce0e055575d6554f1b96cd7da191d3768b312-d662a12b8ced	F2704026	MCJ1444458.1	4867008at2759	Stictis urceolata	ingroup	Ascomycota
M013596	M013495	ESMFold	ESM-S0fa212266952da9ef7cf8117de901c03d48ef963b50ff12e88bc17f516941634-d662a12b8ced	F2600215	KAG8873087.1	4867008at2759	Serendipita sp. 405	ingroup	Basidiomycota
M013596	M014213	ESMFold	ESM-S2fec682f4555e562b0fb80702c84679e00ce8cefd05a3cb6fbd656036b214275-d662a12b8ced	F209281	MCJ1330056.1	4867008at2759	Thelotrema lepadinum	ingroup	Ascomycota
M013596	M015261	ESMFold	ESM-S641f8038698aec7dd21bdb75e4084b36c9f5dfb7b35894bd97560457105d6e1c-d662a12b8ced	F443868	MCJ1308116.1	4867008at2759	Agyrium rufum	ingroup	Ascomycota
M013596	M015690	ESMFold	ESM-S7afa570e872410322e3b21a1726f4eda0a4c36ac9591fd4cbe0cd3c84502e632-d662a12b8ced	F3058885	KAL8832192.1	4867008at2759	Dirinaria sp. TL-2023a	ingroup	Ascomycota
M013596	M015904	ESMFold	ESM-S84c9448794bbb1acc3db7a9bbdfb23f8efebf91243023102ca3d1a927a6a6ad8-d662a12b8ced	F1006475	KAL9118810.1	4867008at2759	Circinaria calcarea	ingroup	Ascomycota
M013596	M016118	ESMFold	ESM-S905966942ad87609fd2e7d8cb208515b704450283fbcef88eb2338fa65c2a94a-d662a12b8ced	F2732470	XP_044672511.1	4867008at2759	Bacidia gigantensis	ingroup	Ascomycota
M013596	M016148	ESMFold	ESM-S91ed72a1ea731cae3ed44556779df2a693e47c3a05bd6c46365fe268d4277ab9-d662a12b8ced	F1331295	EJD46038.1	4867008at2759	Auricularia subglabra	ingroup	Basidiomycota
M013596	M018240	ESMFold	ESM-Sfe5a4d3625a1f98c7ed30ab47a8f8fa08b518cf8d684a7f3d7e274ce72a27a79-d662a12b8ced	F1130053	KAI9738572.1	4867008at2759	Cirrosporium novae-zelandiae	ingroup	Ascomycota
M013596	M018184	ESMFold	ESM-Sfae4b23c6a1c9bf4888791a08538b236628e726397d62dffc844e388f0c4b1ad-d662a12b8ced	F1750568	XP_038917739.1	4867008at2759	Cantharellus anzutake	ingroup	Basidiomycota
M013596	M013679	ESMFold	ESM-S183d4cd93d7c2382ab57b491d8ccdfaa05cc382cb8ecee8de1ee8c65627d403b-d662a12b8ced	F135589	KAI5115714.1	4867008at2759	Coniferiporia weirii	ingroup	Basidiomycota
M013596	M014566	ESMFold	ESM-S42f7ac3584e1b3ffa593fb63ab04af70fbb014aec96ed07b870fbea5cc13e649-d662a12b8ced	F1230402	KAN0706940.1	4867008at2759	Basidioascus undulatus	ingroup	Basidiomycota
M013597	M013597	ESMFold	ESM-S143880d362008ff4b92378b1c0a52971835b06b11d3c740bfa1ebe939ec32a62-d662a12b8ced	F318763	KAI9881016.1	4970387at2759	Pleopsidium flavum	ingroup	Ascomycota
M013599	M013599	ESMFold	ESM-S14615280fa257742ebd1feac3131f5902cb7e00a6f0ef7784d93ac6868376218-d662a12b8ced	F71933	KAF8346403.1	4970387at2759	Amanita rubescens	ingroup	Basidiomycota
M014702	M014702	ESMFold	ESM-S49b38f7973b11aea69d04a8d78423a0b18da15a9c6bc7f4a0c7808ff179368ab-d662a12b8ced	F1453791	KAI9818181.1	5013738at2759	Pycnora praestabilis	ingroup	Ascomycota
M014702	M000259	AlphaFold	AF-A0A084G9Y6-F1	F563466	XP_016643947.1	5013738at2759	Scedosporium apiospermum	ingroup	Ascomycota
M014702	M000307	AlphaFold	AF-A0A099NXC4-F1	F4909	XP_029322391.1	5013738at2759	Pichia kudriavzevii	ingroup	Ascomycota
M014702	M000443	AlphaFold	AF-A0A0C4E5U5-F1	F148304	KLU88889.1	5013738at2759	Magnaporthiopsis poae	ingroup	Ascomycota
M014702	M000585	AlphaFold	AF-A0A0G2F413-F1	F158046	KKY28999.1	5013738at2759	Phaeomoniella chlamydospora	ingroup	Ascomycota
M014702	M000639	AlphaFold	AF-A0A0H5BY65-F1	F4903	XP_020070145.1	5013738at2759	Williopsis jadinii	ingroup	Ascomycota
M014702	M001191	AlphaFold	AF-A0A163HSC8-F1	F5454	XP_038796595.1	5013738at2759	Ascochyta rabiei	ingroup	Ascomycota
M014702	M001475	AlphaFold	AF-A0A1B8B403-F1	F36050	XP_044711965.1	5013738at2759	Fusarium poae	ingroup	Ascomycota
M014702	M001706	AlphaFold	AF-A0A1E3P477-F1	F4927	XP_019039498.1	5013738at2759	Hansenula anomala	ingroup	Ascomycota
M014702	M001899	AlphaFold	AF-A0A1E4TVK1-F1	F4918	ODV95764.1	5013738at2759	Pachysolen tannophilus	ingroup	Ascomycota
M014702	M001981	AlphaFold	AF-A0A1J7IMX3-F1	F177197	OIW28555.1	5013738at2759	Coniochaeta ligniaria	ingroup	Ascomycota
M014702	M002183	AlphaFold	AF-A0A1J9S5D9-F1	F236234	XP_020131424.1	5013738at2759	Diplodia corticola	ingroup	Ascomycota
M014702	M002294	AlphaFold	AF-A0A1U7LSY5-F1	F48691	OLL25785.1	5013738at2759	Neolecta irregularis	ingroup	Ascomycota
M014702	M002498	AlphaFold	AF-A0A1Y2E3A5-F1	F1141098	XP_040716760.1	5013738at2759	Pseudomassariella vexata	ingroup	Ascomycota
M014702	M002629	AlphaFold	AF-A0A2G5HEA5-F1	F122368	XP_023450409.1	5013738at2759	Cercospora beticola	ingroup	Ascomycota
M014702	M002798	AlphaFold	AF-A0A2K1QSH9-F1	F2082308	PNS17823.1	5013738at2759	Sphaceloma murrayae	ingroup	Ascomycota
M014702	M003086	AlphaFold	AF-A0A2T3Z4H7-F1	F101201	XP_024759403.1	5013738at2759	Trichoderma asperellum	ingroup	Ascomycota
M014702	M003238	AlphaFold	AF-A0A2T4ARX5-F1	F1738374	XP_083067659.1	5013738at2759	Trichoderma camerunense	ingroup	Ascomycota
M014702	M003238	AlphaFold	AF-A0A2T4ARX5-F1	F2034170	XP_056029220.1	5013738at2759	Trichoderma breve	ingroup	Ascomycota
M014702	M003238	AlphaFold	AF-A0A2T4ARX5-F1	F5544	XP_024779492.1	5013738at2759	Trichoderma harzianum	ingroup	Ascomycota
M014702	M003285	AlphaFold	AF-A0A2T4B4B1-F1	F58853	XP_024747408.1	5013738at2759	Trichoderma citrinoviride	ingroup	Ascomycota
M014702	M003551	AlphaFold	AF-A0A370THE1-F1	F2656787	XP_031867597.1	5013738at2759	Venustampulla echinocandica	ingroup	Ascomycota
M014702	M003650	AlphaFold	AF-A0A384J582-F1	F40559	XP_001548980.1	5013738at2759	Botrytis cinerea	ingroup	Ascomycota
M014702	M003849	AlphaFold	AF-A0A420YEE1-F1	F177199	RKU46299.1	5013738at2759	Coniochaeta pulveracea	ingroup	Ascomycota
M014702	M004008	AlphaFold	AF-A0A437AAS1-F1	F97331	XP_067493893.1	5013738at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M014702	M004329	AlphaFold	AF-A0A6A6BER7-F1	F462254	XP_033397517.1	5013738at2759	Aplosporella prunicola	ingroup	Ascomycota
M014702	M004616	AlphaFold	AF-A0A6A6R4I0-F1	F390894	KAF2499214.1	5013738at2759	Lophium mytilinum	ingroup	Ascomycota
M014702	M005295	AlphaFold	AF-A0A6G1GUA0-F1	F1176130	KAF1984533.1	5013738at2759	Aulographum hederae	ingroup	Ascomycota
M014702	M005518	AlphaFold	AF-A0A6P8ASN7-F1	F148305	XP_030977900.1	5013738at2759	Pyricularia grisea	ingroup	Ascomycota
M014702	M005888	AlphaFold	AF-A0A7R8AAF8-F1	F1069201	XP_041541425.1	5013738at2759	Aspergillus luchuensis	ingroup	Ascomycota
M014702	M006015	AlphaFold	AF-A0A875RXW4-F1	F13502	XP_038777501.1	5013738at2759	Brettanomyces nanus	ingroup	Ascomycota
M014702	M006171	AlphaFold	AF-A0A8E2EHW6-F1	F741139	OCK84120.1	5013738at2759	Lepidopterella palustris	ingroup	Ascomycota
M014702	M006333	AlphaFold	AF-A0A8E2JS68-F1	F574774	OCL07219.1	5013738at2759	Glonium stellatum	ingroup	Ascomycota
M014702	M006770	AlphaFold	AF-A0A8H6CPN6-F1	F560253	XP_037155620.1	5013738at2759	Letharia lupina	ingroup	Ascomycota
M014702	M006961	AlphaFold	AF-A0A8K0PCA3-F1	F2601811	KAG8623342.1	5013738at2759	Elsinoe batatas	ingroup	Ascomycota
M014702	M007196	AlphaFold	AF-A0A9P4JBN6-F1	F147570	KAF2157127.1	5013738at2759	Myriangium duriaei	ingroup	Ascomycota
M014702	M007372	AlphaFold	AF-A0A9P4QGU8-F1	F705562	KAF2725530.1	5013738at2759	Polychaeton citri	ingroup	Ascomycota
M014702	M007631	AlphaFold	AF-A0A9P5CQ90-F1	F5116	XP_040778230.1	5013738at2759	Cryphonectria parasitica	ingroup	Ascomycota
M014702	M007894	AlphaFold	AF-A0A9P8DRT9-F1	F1042133	XP_044686001.1	5013738at2759	Fusarium musae	ingroup	Ascomycota
M014702	M008128	AlphaFold	AF-A0A9P8QGQ8-F1	F599730	KAH3688695.1	5013738at2759	Waltiozyma pijperi	ingroup	Ascomycota
M014702	M008458	AlphaFold	AF-A0A9W8RET0-F1	F1328300	XP_052919087.1	5013738at2759	Fusarium keratoplasticum	ingroup	Ascomycota
M014702	M008458	AlphaFold	AF-A0A9W8RET0-F1	F195108	XP_053002130.1	5013738at2759	Fusarium falciforme	ingroup	Ascomycota
M014702	M008980	AlphaFold	AF-A0AAD9I6Y3-F1	F1825666	KAK2072394.1	5013738at2759	Phyllachora maydis	ingroup	Ascomycota
M014702	M009064	AlphaFold	AF-A0AAD9W9H7-F1	F1214568	XP_052992171.1	5013738at2759	Diaporthe amygdali	ingroup	Ascomycota
M014702	M009253	AlphaFold	AF-A0AAE0WT61-F1	F574656	XP_064695526.1	5013738at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M014702	M009316	AlphaFold	AF-A0AAE1IBT5-F1	F173216	XP_062754827.1	5013738at2759	Trichoderma aggressivum	ingroup	Ascomycota
M014702	M009703	AlphaFold	AF-A0AAN6IG90-F1	F2486360	XP_062667514.1	5013738at2759	Exophiala viscosa	ingroup	Ascomycota
M014702	M009735	AlphaFold	AF-A0AAN7TC78-F1	F1690604	XP_064750739.1	5013738at2759	Lithohypha guttulata	ingroup	Ascomycota
M014702	M010157	AlphaFold	AF-A0AB34KM17-F1	F1052096	XP_069227967.1	5013738at2759	Cladosporium halotolerans	ingroup	Ascomycota
M014702	M010255	AlphaFold	AF-A7RP64-F1	O45351	XP_048586431.1	5013738at2759	Nematostella vectensis	outgroup	Metazoa
M014702	M010370	AlphaFold	AF-C1GQS0-F1	F1048829	XP_002797006.1	5013738at2759	Paracoccidioides lutzii	ingroup	Ascomycota
M014702	M010679	AlphaFold	AF-E4UWR3-F1	F63402	XP_003172177.1	5013738at2759	Nannizzia gypsea	ingroup	Ascomycota
M014702	M011075	AlphaFold	AF-G1XU68-F1	F2813651	XP_011127851.1	5013738at2759	Orbilia oligospora	ingroup	Ascomycota
M014702	M011104	AlphaFold	AF-G9NHJ5-F1	F63577	XP_013948246.1	5013738at2759	Trichoderma atroviride	ingroup	Ascomycota
M014702	M012139	AlphaFold	AF-Q2UMG1-F1	F5062	XP_023089795.1	5013738at2759	Aspergillus oryzae	ingroup	Ascomycota
M014702	M012174	AlphaFold	AF-Q4IN63-F1	F101028	XP_009254777.1	5013738at2759	Fusarium pseudograminearum	ingroup	Ascomycota
M014702	M012174	AlphaFold	AF-Q4IN63-F1	F5518	XP_011317135.1	5013738at2759	Fusarium graminearum	ingroup	Ascomycota
M014702	M012402	AlphaFold	AF-S0DN30-F1	F5127	XP_023424039.1	5013738at2759	Fusarium fujikuroi	ingroup	Ascomycota
M014702	M012767	AlphaFold	AF-W1QJ08-F1	F1005962	XP_013935783.1	5013738at2759	Ogataea parapolymorpha	ingroup	Ascomycota
M014702	M013127	AlphaFold	AF-X0C3S6-F1	F5507	XP_031043712.1	5013738at2759	Fusarium oxysporum	ingroup	Ascomycota
M014702	M013168	ESMFold	ESM-S00e409c3c3fd84aa903bf209ee89ed57f3eccf50049be574b893d19af90e3ada-d662a12b8ced	F2939400	KAI9728943.1	5013738at2759	Chrysothrix sp. TS-e1954	ingroup	Ascomycota
M014702	M013212	ESMFold	ESM-S02caf7a6b3fdfbd983f73045d6d6a035a7ea14f03915b0f3e59d6ffbdb6c8f86-d662a12b8ced	F2977754	KAL9109321.1	5013738at2759	Pyrenula ochraceoflavens	ingroup	Ascomycota
M014702	M013357	ESMFold	ESM-S08c8a73d119e6df4eeb5bf019f2eacf2b0deb731d7ffdb06fe1c445751be10bd-d662a12b8ced	F43433	XP_051335800.1	5013738at2759	Tricharina praecox	ingroup	Ascomycota
M014702	M013376	ESMFold	ESM-S09685ad6b71134e5f64dd1b75c2744ea4f782cf3d0dbf0376f066744b4c0eea2-d662a12b8ced	F2939399	KAI9745468.1	5013738at2759	Claussenomyces sp. TS43310	ingroup	Ascomycota
M014702	M013441	ESMFold	ESM-S0cb866ebec35d875cb66275e365e691fdc719e6deafde4a84035fc5e4b29b6e7-d662a12b8ced	F1542792	KAL9092431.1	5013738at2759	Coniocarpon cinnabarinum	ingroup	Ascomycota
M014702	M013562	ESMFold	ESM-S12dcd89a9f89804f4b873cc2515a54711972fd03b6489ae310ef22f565d04c63-d662a12b8ced	F72144	XP_070866152.1	5013738at2759	Remersonia thermophila	ingroup	Ascomycota
M014702	M013718	ESMFold	ESM-S19d722316980a821f68bc8bf33deec3235b656f70c48ea8bfc3733811dc7cdf9-d662a12b8ced	F443868	MCJ1311090.1	5013738at2759	Agyrium rufum	ingroup	Ascomycota
M014702	M013750	ESMFold	ESM-S1b557c270bd8abbcec7d6e5a6c24ef39cd86621be2e3bba9c0ae8a48ac1e3ad5-d662a12b8ced	F148313	CAN8102671.1	5013738at2759	Discula destructiva	ingroup	Ascomycota
M014702	M013765	ESMFold	ESM-S1c1661a10a28dcf54495f38c907512c79061f4ee22e9a9768182ce48ef909e38-d662a12b8ced	F1174673	XP_045977191.1	5013738at2759	Morchella importuna	ingroup	Ascomycota
M014702	M013784	ESMFold	ESM-S1cd35c1c218d9d90c66538f8efb434c5e76e656c541b5ae6638160fd5c598d5e-d662a12b8ced	F326681	XP_051309228.1	5013738at2759	Hypoxylon trugodes	ingroup	Ascomycota
M014702	M013800	ESMFold	ESM-S1d4f6f721cb0ab6feafd5c5f76857cade6847ede3d9f6e1c2f65b844ef39f1f8-d662a12b8ced	F2939405	KAI9890498.1	5013738at2759	Vezdaea aestivalis	ingroup	Ascomycota
M014702	M014019	ESMFold	ESM-S2706213b8bcfa10782a023f0139a6e4374d881a1feedd7ab4377e9bf7f00d5c8-d662a12b8ced	F2781224	XP_069201191.1	5013738at2759	Neodothiora populina	ingroup	Ascomycota
M014702	M014063	ESMFold	ESM-S295538bd4d1a3171804adb51a5c537429b85ad97c7bf78625ed3994ba7c3ee81-d662a12b8ced	F1125753	XP_066758090.1	5013738at2759	Limtongia smithiae	ingroup	Ascomycota
M014702	M014118	ESMFold	ESM-S2b924d6f299e0c77961559979588c55510f9fcbe7b960796d736310cc72ba788-d662a12b8ced	F265104	KAI9866000.1	5013738at2759	Trichoglossum hirsutum	ingroup	Ascomycota
M014702	M014133	ESMFold	ESM-S2c1436d194602ff2d9233b8011de6e2e7079aee7e303e6e483aac2c19f90caa7-d662a12b8ced	F2939406	KAI9695133.1	5013738at2759	Bogoriella megaspora	ingroup	Ascomycota
M014702	M014137	ESMFold	ESM-S2c4935942524977eafe08abc9b69946e17fc1832dd89533fca22ab5aecbf02b0-d662a12b8ced	F152956	KAN0107060.1	5013738at2759	Russula decolorans	ingroup	Basidiomycota
M014702	M014161	ESMFold	ESM-S2dc68ca85cc7556dffb2037d6c96e64fcb24a19b9f76b7f447f1972d51b9a312-d662a12b8ced	F318760	MCJ1305385.1	5013738at2759	Hypocenomyce scalaris	ingroup	Ascomycota
M014702	M014172	ESMFold	ESM-S2e15befc8ee9e7c1690f08a2a0ad4e7aae1bf361fab907539abce0798cb83ba6-d662a12b8ced	F1397036	MCJ1477949.1	5013738at2759	Lambiella insularis	ingroup	Ascomycota
M014702	M014427	ESMFold	ESM-S3c916377469c1c51d9c01b56a32e4bc21f19fe5ad85b93eae6f5a578c423b8c2-d662a12b8ced	F2939403	KAI9841168.1	5013738at2759	Sclerophora amabilis	ingroup	Ascomycota
M014702	M014505	ESMFold	ESM-S407c57e769109ba7dac9b415211b524abdcb90a23dcb6fa3cdbda9f21ec3da7f-d662a12b8ced	F315204	KAI9781397.1	5013738at2759	Geoglossum umbratile	ingroup	Ascomycota
M014702	M014612	ESMFold	ESM-S4579be1c386132efd53f58b51bbcb93b41f0c7fad460676086305f1ccd8a4d1c-d662a12b8ced	F91930	KAN0734460.1	5013738at2759	Coniochaeta hoffmannii	ingroup	Ascomycota
M014702	M014664	ESMFold	ESM-S47e214ed47828e08c3cf921afa23d46756f6c8216b710ecc97c793d667bc3e8b-d662a12b8ced	F116982	CAO1596607.1	5013738at2759	Xanthoria calcicola	ingroup	Ascomycota
M014702	M014741	ESMFold	ESM-S4be05dee20320433df9aadb8c425ce9dcd501bdd91d6c18093d365be5b712f8f-d662a12b8ced	F669869	MCJ1271555.1	5013738at2759	Lobaria immixta	ingroup	Ascomycota
M014702	M014761	ESMFold	ESM-S4cfc54b7208da8cd336ef0377fd30b9d60de6db5299467f01659e1c826e0f2fd-d662a12b8ced	F29902	XP_076499804.1	5013738at2759	Mrakia frigida	ingroup	Basidiomycota
M014702	M014773	ESMFold	ESM-S4d8c33a9d17f27698047d40b005d82f82d3da2a7dfc6d5573684295ee750f8c1-d662a12b8ced	F116821	KAG7007074.1	5013738at2759	Physcia stellaris	ingroup	Ascomycota
M014702	M014813	ESMFold	ESM-S4f0b66cbf3d105b5380e0f2c7ea0942b4a7b0b015dbf6e8ed8677b54147471dc-d662a12b8ced	F1042397	MCJ1482322.1	5013738at2759	Schaereria dolodes	ingroup	Ascomycota
M014702	M014837	ESMFold	ESM-S50745e5b24e3c82b5090bf3af9ef89c6468d25e130602af40337be1d63d421ad-d662a12b8ced	F1453789	MCJ1230531.1	5013738at2759	Toensbergia leucococca	ingroup	Ascomycota
M014702	M014873	ESMFold	ESM-S521eb18c8c6f6015f43b87f2511a2429a38976bf24e2b017f9dff0c66f6c41ec-d662a12b8ced	F3060298	KAL9621246.1	5013738at2759	Pyrenula sp. 1 TL-2023	ingroup	Ascomycota
M014702	M014907	ESMFold	ESM-S5354d2261f44411cffc38f7a62ab4e2a08e7c013fcd84c1dcbc9b1579d3c1671-d662a12b8ced	F65468	XP_073562041.1	5013738at2759	Trichoderma ghanense	ingroup	Ascomycota
M014702	M014958	ESMFold	ESM-S5568500790bead69c6ce891b96339aed9ee448f094ab15d0d5598bd27f631712-d662a12b8ced	F400354	MCJ1373459.1	5013738at2759	Loxospora ochrophaea	ingroup	Ascomycota
M014702	M014965	ESMFold	ESM-S55cbf99d9272adb41da4f091f540af2d370553594c99f0fb630a921169fd4e2b-d662a12b8ced	F364730	KAL9096219.1	5013738at2759	Trypethelium subeluteriae	ingroup	Ascomycota
M014702	M014973	ESMFold	ESM-S563099f8c52a0c6769c4af2f837304e87b7ebb85080bc5e81a54b324a1ed98d8-d662a12b8ced	F5606	XP_019022875.1	5013738at2759	Saitoella complicata	ingroup	Ascomycota
M014702	M015013	ESMFold	ESM-S57bb9076334aeb7f13458e8029289d429fe7b242f46a8259782fd431977ec4a5-d662a12b8ced	F1116844	KAI9814115.1	5013738at2759	Thelocarpon impressellum	ingroup	Ascomycota
M014702	M015351	ESMFold	ESM-S691816eb6fe452e268b3add2ba6e609f66a94234bca6b4fd92bb464409c03cfa-d662a12b8ced	F136370	KAA6415370.1	5013738at2759	Lasallia pustulata	ingroup	Ascomycota
M014702	M015505	ESMFold	ESM-S70ff9e7e064ad84a33d4f85296f8b4d8a42e5c241f433daaa9d5c37c453904a5-d662a12b8ced	F1099800	BFZ62768.1	5013738at2759	Saitoella coloradoensis	ingroup	Ascomycota
M014702	M015552	ESMFold	ESM-S73474c38d261db5c2b4cd61ce4c1c4e5f1d60974bbf4093e081ffa7ced34e1bc-d662a12b8ced	F2704026	MCJ1441692.1	5013738at2759	Stictis urceolata	ingroup	Ascomycota
M014702	M015692	ESMFold	ESM-S7b01c8cdf0b84f930082d8df4829e5a9ed4a52db6ed5d18159a160db55c83850-d662a12b8ced	F5128	XP_083087639.1	5013738at2759	Fusarium sambucinum	ingroup	Ascomycota
M014702	M015750	ESMFold	ESM-S7d9eb2826a5f0858379e88387bb887ea3f4d57a0902ed0c5f0bf853056a86417-d662a12b8ced	F549676	XP_083055888.1	5013738at2759	Trichoderma evansii	ingroup	Ascomycota
M014702	M015759	ESMFold	ESM-S7dedaca4094a5ee59032701b4b8a31a31578087d07f2648d707d9f86304253a0-d662a12b8ced	F2732470	XP_044664722.1	5013738at2759	Bacidia gigantensis	ingroup	Ascomycota
M014702	M015838	ESMFold	ESM-S81e35239aca41f775dee7c2f79dd2eb86fb736f66a66c747aca9d84c4e47aa37-d662a12b8ced	F87287	KAI4134918.1	5013738at2759	Umbilicaria vellea	ingroup	Ascomycota
M014702	M015873	ESMFold	ESM-S83724d085985e394116f518433a62e70ffe749997d67fdad966303972115c010-d662a12b8ced	F2871812	MCJ1366962.1	5013738at2759	Acarospora aff. strigata	ingroup	Ascomycota
M014702	M015903	ESMFold	ESM-S84c7c1b62136a6547acec518c3879ec7374a3a527d1f8a142f721fa270fedaaf-d662a12b8ced	F2609844	XP_062801238.1	5013738at2759	Podospora pseudoanserina	ingroup	Ascomycota
M014702	M015977	ESMFold	ESM-S88eb9e733e2358465e18533b06288799eeab82cd5bf17128966363d54a9cef33-d662a12b8ced	F2939408	KAI9854567.1	5013738at2759	Vezdaea acicularis	ingroup	Ascomycota
M014702	M016170	ESMFold	ESM-S9319c3a85a318530a2819d0820c2cbdf5df1204201e1d4814bc1f339161e2514-d662a12b8ced	F52883	MCJ1341988.1	5013738at2759	Peltigera leucophlebia	ingroup	Ascomycota
M014702	M016307	ESMFold	ESM-S9910afc5751b162ce345d838c16ee17b4c6e5283a017b051a5f0176ca0061763-d662a12b8ced	F48563	XP_041312216.1	5013738at2759	Suillus bovinus	ingroup	Basidiomycota
M014702	M016437	ESMFold	ESM-S9f60692be02aec5c75f3489ddff1c28302b2cc4e5e35dad576e3790aadd97ef9-d662a12b8ced	F326684	XP_047834534.1	5013738at2759	Xylaria bambusicola	ingroup	Ascomycota
M014702	M016493	ESMFold	ESM-Sa226b43f64b81412bf559ac67956196177580d2a4e23992e244187375a8cf094-d662a12b8ced	F44089	XP_066790394.1	5013738at2759	Neoaidaea tothii	ingroup	Ascomycota
M014702	M016506	ESMFold	ESM-Sa2f8c09036e180dc9d4f1522e4486631cb8bcfa2481a3a033ad9f14314503bba-d662a12b8ced	F3342545	KAL5345565.1	5013738at2759	Pseudogymnoascus australis	ingroup	Ascomycota
M014702	M016582	ESMFold	ESM-Sa6720902d56ae5066b170b97f433adb64aa298b360a4a76f328a33485a391193-d662a12b8ced	F223376	KAL1864794.1	5013738at2759	Phialemonium thermophilum	ingroup	Ascomycota
M014702	M016631	ESMFold	ESM-Sa8c90de67c637d71dfc531a7e4fdfaa2e010c70c8b3e2693c111a95ceaea6541-d662a12b8ced	F164576	KAI9755137.1	5013738at2759	Chaenotheca gracillima	ingroup	Ascomycota
M014702	M016689	ESMFold	ESM-Sabc0b7862d2b4e2196e7e2d2213b6ab62622e592f0a56232cae91ad8e38cdc6f-d662a12b8ced	F129515	MCJ1247436.1	5013738at2759	Trapelia coarctata	ingroup	Ascomycota
M014702	M016710	ESMFold	ESM-Sad10b8aeeaaf18364da26d31cafb9fa0c77b724ef837f156e8053cc66d4b4c6e-d662a12b8ced	F91480	KAI9663551.1	5013738at2759	Alyxoria varia	ingroup	Ascomycota
M014702	M016751	ESMFold	ESM-Saf3f1273c6b8bfca568370dbe2f8a01d9d224dbf75da8dc6b6665d9e35a34ab2-d662a12b8ced	F3058885	KAL8822946.1	5013738at2759	Dirinaria sp. TL-2023a	ingroup	Ascomycota
M014702	M016851	ESMFold	ESM-Sb4d4c9d1c6b7f572f18e2f8f14811e9c4a72d9c05a1b7133d0668c71e439b653-d662a12b8ced	F257869	KAN0698236.1	5013738at2759	Holtermanniella festucosa	ingroup	Basidiomycota
M014702	M016870	ESMFold	ESM-Sb5df1528bab125d2437ec4b144ee8fbb46f8b26aacaf4729cfafccc49e9c89cb-d662a12b8ced	F1006475	KAL9121663.1	5013738at2759	Circinaria calcarea	ingroup	Ascomycota
M014702	M016872	ESMFold	ESM-Sb60a077a88ee8284d94d10bdfbdd74f89b164c97df4cb07d8db99bb5c7ebbd19-d662a12b8ced	F90408	MCJ1351555.1	5013738at2759	Icmadophila ericetorum	ingroup	Ascomycota
M014702	M016906	ESMFold	ESM-Sb7a7983d056ebc72614ee1e61f9c65cf34e2bfb8171b65ef388c43b523934494-d662a12b8ced	F273283	KAI9839633.1	5013738at2759	Sarea resinae	ingroup	Ascomycota
M014702	M016949	ESMFold	ESM-Sba326b654bbbe3984a0283daae1cfcee2b9a72b33f4cab371769e9a2346e03e6-d662a12b8ced	F69979	KAO0808225.1	5013738at2759	Phyllozyma linderae	ingroup	Basidiomycota
M014702	M016967	ESMFold	ESM-Sbb414009855bc4a93d711777cac23c28e1818ed6741105bb235a653c9c39b08f-d662a12b8ced	F460854	KAI9791558.1	5013738at2759	Candelina submexicana	ingroup	Ascomycota
M014702	M017006	ESMFold	ESM-Sbdc9f93bd9824dc84ecf2cc7c3fcfa94d09904c2bea4d2915a274b04dccfe5f6-d662a12b8ced	F2796175	KAI9884963.1	5013738at2759	Watsoniomyces obsoletus	ingroup	Ascomycota
M014702	M017207	ESMFold	ESM-Sc782c2c141a7361d95d891795c1b10f445182fe6bd2973f93ebade45d191eaae-d662a12b8ced	F199306	XP_003066877.1	5013738at2759	Coccidioides posadasii	ingroup	Ascomycota
