catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	taxon_name	genus	family	order	class	phylum	kingdom	superkingdom	provisional_proteome_url	selection_status	assembly_choice_reason
genbank_fungi	GCA_051941585.1	PRJNA991097	SAMN36288507	JAVEAM000000000.1	na	3058870	3058870	Xanthomendoza sp. 1 TL-2023	na	LIQ169XMCO	latest	Contig	Major	Full	2025-08-12	KEW_Xasp	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/585/GCA_051941585.1_KEW_Xasp/	derived from metagenome	na	na	haploid	fungi	28434945	28434945	46.000000	0	807	807	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7688	7644	44	na	Xanthomendoza sp. 1 TL-2023	Xanthomendoza	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/585/GCA_051941585.1_KEW_Xasp//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_052059095.1	PRJNA991097	SAMN36288510	JAVEAP000000000.1	na	3058871	3058871	Wetmoreana sp. 5 TL-2023	na	LIQ186CAVE	latest	Contig	Major	Full	2025-08-15	KEW_Wesp	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/059/095/GCA_052059095.1_KEW_Wesp/	derived from metagenome	na	na	haploid	fungi	27970521	27970521	49.500000	0	2049	2049	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-15	8012	7974	38	na	Wetmoreana sp. 5 TL-2023	Wetmoreana	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/059/095/GCA_052059095.1_KEW_Wesp//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941565.1	PRJNA991097	SAMN36288511	JAVEAQ000000000.1	na	3058872	3058872	Loekoesia sp. 1 TL-2023	na	LIQ187CASP	latest	Contig	Major	Full	2025-08-12	KEW_Losp	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/565/GCA_051941565.1_KEW_Losp/	derived from metagenome	na	na	haploid	fungi	26260895	26260895	48.500000	0	2070	2070	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8130	8059	71	na	Loekoesia sp. 1 TL-2023	Loekoesia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/565/GCA_051941565.1_KEW_Losp//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941465.1	PRJNA991097	SAMN36288516	JAVEAV000000000.1	na	3058873	3058873	Pyrenodesmia sp. 2 TL-2023	na	LIQ192CASP	latest	Contig	Major	Full	2025-08-12	KEW_Pysp2	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/465/GCA_051941465.1_KEW_Pysp2/	derived from metagenome	na	na	haploid	fungi	41556935	41556935	41.500000	0	3713	3713	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8603	8537	66	na	Pyrenodesmia sp. 2 TL-2023	Pyrenodesmia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/465/GCA_051941465.1_KEW_Pysp2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941405.1	PRJNA991097	SAMN36288520	JAVEAZ000000000.1	na	3058874	3058874	Squamulea sp. 1 TL-2023	na	LIQ196BLSP	latest	Contig	Major	Full	2025-08-12	KEW_Sqsp	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/405/GCA_051941405.1_KEW_Sqsp/	derived from metagenome	na	na	haploid	fungi	32973289	32973289	43.000000	0	311	311	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7984	7930	54	na	Squamulea sp. 1 TL-2023	Squamulea	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/405/GCA_051941405.1_KEW_Sqsp//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941345.1	PRJNA991097	SAMN36288523	JAVEBC000000000.1	na	3058875	3058875	Xanthomendoza sp. 2 TL-2023	na	LIQ200XMHS	latest	Contig	Major	Full	2025-08-12	KEW_Xasp2	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/345/GCA_051941345.1_KEW_Xasp2/	derived from metagenome	na	na	haploid	fungi	27681219	27681219	47.500000	0	936	936	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7703	7606	97	na	Xanthomendoza sp. 2 TL-2023	Xanthomendoza	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/345/GCA_051941345.1_KEW_Xasp2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051942025.1	PRJNA991097	SAMN36288533	JAVEBM000000000.1	na	3058876	3058876	Haloplaca sp. 1 TL-2023	na	LIQ224CACE	latest	Contig	Major	Full	2025-08-12	KEW_Hasp1	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/025/GCA_051942025.1_KEW_Hasp1/	derived from metagenome	na	na	haploid	fungi	24640198	24640198	49.000000	0	5517	5517	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7555	7500	55	na	Haloplaca sp. 1 TL-2023	Haloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/025/GCA_051942025.1_KEW_Hasp1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941895.1	PRJNA991097	SAMN36288539	JAVEBS000000000.1	na	3058877	3058877	Pyrenodesmia sp. 3 TL-2023	na	LIQ232PYVA	latest	Contig	Major	Full	2025-08-12	KEW_Pysp3	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/895/GCA_051941895.1_KEW_Pysp3/	derived from metagenome	na	na	haploid	fungi	41759380	41759380	42.000000	0	318	318	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8856	8748	108	na	Pyrenodesmia sp. 3 TL-2023	Pyrenodesmia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/895/GCA_051941895.1_KEW_Pysp3//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941865.1	PRJNA991097	SAMN36288540	JAVEBT000000000.1	na	3058878	3058878	Gyalolechia sp. 1 TL-2023	na	LIQ233GYSU	latest	Contig	Major	Full	2025-08-12	KEW_Gysp1	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/865/GCA_051941865.1_KEW_Gysp1/	derived from metagenome	na	na	haploid	fungi	30640744	30640744	43.500000	0	1906	1906	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7206	7125	81	na	Gyalolechia sp. 1 TL-2023	Gyalolechia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/865/GCA_051941865.1_KEW_Gysp1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941825.1	PRJNA991097	SAMN36288541	JAVEBU000000000.1	na	3058879	3058879	Gyalolechia sp. 2 TL-2023	na	LIQ234HUPO	latest	Contig	Major	Full	2025-08-12	KEW_Gysp2	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/825/GCA_051941825.1_KEW_Gysp2/	derived from metagenome	na	na	haploid	fungi	27344785	27344785	44.500000	0	1720	1720	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7261	7206	55	na	Gyalolechia sp. 2 TL-2023	Gyalolechia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/825/GCA_051941825.1_KEW_Gysp2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941845.1	PRJNA991097	SAMN36288542	JAVEBV000000000.1	na	3058880	3058880	Haloplaca sp. 2 TL-2023	na	LIQ235IKAU	latest	Contig	Major	Full	2025-08-12	KEW_Hasp2	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/845/GCA_051941845.1_KEW_Hasp2/	derived from metagenome	na	na	haploid	fungi	28420496	28420496	48.000000	0	9667	9667	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8093	8037	56	na	Haloplaca sp. 2 TL-2023	Haloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/845/GCA_051941845.1_KEW_Hasp2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051942425.1	PRJNA991097	SAMN36288548	JAVECB000000000.1	na	3058881	3058881	Polycauliona sp. 2 TL-2023	na	LIQ246FLCI	latest	Contig	Major	Full	2025-08-12	KEW_Posp2	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/425/GCA_051942425.1_KEW_Posp2/	derived from metagenome	na	na	haploid	fungi	27415027	27415027	49.500000	0	2448	2448	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8773	8673	100	na	Polycauliona sp. 2 TL-2023	Polycauliona	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/425/GCA_051942425.1_KEW_Posp2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051942325.1	PRJNA991097	SAMN36288552	JAVECF000000000.1	na	3058882	3058882	Variospora sp. 1 TL-2023	na	LIQ251GYDE	latest	Scaffold	Major	Full	2025-08-12	KEW_Vasp1	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/325/GCA_051942325.1_KEW_Vasp1/	derived from metagenome	na	na	haploid	fungi	34955256	34955120	39.000000	0	365	367	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7197	7136	61	na	Variospora sp. 1 TL-2023	Variospora	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/325/GCA_051942325.1_KEW_Vasp1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051942305.1	PRJNA991097	SAMN36288554	JAVECH000000000.1	na	3058884	3058884	Letrouitia sp. 1 TL-2023	na	LIQ88LEMU	latest	Contig	Major	Full	2025-08-12	KEW_Lesp1	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/305/GCA_051942305.1_KEW_Lesp1/	derived from metagenome	na	na	haploid	fungi	23358051	23358051	48.000000	0	6361	6361	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8133	8078	55	na	Letrouitia sp. 1 TL-2023	Letrouitia	Letrouitiaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/305/GCA_051942305.1_KEW_Lesp1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941275.1	PRJNA991097	SAMN36288526	JAVEBF000000000.1	na	3058885	3058885	Dirinaria sp. TL-2023a	na	LIQ203DILE	latest	Contig	Major	Full	2025-08-12	KEW_Dile	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/275/GCA_051941275.1_KEW_Dile/	derived from metagenome	na	na	haploid	fungi	27733357	27733357	49.000000	0	3105	3105	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	8589	8539	50	na	Dirinaria sp. TL-2023a	Dirinaria	Caliciaceae	Caliciales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/275/GCA_051941275.1_KEW_Dile//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_052059015.1	PRJNA991097	SAMN36288529	JAVEBI000000000.1	na	3058886	3058886	Flavoplaca sp. TL-2023a	na	LIQ219CAHO	latest	Contig	Major	Full	2025-08-15	KEW_Flho	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/059/015/GCA_052059015.1_KEW_Flho/	derived from metagenome	na	na	haploid	fungi	42215972	42215972	41.000000	0	7380	7380	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-15	9497	9314	183	na	Flavoplaca sp. TL-2023a	Flavoplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/059/015/GCA_052059015.1_KEW_Flho//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_964035595.1	PRJEB75241	SAMEA12841446	na	reference genome	3059160	3059160	Somion occarium	na	na	latest	Chromosome	Major	Full	2024-05-02	gfSpoDele1	Earlham Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/035/595/GCA_964035595.1_gfSpoDele1/	na	na	na	haploid	fungi	30870404	30870158	48.000000	11	11	14	Earlham Institute	Annotation submitted by Earlham Institute	2024-05-02	11245	11245	0	na	Somion occarium	Somion	Cerrenaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/035/595/GCA_964035595.1_gfSpoDele1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_052059035.1	PRJNA991097	SAMN36289440	JAVECN000000000.1	na	3060298	3060298	Pyrenula sp. 1 TL-2023	na	LIQ210ARCI	latest	Contig	Major	Full	2025-08-15	KEW_Pysp1	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/059/035/GCA_052059035.1_KEW_Pysp1/	derived from metagenome	na	na	haploid	fungi	33874047	33874047	49.500000	0	422	422	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-15	9371	9330	41	na	Pyrenula sp. 1 TL-2023	Pyrenula	Pyrenulaceae	Pyrenulales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/059/035/GCA_052059035.1_KEW_Pysp1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_048183105.1	PRJNA992906	SAMN36376657	JAUKTN000000000.1	na	3060474	3060474	Trichoderma cf. simile WF8	strain=WF8	na	latest	Scaffold	Major	Full	2025-02-27	ASM4818310v1	Jiangsu Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/183/105/GCA_048183105.1_ASM4818310v1/	na	na	na	haploid	fungi	38420510	38419504	49.500000	0	259	356	Jiangsu Academy of Agricultural Sciences	Annotation submitted by Jiangsu Academy of Agricultural Sciences	2025-02-27	12486	12293	193	na	Trichoderma cf. simile WF8	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/183/105/GCA_048183105.1_ASM4818310v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_024721195.1	PRJNA860982	SAMN29878037	JANHQD000000000.1	na	3065222	3065222	Marasmius sp. AFHP31	strain=AFHP31	na	latest	Scaffold	Major	Full	2022-08-19	ASM2472119v1	Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/721/195/GCA_024721195.1_ASM2472119v1/	na	na	na	haploid	fungi	84698778	84558051	49.500000	0	3304	4560	Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas	Annotation submitted by Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas	2022-08-19	22418	21762	656	na	Marasmius sp. AFHP31	Marasmius	Marasmiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/721/195/GCA_024721195.1_ASM2472119v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051624525.1	PRJNA1015119	SAMN37346629	JAVQLU000000000.1	reference genome	3075319	3075319	Sorochytrium milnesiophthora	strain=CZEUM2018	na	latest	Contig	Major	Full	2025-07-30	ASM5162452v1	University of Michigan	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/624/525/GCA_051624525.1_ASM5162452v1/	na	na	na	haploid	fungi	24905392	24905392	57.500000	0	222	222	University of Michigan	Annotation submitted by University of Michigan	2025-07-30	8858	8697	161	na	Sorochytrium milnesiophthora	Sorochytrium	Sorochytriaceae	Blastocladiales	Blastocladiomycetes	Blastocladiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/624/525/GCA_051624525.1_ASM5162452v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_040256855.1	PRJNA950348	SAMN33984795	na	reference genome	3081051	3081051	Hanseniaspora menglaensis	strain=CBS 16921	na	latest	Complete Genome	Major	Full	2024-06-20	ASM4025685v1	Conway Institute, University College Dublin	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/256/855/GCA_040256855.1_ASM4025685v1/	na	na	na	haploid	fungi	9538423	9538423	30.500000	7	7	7	Conway Institute, University College Dublin	Annotation submitted by Conway Institute, University College Dublin	2024-06-20	4437	4267	170	38535189	Hanseniaspora menglaensis	Hanseniaspora	Saccharomycodaceae	Saccharomycodales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/256/855/GCA_040256855.1_ASM4025685v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_053572175.1	PRJNA1042639	SAMN38315606	JAYKKX000000000.1	na	3097288	3097288	Umbelopsis sp. WA50703	strain=WA50703	na	latest	Contig	Major	Full	2025-11-20	ASM5357217v1	University of Warsaw	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/572/175/GCA_053572175.1_ASM5357217v1/	na	na	na	haploid	fungi	23007829	23007829	42.000000	0	69	69	University of Warsaw	Annotation submitted by University of Warsaw	2025-11-20	9412	9262	150	na	Umbelopsis sp. WA50703	Umbelopsis	Umbelopsidaceae	Umbelopsidales	Umbelopsidomycetes	Mucoromycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/572/175/GCA_053572175.1_ASM5357217v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_050613775.1	PRJNA1052201	SAMN38882285	JBODTK000000000.1	na	3108450	3108450	Neocallimastix sp. 'constans'	strain=G3	na	latest	Contig	Major	Full	2025-05-29	Neocon1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/613/775/GCA_050613775.1_Neocon1/	na	na	na	haploid	fungi	187118973	187118973	18.000000	0	558	558	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2025-05-29	24726	23663	1063	na	Neocallimastix sp. 'constans'	Neocallimastix	Neocallimastigaceae	Neocallimastigales	Neocallimastigomycetes	Neocallimastigomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/613/775/GCA_050613775.1_Neocon1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_056632975.1	PRJNA1075816	SAMN39925077	JBREWY000000000.1	na	3121206	3121206	Cryptococcus sp. CMW60451	strain=CMW60451	na	latest	Complete Genome	Major	Full	2026-04-07	ASM5663297v1	Duke University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/632/975/GCA_056632975.1_ASM5663297v1/	na	na	na	haploid	fungi	17670646	17670646	51.000000	13	13	13	Duke University	Annotation submitted by Duke University	2026-04-08	6370	6255	115	41042803	Cryptococcus sp. CMW60451	Cryptococcus	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/632/975/GCA_056632975.1_ASM5663297v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_054392435.1	PRJNA1081085	SAMN40408220	JBTAFK000000000.1	na	3127153	3127153	Naviculisporaceae sp. PSN 640	strain=PSN 640	na	latest	Scaffold	Major	Full	2026-01-07	ASM5439243v1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/392/435/GCA_054392435.1_ASM5439243v1/	genus undefined	na	na	haploid	fungi	47597854	47595713	49.000000	0	943	999	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2026-01-07	12874	12874	0	41440705	Naviculisporaceae sp. PSN 640		Naviculisporaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/392/435/GCA_054392435.1_ASM5439243v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_054392455.1	PRJNA1081098	SAMN40408170	JBTAFM000000000.1	na	3127161	3127161	Rhypophila sp. PSN 637	strain=PSN 637	na	latest	Scaffold	Major	Full	2026-01-07	ASM5439245v1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/392/455/GCA_054392455.1_ASM5439245v1/	na	na	na	haploid	fungi	46869963	46867479	51.000000	0	565	622	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2026-01-07	14243	14243	0	41440705	Rhypophila sp. PSN 637	Rhypophila	Naviculisporaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/392/455/GCA_054392455.1_ASM5439245v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051403495.1	PRJNA1100786	SAMN40980065	JBEDNR000000000.1	reference genome	3127341	3127341	Parahypoxylon ruwenzoriense	strain=MUCL 51392	na	latest	Contig	Major	Full	2025-07-18	ASM5140349v1	Bielefeld University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/403/495/GCA_051403495.1_ASM5140349v1/	na	assembly from type material	na	haploid	fungi	50018532	50018532	40.000000	0	10	10	Bielefeld University	Annotation submitted by Bielefeld University	2025-07-18	10660	10545	115	na	Parahypoxylon ruwenzoriense	Parahypoxylon	Hypoxylaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/403/495/GCA_051403495.1_ASM5140349v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
