model_name	model_id	version	sequence_sha256	length	valid_states	invalid_states	valid_focal_plddt70	valid_feature_plddt70	valid_feature_plddt70_pae10	encoding_path	encoding_sha256
AF-A0A6A6W1C8-F1-v6	AF-A0A6A6W1C8-F1	6	8cf15bcda62703300286ebef1f0147eaac89d91e825a56cd6b13013a833c167f	1083	1081	2	702	663	661	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W1C8-F1-v6.npz	497d84621bef79a73ea1baca970d650deb10a0ff4dec1716b4d938060df5ea9c
AF-A0A6A6W1U3-F1-v6	AF-A0A6A6W1U3-F1	6	65c8c8b0e387b948f1f04cab24169790d211b4c81aded5d00262a8ebc6c3e527	801	799	2	447	400	398	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W1U3-F1-v6.npz	4ffadeaa4644d72c43316122201b4ec3a6deec6492bafa31670eb449b756318b
AF-A0A6A6W1Y4-F1-v6	AF-A0A6A6W1Y4-F1	6	fc75a0533b72271558f9a63d825af53c3992c67e2111a7d1bd12f7eb32ff2703	521	519	2	330	306	304	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W1Y4-F1-v6.npz	6957ea3499093cc974dab438842b4b8acc7e8b65978c2e96f673a2bfe704ca89
AF-A0A6A6W274-F1-v6	AF-A0A6A6W274-F1	6	f91b7d8965d0af5dc01418ea50b082ea996960a39c8f314b7e41e3128c8d785a	481	479	2	425	409	409	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W274-F1-v6.npz	4272dce63ad9ec2ae5844c184f942a293b9683aea5f66e8c3488cbb7f45fe913
AF-A0A6A6W2B5-F1-v6	AF-A0A6A6W2B5-F1	6	fe3d27a2361984a06fc02e9c2793486177ccab2983ba231eee33c37341fee31b	614	612	2	444	416	416	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W2B5-F1-v6.npz	18e781f0af381d228a46a258ad842c045c3a6990baa1178e3e49293079db5f3d
AF-A0A6A6W454-F1-v6	AF-A0A6A6W454-F1	6	60b774d466811473eac90efdb8f1b1a4b594108dc37c095267f502debf158696	497	495	2	398	366	366	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W454-F1-v6.npz	04fc6d187f029aa35ea23ffb5b5156f2a5d00ebb82f6ea6ff5c46c0e0114afad
AF-A0A6A6W4H7-F1-v6	AF-A0A6A6W4H7-F1	6	1f9032e5a67e89591b027ff746f78310566a98f0cfdec04c87d37cae102c0551	156	154	2	87	84	84	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W4H7-F1-v6.npz	9195738c806e4f954e78c892c1ad0c4160d5560b64fde641b603e80669e1e930
AF-A0A6A6W4H8-F1-v6	AF-A0A6A6W4H8-F1	6	7d6485f5217956dd4f009d637d696017199e05b71cfee71c8206a7e5d1ab98d3	484	482	2	381	362	362	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W4H8-F1-v6.npz	634d4cd962497039d4adee521c88854b4490f02ae1adc4542b2f14d82dbb21c9
AF-A0A6A6W4W8-F1-v6	AF-A0A6A6W4W8-F1	6	22e1ac77614635da45ac13109cb8387049f7e7879a3fed7c6b0480327bc1e422	345	343	2	188	179	179	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W4W8-F1-v6.npz	16947221c3897989c5ed6490ca21227358fa3699feb82328f711ab0cd5dbe1db
AF-A0A6A6W567-F1-v6	AF-A0A6A6W567-F1	6	eecf2408e22a31515279eae5ffc194df5f4497fb0bc5d2944fcc9577e1a136d2	172	170	2	169	168	168	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W567-F1-v6.npz	2f14008769b1780766cbeb29c2eeb04a5d5628c4542e546d961a4d42448be905
AF-A0A6A6W5A9-F1-v6	AF-A0A6A6W5A9-F1	6	9c7108a95161177c75b95094bacb996f536b4d483a20359cf1dc255b8ee4436a	210	208	2	79	73	73	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W5A9-F1-v6.npz	9f7bb88f12ab5a8638aa69a114258a46c39e661afa1f0fab46bdfbbc020bbc0a
AF-A0A6A6W5G6-F1-v6	AF-A0A6A6W5G6-F1	6	b1db223434fd48117e99a4d1f78c85706a0d16af086dbc52612e0d7b1cf621de	1202	1200	2	1189	1180	1180	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W5G6-F1-v6.npz	1605e414f99c2fd03fab7aa83a3177ae64f411d751a043f2690277abeb54d692
AF-A0A6A6W5N6-F1-v6	AF-A0A6A6W5N6-F1	6	29a68a682985632aa09d2d0a7c4597749ded8507ada15f2d15ddd617506a96f1	606	604	2	583	570	570	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W5N6-F1-v6.npz	2ad4414abc33767558aef797bbc6973394627ded886b0dea3a458a159a64e460
AF-A0A6A6W615-F1-v6	AF-A0A6A6W615-F1	6	6cd5bf56d36a43ad30fb1ce039c5a8e0073aed4228fc7b56cac3ee0b03fa1367	298	296	2	290	284	284	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W615-F1-v6.npz	8edfe01a2a696e4df2bc36ee3ccf8a4eb587548a25fad47e7c30ec0066ebd2f7
AF-A0A6A6W622-F1-v6	AF-A0A6A6W622-F1	6	0dd2ea4a0475b1d5049cd1a103545e50e216554ee812016ff7bc9bdef2308516	1029	1027	2	817	776	776	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W622-F1-v6.npz	9fbd0b761bd7a87efda5b482efd9bc836485959a3fd58011e9b2626b6c8ca953
AF-A0A6A6WG41-F1-v6	AF-A0A6A6WG41-F1	6	bd6aa817f324d05c75737a59dc717b8f62f02d280e55914877bc896ebf5355e2	984	982	2	557	424	420	results/structural_alphabet/audited-marker-v2/AF-A0A6A6WG41-F1-v6.npz	7c47f9a888161b779d7e8ccbc6087f6fba246fd1284ac1fac18598cd07db21da
AF-A0A6A6WHW2-F1-v6	AF-A0A6A6WHW2-F1	6	f9d443977406ed37ae053b453e10a3bf9ddd3e2a27646272ddf96c8307d63fc8	284	282	2	242	225	225	results/structural_alphabet/audited-marker-v2/AF-A0A6A6WHW2-F1-v6.npz	978a8c1cf569f35f03cfecc601f063bec0a58b1bc66573051d7da9f9827ea97e
AF-A0A6A6WIG5-F1-v6	AF-A0A6A6WIG5-F1	6	6ceb8d3970cadcc8f28ff787be67f9269290343240f2585b1dba534e8151e8f2	538	536	2	531	516	516	results/structural_alphabet/audited-marker-v2/AF-A0A6A6WIG5-F1-v6.npz	168cf3f06afb2589ced4af7204f5a8b5cc46ec7c7d63016f7f1bc6fd4b85a43b
AF-A0A6A6XY66-F1-v6	AF-A0A6A6XY66-F1	6	ec321f7f23848f55e2062898ebc72d7723f50742cd4ebd377238d16745d3d84c	480	478	2	371	358	358	results/structural_alphabet/audited-marker-v2/AF-A0A6A6XY66-F1-v6.npz	f77fd343ee1abd6b719bb755207ae282924b0f7297aad42650dde0f4bc9c0e23
AF-A0A6A6XYA9-F1-v6	AF-A0A6A6XYA9-F1	6	31526bc4911717def31e8075a168f8fe6f4e7f097a1e2868441b42c8ed5aa4a8	307	305	2	150	139	139	results/structural_alphabet/audited-marker-v2/AF-A0A6A6XYA9-F1-v6.npz	1bd180af8c2cfc1670d824b50760d672e49cf4ea9090afaefbe6cf2407a50fef
AF-A0A6A7BPF0-F1-v6	AF-A0A6A7BPF0-F1	6	522b18ad8c7fff95a03d216f91e51f1b90c97aca075c8ea8ade2a1197ae280eb	317	315	2	189	172	172	results/structural_alphabet/audited-marker-v2/AF-A0A6A7BPF0-F1-v6.npz	4821c6bfe17f8e0dabdea9471678b89e1124e9eeb33383faf5f4807012a8370c
AF-A0A6A7BPG6-F1-v6	AF-A0A6A7BPG6-F1	6	2999ffc0b0da823fd1a5cf14fa6ab3402faaceff9afb784bacbb10a5978913aa	164	162	2	129	117	117	results/structural_alphabet/audited-marker-v2/AF-A0A6A7BPG6-F1-v6.npz	c16e6b19e6e71d31b9d44b9fba47bd7139ed93768053673799c55bc6d2303dd6
AF-A0A6A7BQM9-F1-v6	AF-A0A6A7BQM9-F1	6	e0019ba8d2ccca18cc54d2077a786a01b3c67d96ba047bc3866a471e3c8a1dcc	241	239	2	176	164	164	results/structural_alphabet/audited-marker-v2/AF-A0A6A7BQM9-F1-v6.npz	2977f7abd5ca66abaca4875755a5d146af1786db844e1a86edda58dec9d59b84
AF-A0A6C1DSL0-F1-v6	AF-A0A6C1DSL0-F1	6	6827002dadcf331ce484394635311385739698afd5a521bb6d1f33c819efd46b	823	821	2	332	204	204	results/structural_alphabet/audited-marker-v2/AF-A0A6C1DSL0-F1-v6.npz	bef3f7b720a36addeb6972b30915b4056b70ec2479e554d938880d050305e6f5
AF-A0A6C1DVQ9-F1-v6	AF-A0A6C1DVQ9-F1	6	91017eb67c5c7eed769df6adc05abd362effc6829844c2c22a7e94489be985cf	489	487	2	430	407	407	results/structural_alphabet/audited-marker-v2/AF-A0A6C1DVQ9-F1-v6.npz	aef2b3f198d7961d1bc3143a0657764904d88b260a763216ecb6e6d16225f334
AF-A0A6G1FQB9-F1-v6	AF-A0A6G1FQB9-F1	6	e7e7b8b356e4bb4f9610d795bd1fc1bfe78805dca500f97a2aec875b0263f257	929	927	2	632	529	529	results/structural_alphabet/audited-marker-v2/AF-A0A6G1FQB9-F1-v6.npz	adb21abdc7704405ad98b6f1d51bc5511ddef12ae4e166a53a08979f0491f916
AF-A0A6G1FRB8-F1-v6	AF-A0A6G1FRB8-F1	6	2b56c0bde0676b43607f353bb208e6f34af8ba0b980c0fd81b73a338dd23052f	191	189	2	181	176	176	results/structural_alphabet/audited-marker-v2/AF-A0A6G1FRB8-F1-v6.npz	0e02f0f706b32bbf7b4e9d031f491c185e0b756eabb717890df2e35df7058b24
AF-A0A6G1FRX9-F1-v6	AF-A0A6G1FRX9-F1	6	087c8948878f4bde428be729943be9ae5ba7910309c97ebd6788b7f84b0d56b0	467	465	2	255	230	230	results/structural_alphabet/audited-marker-v2/AF-A0A6G1FRX9-F1-v6.npz	ea9759b66cec2f4903745e2855e5f68d7ab149a7574743c976f4fb0830f79000
AF-A0A6G1GJ71-F1-v6	AF-A0A6G1GJ71-F1	6	9c1b2dba82b055aceb674f1f3f4696468a60ce908f2999e417c8a4eee1d3e00b	419	417	2	377	352	352	results/structural_alphabet/audited-marker-v2/AF-A0A6G1GJ71-F1-v6.npz	01f00e09271e0a579fdf064e839b59d2e61171c141c3e806c285a7bc30bede63
AF-A0A6G1GJA1-F1-v6	AF-A0A6G1GJA1-F1	6	80554df10cc6e7c6998c835c75f1e0fc758d1aa5ec65c77e18c54a2cfd17201a	923	921	2	758	672	672	results/structural_alphabet/audited-marker-v2/AF-A0A6G1GJA1-F1-v6.npz	a3ce1b0ef310450b1ce5e6f50820cb1593838c4456bfa355fe546a56ed3da8ad
AF-A0A6G1GJN8-F1-v6	AF-A0A6G1GJN8-F1	6	e071e937132accbaa444e31b49d333d36edf7ffb36f23c46689a46aace67a8da	491	489	2	375	335	335	results/structural_alphabet/audited-marker-v2/AF-A0A6G1GJN8-F1-v6.npz	b9b20ddb0b4a04dbf0d5a45c81463388c7d7c9221542689e53868e129f904199
AF-A0A6G1HHU2-F1-v6	AF-A0A6G1HHU2-F1	6	de74a1059e638c18ac3d6c420a2f0c96f8e707630a9fefa90e4ef2b7f5ae9967	469	467	2	410	398	398	results/structural_alphabet/audited-marker-v2/AF-A0A6G1HHU2-F1-v6.npz	7598f6aaa965d9d2505eb217ca5d7aedf72bce0bfe7124a871fb2cb8c987bb90
AF-A0A6G1HID2-F1-v6	AF-A0A6G1HID2-F1	6	89ea9c33ebee499270b51c2da3cc34cccff64c45980a1c90d635e1c74c021551	840	838	2	660	575	571	results/structural_alphabet/audited-marker-v2/AF-A0A6G1HID2-F1-v6.npz	aa86cb58daf920203bbb175f9428efeee4b1ef2b89879ae20da8d5caa88c5f82
AF-A0A6P8AMB6-F1-v6	AF-A0A6P8AMB6-F1	6	4b8165b7d97e03168bffa9c9846b4a65a663ea9883716396be52951872f238d6	1017	1015	2	753	652	652	results/structural_alphabet/audited-marker-v2/AF-A0A6P8AMB6-F1-v6.npz	8a53d9813eebc801f03ec40e23dc78a01b8345c012cd6310a9a2d36b3c4584e7
AF-A0A6P8AN38-F1-v6	AF-A0A6P8AN38-F1	6	8d61adb8359f5d238df5099cc8f9a604ecac3593bce656db00205072cf096387	409	407	2	281	264	263	results/structural_alphabet/audited-marker-v2/AF-A0A6P8AN38-F1-v6.npz	21e3f989fb5b276303854196d39174dc038510bd46c578ed75088f7c589fc768
AF-A0A6P8ANP3-F1-v6	AF-A0A6P8ANP3-F1	6	c9c8e6162199d76b3064e19da6369e079a1544e26c6d0dd73cfedc18f5705698	703	701	2	382	323	323	results/structural_alphabet/audited-marker-v2/AF-A0A6P8ANP3-F1-v6.npz	45a53e6784be9de2028353ea3717bbb6f4b43518c8bae80e077be7d4d0458bce
AF-A0A7G5JVN6-F1-v6	AF-A0A7G5JVN6-F1	6	6869d3636ddffb39582706dc32e07cb05a129d84627d796c724b522271a624d9	267	265	2	199	175	175	results/structural_alphabet/audited-marker-v2/AF-A0A7G5JVN6-F1-v6.npz	136f676ab3ed988f0863767fcd4a10a4a7b09ff3942d2616efef837ec81bf4af
AF-A0A7G5JW68-F1-v6	AF-A0A7G5JW68-F1	6	87cc8cfb1b3df6dd01759e901bf50e80fa2d0dbdfb405155024dd6c0cf623d4c	869	867	2	609	506	506	results/structural_alphabet/audited-marker-v2/AF-A0A7G5JW68-F1-v6.npz	d6dad50a58a4bff53dba35a1175720f3bf28b618b586d4374fee41cb254056e0
AF-A0A7R7VDK0-F1-v6	AF-A0A7R7VDK0-F1	6	3ecee761c57d85560bd7d5b06913ef6f7f0ff75e611e38636186ddd45c6d17bf	1209	1207	2	1195	1178	1178	results/structural_alphabet/audited-marker-v2/AF-A0A7R7VDK0-F1-v6.npz	6211a08793fe40217861cf9649fe1ea4994cdab0b05a3ce5f22e955968afd2fe
AF-A0A7R7VDM7-F1-v6	AF-A0A7R7VDM7-F1	6	17d03ec0d477906ec3cedb5a020f07ee599923a3f3032a38514ffb8c7ade5b00	344	342	2	248	221	221	results/structural_alphabet/audited-marker-v2/AF-A0A7R7VDM7-F1-v6.npz	52e0e3956a076048ff9436c1891e166304551de1399d705ba2d3d50f047c582c
AF-A0A7R7XAE0-F1-v6	AF-A0A7R7XAE0-F1	6	1ed9379bd6f247dbbb3ac8dc3abd47a07cda58001f1c7fe5dae183e6b4672ab2	648	646	2	399	354	352	results/structural_alphabet/audited-marker-v2/AF-A0A7R7XAE0-F1-v6.npz	fe916e52313c4167df7f998471302e05469054f8b8378bd144282512bffbe185
AF-A0A7R7XB82-F1-v6	AF-A0A7R7XB82-F1	6	6b8cf72f018a6e800753263b313d155c5a731cf8e4e2f4228d2550c50b1f3fc4	360	358	2	289	280	280	results/structural_alphabet/audited-marker-v2/AF-A0A7R7XB82-F1-v6.npz	ba3de056ef6ce558f1c32074a7f862a3717f46309495c9ea3865b9b059960644
AF-A0A7R7XB95-F1-v6	AF-A0A7R7XB95-F1	6	57bf8d4cf7f026405e07af55a5115f537ed8f43c6754cb0321cd07519b766c77	466	464	2	419	401	401	results/structural_alphabet/audited-marker-v2/AF-A0A7R7XB95-F1-v6.npz	842a461bb6d3d65af23e2ef14f73157c1b62533c552250ca0f93cc5e5ddc26f4
AF-A0A875RNF1-F1-v6	AF-A0A875RNF1-F1	6	287166e625cd31a5b9df5f706f7da7a1f048190697d5d531dd180973198a5f39	1149	1147	2	1095	1058	1058	results/structural_alphabet/audited-marker-v2/AF-A0A875RNF1-F1-v6.npz	872965f4f4214bb76d4b1f9dc03d8f366a6c374e5fe4ebc6204ae7203596ac55
AF-A0A875RPQ1-F1-v6	AF-A0A875RPQ1-F1	6	d178803429b59cbb4ce1c940005b028e084e0b9756a58bd19d275bcdad46042d	839	837	2	634	550	549	results/structural_alphabet/audited-marker-v2/AF-A0A875RPQ1-F1-v6.npz	c8eb007652a04ad963c745a04208fe6cb737f087ecc1e08100306dac3b69427d
AF-A0A875RPX4-F1-v6	AF-A0A875RPX4-F1	6	8207a057dedc6f5fad10447d8167b9fd7a8cbbb45c766a5d02e554599b7107a8	1013	1011	2	642	573	573	results/structural_alphabet/audited-marker-v2/AF-A0A875RPX4-F1-v6.npz	d15c91777a47e4e93d2a1e7adbb27f58d3a237ba9efabc6f559a36e6330f8e64
AF-A0A8E2DXC4-F1-v6	AF-A0A8E2DXC4-F1	6	e7d6d42e9f5d271d239056de0a757a24368ae3c466bbc7688fbf72b639001afb	560	558	2	508	482	482	results/structural_alphabet/audited-marker-v2/AF-A0A8E2DXC4-F1-v6.npz	231594abc0e2aa00c6d5dba8036cc4df087d53c1a2ecb36ec02f290ff876996a
AF-A0A8E2DXM1-F1-v6	AF-A0A8E2DXM1-F1	6	25eaf24734582a36f700752e510e8ac029bc21834245d112d16addb89f85090a	633	631	2	421	376	373	results/structural_alphabet/audited-marker-v2/AF-A0A8E2DXM1-F1-v6.npz	e1389f804677cddd3f7974051dcc590ea3d2cfe349aabc59f63b1bf24df0e4a3
AF-A0A8E2EMC6-F1-v6	AF-A0A8E2EMC6-F1	6	59db4480a0d6e83cd03e8553a52a11840b9d239c4fe372306b53094cada6bf0e	613	611	2	425	387	385	results/structural_alphabet/audited-marker-v2/AF-A0A8E2EMC6-F1-v6.npz	7b4f711f5a2ee59fb0e7c3ae7b2e030724012dbdc58459fbe917e338248df132
AF-A0A8E2EMK2-F1-v6	AF-A0A8E2EMK2-F1	6	1b9aa2b0a9ce323928a70e0c28ada49a7e220de02e51b9091b04d5f0888c02e5	151	149	2	130	121	121	results/structural_alphabet/audited-marker-v2/AF-A0A8E2EMK2-F1-v6.npz	a9ebab6fd1d8616049ce4f0a28260d1dc8d7155ea652d7cb9d4e1b589a8cafd2
AF-A0A8H3EAH2-F1-v6	AF-A0A8H3EAH2-F1	6	b7df816157fd73ca4610534e104dc68fe1bfb2ee3b76fe6d26a1b5116d466ac9	333	331	2	296	273	273	results/structural_alphabet/audited-marker-v2/AF-A0A8H3EAH2-F1-v6.npz	a23704a5d82666a97ab86f049485300ee60a99866e8405c403bc05a910de4172
AF-A0A8H3EAP4-F1-v6	AF-A0A8H3EAP4-F1	6	f378684cb5958b05d01cc9028d85ef2cebc5dd55ce9b2e8638deee30d209a2ea	458	456	2	383	354	353	results/structural_alphabet/audited-marker-v2/AF-A0A8H3EAP4-F1-v6.npz	bc64ebf01c003057accd8e778fe13245a3efcdf0c5921509255509f12cacc259
AF-A0A8H3EDF7-F1-v6	AF-A0A8H3EDF7-F1	6	28373747731cf53a596a26b337683d716a5ace9da1e29760701a0d005c819a82	189	187	2	177	166	166	results/structural_alphabet/audited-marker-v2/AF-A0A8H3EDF7-F1-v6.npz	9d5eec7d44954ec81da717df4e5f4d2dcbb4a6e357f6988c3c2e13298f4bebb0
AF-A0A8H3EDN7-F1-v6	AF-A0A8H3EDN7-F1	6	4893895bfa74ca12322a661c987960a1d320e089aa376510f7c7a5c2e8507c1f	1083	1081	2	702	652	650	results/structural_alphabet/audited-marker-v2/AF-A0A8H3EDN7-F1-v6.npz	559b80cdba26398a1dd8445eb9c5272a63b63e044e26b5c9b42d69c51a80ecb6
AF-A0A8H3EDP4-F1-v6	AF-A0A8H3EDP4-F1	6	7fb8b87821dc4f7ff053c459cbc197a71a3974fa04ae571b9331e48e4d36d7e2	447	445	2	443	438	438	results/structural_alphabet/audited-marker-v2/AF-A0A8H3EDP4-F1-v6.npz	4bffb9b707cabeacc4ea8f18094f0e82afa4bb06397f14ee1c8c8d1d59040ec0
AF-A0A8H4C615-F1-v6	AF-A0A8H4C615-F1	6	8c6c411e3c624e358913d9a977ac86499def2336df3a5b236caaea60ffb15ffa	426	424	2	347	298	297	results/structural_alphabet/audited-marker-v2/AF-A0A8H4C615-F1-v6.npz	2f07261c106c702a47d4b50ea638294f23f27a94e5356c62e58d5888b4f2dc90
AF-A0A8H4C671-F1-v6	AF-A0A8H4C671-F1	6	ebbe39ed0e8d6b81c8100d2a9eaca240e9781a63b7cae6b54df45653b21c773c	211	209	2	90	84	84	results/structural_alphabet/audited-marker-v2/AF-A0A8H4C671-F1-v6.npz	f1d0769a4341b90620d05b0f6f72a38ebb5076650a4bf56b2ff1b62c3c4829a5
AF-A0A8H6C6G8-F1-v6	AF-A0A8H6C6G8-F1	6	0a49f36c70d9eb05a468f13b97b65a762ea6ad0de3ed3b0c96ebaa8964b01501	508	506	2	436	395	395	results/structural_alphabet/audited-marker-v2/AF-A0A8H6C6G8-F1-v6.npz	eff3070caca5fdc716eaec22a4c912611395dbd6fc83bf970a1dcd5b9a78760e
AF-A0A8H6C6H4-F1-v6	AF-A0A8H6C6H4-F1	6	22b0ed8aa27f8ffbb52d829e9ac110d6e04855d6e38d6ed746b3feecc8a82682	1098	1096	2	505	425	424	results/structural_alphabet/audited-marker-v2/AF-A0A8H6C6H4-F1-v6.npz	92e9ca1059c40c75d2fde852d4b0d1a8634593e7dce5a22ee62162c6f372e602
AF-A0A8K0KT23-F1-v6	AF-A0A8K0KT23-F1	6	58ae1a6d66c36431e089f4af7e62f19075572d18780e0689bfcbc0d0ce1031f7	540	538	2	473	440	439	results/structural_alphabet/audited-marker-v2/AF-A0A8K0KT23-F1-v6.npz	b4f2e51d0b9a809109d20af6096a53599f1bd35477e89a0ac859b543336b8807
AF-A0A8K0KTA5-F1-v6	AF-A0A8K0KTA5-F1	6	9d37f11e911df41739b06da61db0c455374fe8650012927938e1dd4931c68107	277	275	2	232	217	216	results/structural_alphabet/audited-marker-v2/AF-A0A8K0KTA5-F1-v6.npz	682f52b03c8c3742f19f9b0ad8ddb96f37c0825e36e19f7471f686c8b52e5816
AF-A0A9P4I251-F1-v6	AF-A0A9P4I251-F1	6	9243781edcbc25a7d544eaf494c72d623120e624db41cc5fb954a18ebbdb10ca	193	191	2	191	188	188	results/structural_alphabet/audited-marker-v2/AF-A0A9P4I251-F1-v6.npz	0481c37b304216f4d299be3937888cd8444d9e5e48af84e61e237b073a42d88f
AF-A0A9P4I3P2-F1-v6	AF-A0A9P4I3P2-F1	6	980098ffc79a6ee274f33b1590e848c96d4af8097325bf98d715879779862992	591	589	2	314	275	275	results/structural_alphabet/audited-marker-v2/AF-A0A9P4I3P2-F1-v6.npz	5f4ebb1b83d13be934c24c5565c7e4bfeb56607ab762e04700f5906e6d6ea2e7
AF-A0A9P4I435-F1-v6	AF-A0A9P4I435-F1	6	ca52fc4a727d310ce97d0244a0bed10dbcb7d5fee6f6b5d025478777e220ca28	562	560	2	397	367	367	results/structural_alphabet/audited-marker-v2/AF-A0A9P4I435-F1-v6.npz	2f8295a19e09f21348b99f16631b6f27adf4d2fe0788eca21adb687945dc0c0c
AF-A0A9P4IQM8-F1-v6	AF-A0A9P4IQM8-F1	6	27b3fb1bf4ae840213ff7f3da873a4145a5b027e414ccb9b9e3fbefd4a969295	243	241	2	166	144	144	results/structural_alphabet/audited-marker-v2/AF-A0A9P4IQM8-F1-v6.npz	45f778198194180331a0719fbb3b354d181764fc164d045f8239c841b2d7fa98
AF-A0A9P4IR47-F1-v6	AF-A0A9P4IR47-F1	6	3f41b3b06c82dce19938d61e7330d5a31fbd25ce7de1e045787905e2d458fffe	1223	1221	2	1183	1148	1148	results/structural_alphabet/audited-marker-v2/AF-A0A9P4IR47-F1-v6.npz	9072aa6693435a37193122d81c698a81e8bb2124a19d7d46786b48e0ff5c61be
AF-A0A9P4IRL5-F1-v6	AF-A0A9P4IRL5-F1	6	89faf72d87e90d0fd06093a92c97b085d46e7ee7bfcda5a8d3566b216828a8b4	369	367	2	336	323	323	results/structural_alphabet/audited-marker-v2/AF-A0A9P4IRL5-F1-v6.npz	7972edd785a8ccc90cd9786a1c571280e3be5cd365007d50822785dde0e374e4
AF-A0A9P4PY47-F1-v6	AF-A0A9P4PY47-F1	6	a674ed2fc4e3e5ac4d691760e26c0c6523fc6e7f336550a14749e5b28ebcf9c1	501	499	2	423	397	396	results/structural_alphabet/audited-marker-v2/AF-A0A9P4PY47-F1-v6.npz	b0762bafb0990f97d439dd937332ea3e3c8ac26868dbd82d835920aa7533de9a
AF-A0A9P4PZC0-F1-v6	AF-A0A9P4PZC0-F1	6	875fb3c95e598a0431735b85eb172c6590122125dcb907a132f0b7508613abe6	1162	1160	2	535	471	471	results/structural_alphabet/audited-marker-v2/AF-A0A9P4PZC0-F1-v6.npz	a08a9db07f171c20a34523dce2844f211b46fdd3a2f10222f90848c5c857f663
AF-A0A9P4S128-F1-v6	AF-A0A9P4S128-F1	6	7d619cff14c7fef7c8bfb5584bc2c64671646150e7cd7a3dd159d82098a9ba72	447	445	2	287	255	255	results/structural_alphabet/audited-marker-v2/AF-A0A9P4S128-F1-v6.npz	bf01e0e87ed09856b0d97248821d724a758ad78872949ae0c365d89fe22d4387
AF-A0A9P4S1L8-F1-v6	AF-A0A9P4S1L8-F1	6	844b23dad9824badcdc7e5163134672dfeb3a33e86fc2b2ef8e7830fcf73c0c5	203	201	2	137	135	135	results/structural_alphabet/audited-marker-v2/AF-A0A9P4S1L8-F1-v6.npz	11ca550e32da48fabe5c38f7b23a0b34d6d76414b1b86ff8180682e3544434c8
AF-A0A9P4XSY5-F1-v6	AF-A0A9P4XSY5-F1	6	099da2267f15467ef448abae0987f000c792aac818f84962dcae6c90593dbe1c	547	545	2	448	406	406	results/structural_alphabet/audited-marker-v2/AF-A0A9P4XSY5-F1-v6.npz	caf5a1a148cc2cfc428c1b45337b69097acb0ecc2f8d04061dbbf9a16744bd22
AF-A0A9P4XTI9-F1-v6	AF-A0A9P4XTI9-F1	6	f96c7f6fe419f0c2f27409a669071a18fd49418b7ee3ed1c61d8d66d047c209a	658	656	2	381	314	314	results/structural_alphabet/audited-marker-v2/AF-A0A9P4XTI9-F1-v6.npz	48d49775348b280eb872bc7fe5b58598c928e627e5bc8597db4c4e6e85fd1853
AF-A0A9P6HS60-F1-v6	AF-A0A9P6HS60-F1	6	c91158006481f4eda6ebec13076eb18c95c3a004f02c590f50be9003b816633c	507	505	2	318	279	279	results/structural_alphabet/audited-marker-v2/AF-A0A9P6HS60-F1-v6.npz	54eca9e7373a3f2ef2b119333c18ffc55dbce6303f1a08b8e17133ee272c02f8
AF-A0A9P6HS71-F1-v6	AF-A0A9P6HS71-F1	6	03be3f6e50977a4a63218d60effb41ef52a7b549160f2e0bd1dc06d4175c2a8b	508	506	2	343	296	296	results/structural_alphabet/audited-marker-v2/AF-A0A9P6HS71-F1-v6.npz	b0741bcdd6656b8cd137e9da8d2fab9d6d03ae87e10ed1dd2bd165f3eef76ce9
AF-A0A9P6HSJ1-F1-v6	AF-A0A9P6HSJ1-F1	6	521d17a23c0f59d03270a74e6f40115f0f2b4078be059c80f1e85be10e79655c	658	656	2	417	368	366	results/structural_alphabet/audited-marker-v2/AF-A0A9P6HSJ1-F1-v6.npz	d4577f03e3f1e78a10adceda4a3405d9ef90dfb9b130520b7b86723b12a15eee
AF-A0A9P8D7A7-F1-v6	AF-A0A9P8D7A7-F1	6	d96dadb3e6ee93a07146995c98993891a1727d87110d9d4cebd6d83c031eb844	753	751	2	350	292	292	results/structural_alphabet/audited-marker-v2/AF-A0A9P8D7A7-F1-v6.npz	cfd3932d07800bc684a5d0f40bb88ef0169e696be067a3d153cb0498ba0a78a6
AF-A0A9P8D7D3-F1-v6	AF-A0A9P8D7D3-F1	6	2e494ef20ac75a76d01a6b785986f9e1ff2a27d88ddd7825b979a3536ed39529	389	387	2	281	268	268	results/structural_alphabet/audited-marker-v2/AF-A0A9P8D7D3-F1-v6.npz	199424a6a605443cfbb4b971288c495bb6d26ebc450d140ea96d89d03822320f
