entry_id	taxon_id	protein_id	repeat_order	canonical_residues	gap_residues	ambiguous_residues	source_BRF1_hits	source_gene_status
G0000237	F1348612	RHZ88861.1	2	78	14	0	0	unique_gene
G0000239	F13502	XP_038777611.1	2	86	6	0	0	unique_gene
G0000240	F13502	XP_038778107.1	2	87	5	0	1	unique_gene
G0000243	F135208	TFY77090.1	2	79	13	0	0	unique_gene
G0000244	F135589	KAI5119602.1	2	87	5	0	0	unique_gene
G0000245	F135589	KAI5120990.1	2	86	6	0	1	unique_gene
G0000247	F136370	KAA6415845.1	2	85	7	0	1	unique_gene
G0000248	F136370	KAA6416116.1	2	83	9	0	0	unique_gene
G0000249	F139363	KAF9515260.1	2	82	10	0	0	unique_gene
G0000250	F139363	KAF9518324.1	2	89	3	0	1	unique_gene
G0000252	F1396493	XP_052921179.1	2	86	6	0	1	unique_gene
G0000253	F1396493	XP_052927634.1	2	81	11	0	0	unique_gene
G0000254	F1397036	MCJ1473732.1	2	83	9	0	1	unique_gene
G0000255	F1397036	MCJ1473846.1	2	77	15	0	0	unique_gene
G0000256	F1419009	GJJ07198.1	2	78	14	0	0	unique_gene
G0000257	F1419009	GJJ14676.1	2	88	4	0	1	unique_gene
G0000258	F1424756	KAJ9113696.1	2	77	15	0	0	unique_gene
G0000259	F1424756	KAJ9121508.1	2	86	6	0	1	unique_gene
G0000260	F143232	XP_062624597.1	2	76	16	0	0	unique_gene
G0000261	F143232	XP_062631038.1	2	81	11	0	1	unique_gene
G0000262	F1440133	KAF9928220.1	2	80	12	0	0	unique_gene
G0000265	F1440133	KAF9963586.1	2	84	8	0	0	unique_gene
G0000267	F1440133	KAF9997157.1	2	85	7	0	1	unique_gene
G0000269	F144530	CAG8486999.1	2	88	4	0	1	unique_gene
G0000271	F144530	CAG8595485.1	2	82	10	0	0	unique_gene
G0000272	F144538	CAG8468918.1	2	78	14	0	0	unique_gene
G0000275	F144538	CAG8608137.1	2	86	6	0	1	unique_gene
G0000276	F144539	CAG8465463.1	2	81	11	0	0	unique_gene
G0000280	F144679	CAG8583053.1	2	88	4	0	1	unique_gene
G0000286	F1453789	MCJ1225984.1	2	86	6	0	0	unique_gene
G0000287	F1453789	MCJ1226620.1	2	85	7	0	1	unique_gene
G0000288	F1453791	KAI9808956.1	2	85	7	0	0	unique_gene
G0000289	F1453791	KAI9810911.1	2	83	9	0	1	unique_gene
G0000290	F145971	XP_049141135.1	2	84	8	0	0	unique_gene
G0000291	F145971	XP_049141351.1	2	82	10	0	1	unique_gene
G0000292	F1463510	CAO1617712.1	2	85	7	0	0	unique_gene
G0000293	F1463510	CAO1623765.1	2	84	8	0	1	unique_gene
G0000294	F147570	KAF2147761.1	2	86	6	0	0	unique_gene
G0000295	F147570	KAF2153164.1	2	76	16	0	1	unique_gene
G0000297	F147573	KAF2860257.1	2	83	9	0	1	unique_gene
G0000298	F147573	KAF2860307.1	2	84	8	0	0	unique_gene
G0000299	F147573	KAF2861032.1	2	85	7	0	0	unique_gene
G0000300	F148304	KLU84682.1	2	76	16	0	0	unique_gene
G0000301	F148304	KLU91445.1	2	79	13	0	1	unique_gene
G0000302	F148305	XP_030976520.1	2	80	12	0	1	unique_gene
G0000303	F148313	CAN8101979.1	2	81	11	0	0	unique_gene
G0000304	F148313	CAN8102684.1	2	82	10	0	1	unique_gene
G0000305	F1498855	KAI3659879.1	2	86	6	0	1	unique_gene
G0000306	F1498855	KAI3662357.1	2	84	8	0	0	unique_gene
G0000307	F1500003	KAI9137914.1	2	89	3	0	1	unique_gene
G0000308	F1500003	KAI9138302.1	2	81	11	0	0	unique_gene
G0000310	F1504668	KAF2096962.1	2	79	13	0	1	unique_gene
G0000311	F1504668	KAF2097281.1	2	87	5	0	0	unique_gene
G0000312	F1506992	KAH8886891.1	2	77	15	0	0	unique_gene
G0000313	F1506992	KAH8895829.1	2	82	10	0	1	unique_gene
G0000314	F1507870	OQO01292.1	2	85	7	0	0	unique_gene
G0000315	F1507870	OQO07814.1	2	79	13	0	1	unique_gene
G0000316	F1507870	OQO10494.1	2	79	13	0	1	unique_gene
G0000317	F1507870	OQO10652.1	2	85	7	0	0	unique_gene
G0000318	F1507873	KAK5139523.1	2	74	18	0	1	unique_gene
G0000319	F1507873	KAK5143726.1	2	84	8	0	0	unique_gene
G0000321	F150792	KAF8514878.1	2	74	18	0	0	unique_gene
G0000322	F150792	KAF8526611.1	2	90	2	0	1	unique_gene
G0000327	F1520584	KAJ1967352.1	2	85	7	0	0	unique_gene
G0000328	F1522189	XP_025367439.1	2	88	4	0	1	unique_gene
G0000329	F1522189	XP_025371089.1	2	86	6	0	0	unique_gene
G0000330	F152956	KAN0109589.1	2	80	12	0	0	unique_gene
G0000331	F152956	KAN0125990.1	2	88	4	0	1	unique_gene
G0000332	F1540922	TIA90838.1	2	83	9	0	0	unique_gene
G0000333	F1540922	TIA93145.1	2	84	8	0	1	unique_gene
G0000334	F1542792	KAL9083600.1	2	85	7	0	1	unique_gene
G0000335	F1542792	KAL9085470.1	2	84	8	0	0	unique_gene
G0000337	F1555241	RKO99175.1	2	88	4	0	1	unique_gene
G0000338	F1555241	RKP00792.1	2	83	9	0	0	unique_gene
G0000339	F156515	KIO26879.1	2	85	7	0	1	unique_gene
G0000340	F156515	KIO29467.1	2	79	13	0	0	unique_gene
G0000343	F1569628	XP_025359801.1	2	84	8	0	0	unique_gene
G0000345	F157183	CAD6939011.1	2	82	10	0	0	unique_gene
G0000346	F157183	CAD6961651.1	2	88	4	0	1	unique_gene
G0000350	F158046	KKY28821.1	2	81	11	0	0	unique_gene
G0000351	F1590129	MCJ1394665.1	2	84	8	0	0	unique_gene
G0000352	F1590129	MCJ1394670.1	2	84	8	0	1	unique_gene
G0000353	F1604274	KAJ1558766.1	2	86	6	0	1	unique_gene
G0000355	F162425	XP_660720.1	2	84	8	0	1	unique_gene
G0000356	F162425	XP_662532.1	2	87	5	0	0	unique_gene
G0000357	F164576	KAI9757924.1	2	82	10	0	1	unique_gene
G0000358	F164576	KAI9762156.1	2	85	7	0	0	unique_gene
G0000359	F164912	KAF7682760.1	2	87	5	0	0	unique_gene
G0000360	F164912	KAF7683212.1	2	87	5	0	1	unique_gene
G0000361	F1658444	XP_049164614.1	2	83	9	0	1	unique_gene
G0000363	F1658444	XP_049166563.1	2	76	16	0	0	unique_gene
G0000364	F1670608	KAH0536588.1	2	83	9	0	1	unique_gene
G0000365	F1670608	KAH0542692.1	2	87	5	0	0	unique_gene
G0000366	F1671311	XP_060390095.1	2	82	10	0	1	unique_gene
G0000367	F1671311	XP_060393975.1	2	81	11	0	0	unique_gene
G0000368	F1673888	PWN48997.1	2	83	9	0	0	unique_gene
G0000369	F1673888	PWN52447.1	2	89	3	0	1	unique_gene
G0000370	F1682393	XP_046017689.1	2	81	11	0	1	unique_gene
G0000371	F1682393	XP_046017721.1	2	82	10	0	0	unique_gene
G0000373	F1684307	XP_025346162.1	2	85	7	0	0	unique_gene
G0000376	F1690604	XP_064754531.1	2	86	6	0	0	unique_gene
G0000377	F1690608	XP_064658872.1	2	77	15	0	1	unique_gene
G0000378	F1690608	XP_064659059.1	2	84	8	0	0	unique_gene
G0000379	F169141	MCJ1463586.1	2	85	7	0	1	unique_gene
G0000380	F169141	MCJ1468689.1	2	84	8	0	0	unique_gene
G0000381	F170000	KAI8442626.1	2	87	5	0	1	unique_gene
G0000382	F170000	KAI8454205.1	2	83	9	0	0	unique_gene
G0000383	F170000	KAI8454778.1	2	87	5	0	1	unique_gene
G0000385	F170446	QRV72977.1	2	81	11	0	0	unique_gene
G0000386	F170446	QRV81271.1	2	87	5	0	1	unique_gene
G0000387	F170446	QRV87845.1	2	81	11	0	0	unique_gene
G0000388	F170446	QRV95740.1	2	87	5	0	1	unique_gene
G0000389	F1708541	XP_006955981.1	2	83	9	0	0	unique_gene
G0000390	F1708541	XP_006956816.1	2	83	9	0	1	unique_gene
G0000391	F1708542	KAN2999831.1	2	83	9	0	1	unique_gene
G0000392	F1708542	KAN3001808.1	2	83	9	0	0	unique_gene
G0000394	F173216	XP_062752731.1	2	83	9	0	1	unique_gene
G0000396	F173216	XP_062760657.1	2	73	19	0	0	unique_gene
G0000397	F1738374	XP_083068326.1	2	83	9	0	1	unique_gene
G0000398	F1738374	XP_083069105.1	2	73	19	0	0	unique_gene
G0000400	F174425	KAI9746910.1	2	85	7	0	0	unique_gene
G0000401	F174425	KAI9750164.1	2	82	10	0	1	unique_gene
G0000402	F174680	KAM0680958.1	2	83	9	0	0	unique_gene
G0000403	F174680	KAM0681334.1	2	86	6	0	1	unique_gene
G0000406	F174688	KAM0675345.1	2	83	9	0	0	unique_gene
G0000409	F1750568	XP_038919833.1	2	85	7	0	1	unique_gene
G0000410	F1750568	XP_038920917.1	2	84	8	0	0	unique_gene
G0000411	F1754190	ORY25696.1	2	78	14	0	0	unique_gene
G0000414	F1754190	ORY48373.1	2	87	5	0	1	unique_gene
G0000415	F1754190	ORY77515.1	2	87	5	0	1	unique_gene
G0000417	F1754191	ORX45185.1	2	87	5	0	1	unique_gene
G0000420	F1754191	ORX57155.1	2	83	9	0	0	unique_gene
G0000422	F1754192	ORX79577.1	2	82	10	0	0	unique_gene
G0000424	F1754192	ORX87955.1	2	87	5	0	1	unique_gene
G0000430	F1759441	KZP20121.1	2	75	17	0	0	unique_gene
G0000431	F177197	OIW28227.1	2	80	12	0	1	unique_gene
G0000432	F177197	OIW31655.1	2	76	16	0	0	unique_gene
G0000434	F177199	RKU46257.1	2	83	9	0	1	unique_gene
G0000435	F177199	RKU48758.1	2	75	17	0	0	unique_gene
G0000437	F1774096	KAJ3219258.1	2	82	10	0	0	unique_gene
G0000438	F1774096	KAJ3220419.1	2	88	4	0	1	unique_gene
G0000440	F1806994	XP_031023662.1	2	85	7	0	1	unique_gene
G0000442	F1806994	XP_031028016.1	2	86	6	0	0	unique_gene
G0000443	F1810926	XP_073625300.1	2	84	8	0	1	unique_gene
G0000444	F1810926	XP_073632729.1	2	87	5	0	0	unique_gene
G0000445	F1810928	XP_073615209.1	2	87	5	0	0	unique_gene
G0000446	F1810928	XP_073618010.1	2	84	8	0	1	unique_gene
G0000448	F181123	MBW0474835.1	2	85	7	0	1	unique_gene
G0000449	F181123	MBW0490555.1	2	83	9	0	0	unique_gene
G0000450	F1814901	KAF3937949.1	2	86	6	0	0	unique_gene
G0000451	F1814901	KAF3939044.1	2	83	9	0	1	unique_gene
G0000452	F182096	XP_043133321.1	2	84	8	0	1	unique_gene
G0000453	F182096	XP_043134095.1	2	87	5	0	0	unique_gene
G0000454	F1825666	KAK2066735.1	2	79	13	0	1	unique_gene
G0000455	F1825666	KAK2071633.1	2	84	8	0	0	unique_gene
G0000458	F183962	XP_076488137.1	2	86	6	0	1	unique_gene
G0000459	F183962	XP_076488362.1	2	78	14	0	0	unique_gene
G0000460	F1851185	KAI8051955.1	2	75	17	0	0	unique_gene
G0000461	F1851185	KAI8053535.1	2	85	7	0	1	unique_gene
G0000465	F1851187	KAI9593243.1	2	75	17	0	0	unique_gene
G0000466	F1851187	KAI9594057.1	2	85	7	0	1	unique_gene
G0000467	F1858805	XP_040628176.1	2	86	6	0	1	unique_gene
G0000468	F1858805	XP_040633255.1	2	83	9	0	0	unique_gene
G0000469	F1859096	XP_062881723.1	2	77	15	0	1	unique_gene
G0000470	F1859096	XP_062881835.1	2	75	17	0	0	unique_gene
G0000472	F1859121	XP_066613696.1	2	75	17	0	0	unique_gene
G0000473	F1859121	XP_066613821.1	2	77	15	0	1	unique_gene
G0000474	F1859122	XP_064721703.1	2	77	15	0	1	unique_gene
G0000475	F1859122	XP_064721829.1	2	75	17	0	0	unique_gene
G0000477	F1882483	PWY97336.1	2	83	9	0	0	unique_gene
G0000478	F1882483	PWZ02524.1	2	86	6	0	1	unique_gene
G0000479	F1890679	KAL7418455.1	2	84	8	0	1	unique_gene
G0000480	F1890679	KAL7421446.1	2	71	21	0	0	unique_gene
G0000485	F1897645	KAF9023460.1	2	83	9	0	0	unique_gene
G0000486	F1904413	XP_041211102.1	2	78	14	0	0	unique_gene
G0000487	F1904413	XP_041214705.1	2	90	2	0	1	unique_gene
G0000491	F1907219	RKP15496.1	2	89	3	0	1	unique_gene
G0000492	F1912936	XP_041291089.1	2	78	14	0	0	unique_gene
G0000494	F1912936	XP_041298441.1	2	90	2	0	1	unique_gene
G0000496	F1912939	XP_041222038.1	2	78	14	0	0	unique_gene
G0000497	F1912939	XP_041230374.1	2	90	2	0	1	unique_gene
G0000499	F1938712	KAH8918401.1	2	87	5	0	1	unique_gene
G0000504	F1938954	OZJ03788.1	2	86	6	0	1	unique_gene
G0000506	F1940652	CAF9905527.1	2	81	11	0	0	unique_gene
G0000507	F1940652	CAF9926553.1	2	84	8	0	1	unique_gene
G0000508	F195108	XP_053002523.1	2	67	25	0	0	unique_gene
G0000509	F195108	XP_053009142.1	2	83	9	0	1	unique_gene
G0000510	F199306	XP_003068756.1	2	85	7	0	1	unique_gene
G0000511	F199306	XP_065980127.1	2	87	5	0	0	unique_gene
G0000512	F2019550	XP_070856484.1	2	65	27	0	0	unique_gene
G0000513	F2019550	XP_070858870.1	2	83	9	0	1	unique_gene
G0000514	F2020955	NODE_19_length_47148_cov_1.447810.p10	2	82	10	0	0	provisional_orf
G0000517	F2020955	NODE_74_length_24438_cov_0.900283.p5	2	84	8	0	0	provisional_orf
G0000519	F2020962	XP_056061936.1	2	83	9	0	0	unique_gene
G0000521	F2020962	XP_056063304.1	2	88	4	0	1	unique_gene
G0000522	F2024903	KAK8192529.1	2	84	8	0	0	unique_gene
G0000524	F202697	KDQ58519.1	2	84	8	0	1	unique_gene
G0000526	F202697	KDQ64438.1	2	84	8	0	0	unique_gene
G0000527	F202698	XP_007383301.1	2	86	6	0	1	unique_gene
G0000529	F2034170	XP_056024179.1	2	73	19	0	0	unique_gene
G0000530	F2034170	XP_056028352.1	2	83	9	0	1	unique_gene
G0000532	F203533	KAO0814835.1	2	86	6	0	1	unique_gene
G0000534	F203533	KAO0820232.1	2	83	9	0	0	unique_gene
G0000535	F2035830	XP_073602864.1	2	75	17	0	0	unique_gene
G0000536	F2035830	XP_073604673.1	2	83	9	0	1	unique_gene
G0000537	F203908	XP_007409597.1	2	81	11	0	0	unique_gene
G0000538	F203908	XP_007415490.1	2	87	5	0	1	unique_gene
G0000539	F2082308	PNS15795.1	2	81	11	0	1	unique_gene
G0000540	F2082308	PNS15912.1	2	85	7	0	0	unique_gene
G0000541	F208348	XP_053017256.1	2	85	7	0	1	unique_gene
G0000542	F208348	XP_053017628.1	2	81	11	0	0	unique_gene
G0000543	F208348	XP_053018701.1	2	77	15	0	0	unique_gene
G0000546	F208960	XP_007268820.1	2	85	7	0	0	unique_gene
G0000549	F208960	XP_007270306.1	2	88	4	0	1	unique_gene
G0000550	F209136	KAK3167270.1	2	85	7	0	1	unique_gene
G0000551	F209136	KAK3167344.1	2	85	7	0	0	unique_gene
G0000552	F209281	MCJ1325428.1	2	84	8	0	0	unique_gene
G0000553	F209281	MCJ1325479.1	2	83	9	0	1	unique_gene
G0000554	F2109901	NODE_16_length_41655_cov_0.272813.p6	2	85	7	0	1	provisional_orf
G0000555	F2109901	NODE_547_length_6851_cov_0.322867.p2	2	84	8	0	0	provisional_orf
G0000556	F215250	XP_025374550.1	2	86	6	0	0	unique_gene
G0000558	F215637	KAJ1978742.1	2	87	5	0	1	unique_gene
G0000560	F215637	KAJ1985986.1	2	80	12	0	0	unique_gene
G0000563	F223192	XP_007917749.1	2	86	6	0	0	unique_gene
G0000564	F223192	XP_007918858.1	2	82	10	0	1	unique_gene
G0000565	F223376	KAL1837819.1	2	79	13	0	0	unique_gene
G0000566	F223376	KAL1843011.1	2	74	18	0	0	unique_gene
G0000567	F223409	MCJ1412227.1	2	83	9	0	1	unique_gene
G0000568	F223409	MCJ1413264.1	2	82	10	0	0	unique_gene
G0000569	F223818	XP_060121641.1	2	88	4	0	1	unique_gene
G0000571	F223818	XP_060122612.1	2	82	10	0	0	unique_gene
G0000572	F226899	XP_014171270.1	2	84	8	0	0	unique_gene
G0000573	F226899	XP_014171718.1	2	81	11	0	1	unique_gene
G0000574	F2268995	XP_076542060.1	2	88	4	0	1	unique_gene
G0000575	F2268995	XP_076542268.1	2	85	7	0	0	unique_gene
G0000576	F2282107	PAV14827.1	2	84	8	0	1	unique_gene
G0000577	F2282107	PAV21222.1	2	86	6	0	0	unique_gene
G0000579	F2283408	XP_083119302.1	2	84	8	0	0	unique_gene
G0000580	F2283408	XP_083119443.1	2	82	10	0	1	unique_gene
G0000581	F230603	CAI4054986.1	2	83	9	0	0	unique_gene
G0000582	F230603	CAI4063975.1	2	90	2	0	1	unique_gene
G0000583	F231932	XP_007391685.1	2	81	11	0	0	unique_gene
G0000585	F231932	XP_007399977.1	2	86	6	0	1	unique_gene
G0000589	F235537	PFH49240.1	2	81	11	0	0	unique_gene
G0000590	F235537	PFH53630.1	2	86	6	0	1	unique_gene
G0000592	F236234	XP_020125052.1	2	87	5	0	0	unique_gene
G0000593	F236234	XP_020134791.1	2	83	9	0	1	unique_gene
G0000594	F241526	KAG8204418.1	2	89	3	0	0	unique_gene
G0000595	F245174	XP_009267315.1	2	84	8	0	1	unique_gene
G0000596	F245174	XP_009267780.1	2	83	9	0	0	unique_gene
G0000597	F2486360	XP_062674161.1	2	82	10	0	0	unique_gene
G0000600	F2545709	XP_056037248.1	2	86	6	0	1	unique_gene
G0000601	F2545709	XP_056037496.1	2	84	8	0	0	unique_gene
G0000602	F2562287	CAJ0832275.1	2	82	10	0	0	unique_gene
G0000603	F2562287	CAJ0832501.1	2	80	12	0	0	unique_gene
G0000604	F2562287	CAJ0834876.1	2	69	23	0	1	unique_gene
G0000607	F2562287	CAJ0906058.1	2	69	23	0	0	unique_gene
G0000608	F257869	KAN0699772.1	2	76	16	0	0	unique_gene
G0000609	F257869	KAN0702330.1	2	87	5	0	1	unique_gene
G0000610	F2600213	KAG8831595.1	2	83	9	0	0	unique_gene
G0000611	F2600213	KAG8837929.1	2	85	7	0	1	unique_gene
G0000612	F2600215	KAG8868387.1	2	85	7	0	1	unique_gene
G0000613	F2600215	KAG8879075.1	2	83	9	0	0	unique_gene
G0000614	F2600216	KAG8849899.1	2	83	9	0	0	unique_gene
G0000615	F2600216	KAG8858099.1	2	85	7	0	1	unique_gene
G0000616	F2601811	KAG8626318.1	2	76	16	0	1	unique_gene
G0000617	F2601811	KAG8631397.1	2	86	6	0	0	unique_gene
G0000618	F2606893	XP_031856681.1	2	85	7	0	1	unique_gene
G0000619	F2606893	XP_031856718.1	2	84	8	0	0	unique_gene
G0000620	F2609844	XP_062797895.1	2	78	14	0	1	unique_gene
G0000621	F2609844	XP_062798112.1	2	75	17	0	0	unique_gene
G0000622	F263815	XP_007872903.1	2	84	8	0	0	unique_gene
G0000623	F263815	XP_007875647.1	2	87	5	0	1	unique_gene
G0000624	F264124	KDQ08841.1	2	84	8	0	0	unique_gene
G0000625	F264124	KDQ10869.1	2	90	2	0	1	unique_gene
G0000627	F264483	CDZ96516.1	2	85	7	0	1	unmapped
G0000628	F264483	CDZ96578.1	2	80	12	0	0	unmapped
G0000629	F2650707	KAJ2841849.1	2	85	7	0	0	unique_gene
G0000631	F2650707	KAJ2851170.1	2	80	12	0	0	unique_gene
G0000632	F2650707	KAJ2851171.1	2	83	9	0	0	unique_gene
G0000633	F2650707	KAJ2851172.1	2	88	4	0	0	unique_gene
G0000634	F2650707	KAJ2851173.1	2	87	5	0	0	unique_gene
G0000636	F265104	KAI9864265.1	2	83	9	0	1	unique_gene
G0000637	F265104	KAI9864290.1	2	87	5	0	0	unique_gene
G0000638	F2656787	XP_031874866.1	2	87	5	0	0	unique_gene
G0000639	F2656787	XP_031874965.1	2	83	9	0	1	unique_gene
G0000640	F269621	SCV67423.1	2	85	7	0	1	unique_gene
G0000642	F269621	SCV70364.1	2	80	12	0	0	unique_gene
G0000644	F2704026	MCJ1440684.1	2	84	8	0	1	unique_gene
G0000645	F2704026	MCJ1441352.1	2	83	9	0	0	unique_gene
G0000647	F2725673	KAJ3307049.1	2	81	11	0	0	unique_gene
G0000649	F2725673	KAJ3343276.1	2	79	13	0	0	unique_gene
G0000650	F27291	XP_033766577.1	2	90	2	0	1	unique_gene
G0000652	F27291	XP_033769836.1	2	83	9	0	0	unique_gene
G0000653	F27292	QID79765.1	2	90	2	0	1	unique_gene
G0000655	F27292	QID83052.1	2	83	9	0	0	unique_gene
G0000656	F27292	QID85293.1	2	90	2	0	1	unique_gene
G0000657	F27292	QID88501.1	2	83	9	0	0	unique_gene
G0000658	F2732470	XP_044665046.1	2	85	7	0	1	unique_gene
G0000659	F2732470	XP_044665170.1	2	84	8	0	0	unique_gene
G0000660	F273283	KAI9831559.1	2	85	7	0	1	unique_gene
G0000661	F273283	KAI9831594.1	2	88	4	0	0	unique_gene
G0000662	F27342	KLO10354.1	2	87	5	0	1	unique_gene
G0000664	F27342	KLO19928.1	2	78	14	0	0	unique_gene
G0000667	F2735257	KAJ3299940.1	2	86	6	0	1	unique_gene
G0000670	F27376	CAG8529547.1	2	84	8	0	0	unique_gene
G0000672	F27376	CAG8767822.1	2	71	21	0	0	unique_gene
G0000674	F2748771	KAF7980980.1	2	86	6	0	1	unique_gene
G0000675	F2748771	KAF7981698.1	2	75	17	0	0	unique_gene
G0000677	F2748771	KAF7985457.1	2	86	6	0	1	unique_gene
G0000678	F2754530	XP_040724046.1	2	85	7	0	0	unique_gene
G0000679	F2754530	XP_040725961.1	2	85	7	0	1	unique_gene
G0000680	F2767002	KAG4085083.1	2	83	9	0	0	unique_gene
G0000681	F2767002	KAG4095182.1	2	87	5	0	1	unique_gene
G0000682	F2767002	KAG4098116.1	2	87	5	0	1	unique_gene
G0000686	F2778381	CAD6570409.1	2	86	6	0	1	unique_gene
G0000687	F2778381	CAD6581561.1	2	79	13	0	0	unique_gene
G0000689	F2781224	XP_069197959.1	2	85	7	0	0	unique_gene
G0000690	F2781224	XP_069198180.1	2	77	15	0	1	unique_gene
G0000692	F279322	XP_060457745.1	2	67	25	0	0	unique_gene
G0000693	F279322	XP_060458296.1	2	78	14	0	1	unique_gene
G0000695	F2796175	KAI9884038.1	2	82	10	0	1	unique_gene
G0000696	F280036	XP_029742368.1	2	83	9	0	0	unique_gene
G0000697	F280036	XP_029742706.1	2	88	4	0	1	unique_gene
G0000698	F2813651	XP_011117233.1	2	89	3	0	0	unique_gene
G0000699	F2813651	XP_011119714.1	2	87	5	0	1	unique_gene
G0000701	F281847	EPZ32711.1	2	84	8	0	0	unique_gene
G0000702	F281847	EPZ36574.1	2	86	6	0	1	unique_gene
G0000703	F2829486	KAH7099019.1	2	86	6	0	1	unique_gene
G0000704	F2829486	KAH7103076.1	2	83	9	0	0	unique_gene
G0000705	F2831993	KII84965.1	2	85	7	0	1	unique_gene
G0000707	F2831993	KII94747.1	2	85	7	0	1	unique_gene
G0000708	F2831993	KII95274.1	2	75	17	0	0	unique_gene
G0000709	F2834505	KZS95160.1	2	85	7	0	1	unique_gene
G0000710	F2834505	KZS97854.1	2	82	10	0	0	unique_gene
G0000711	F28583	KNE57138.1	2	84	8	0	1	unique_gene
G0000712	F28583	KNE60721.1	2	76	16	0	0	unique_gene
G0000713	F28583	KNE60722.1	2	77	15	0	0	unique_gene
G0000714	F28583	KNE64257.1	2	76	16	0	0	unique_gene
G0000717	F2871812	MCJ1361019.1	2	84	8	0	0	unique_gene
G0000718	F2871812	MCJ1361045.1	2	85	7	0	1	unique_gene
G0000719	F2878321	CAO1628208.1	2	84	8	0	0	unique_gene
G0000720	F2878321	CAO1637288.1	2	86	6	0	1	unique_gene
G0000721	F288795	KDE03390.1	2	80	12	0	0	unique_gene
G0000723	F288795	KDE07061.1	2	85	7	0	1	unique_gene
G0000727	F289078	SDA00661.1	2	80	12	0	0	unique_gene
G0000728	F289078	SDA07569.1	2	85	7	0	1	unique_gene
G0000729	F291195	RVD92512.1	2	80	12	0	0	unique_gene
G0000730	F291195	RVD93178.1	2	84	8	0	1	unique_gene
G0000731	F2918522	MCJ1252848.1	2	85	7	0	1	unique_gene
G0000732	F2918522	MCJ1253223.1	2	83	9	0	0	unique_gene
G0000734	F293227	XP_008715623.1	2	83	9	0	0	unique_gene
G0000735	F2939399	KAI9738056.1	2	81	11	0	0	unique_gene
G0000736	F2939399	KAI9740898.1	2	83	9	0	1	unique_gene
G0000737	F2939400	KAI9726147.1	2	84	8	0	1	unique_gene
G0000738	F2939400	KAI9726165.1	2	84	8	0	0	unique_gene
G0000739	F2939403	KAI9836478.1	2	85	7	0	0	unique_gene
G0000740	F2939403	KAI9844038.1	2	82	10	0	1	unique_gene
G0000742	F2939404	KAI9841514.1	2	85	7	0	0	unique_gene
G0000743	F2939404	KAI9843538.1	2	84	8	0	0	unique_gene
G0000744	F2939405	KAI9890929.1	2	78	14	0	0	unique_gene
G0000745	F2939405	KAI9893469.1	2	79	13	0	1	unique_gene
G0000746	F2939406	KAI9686449.1	2	79	13	0	0	unique_gene
G0000747	F2939406	KAI9691371.1	2	78	14	0	1	unique_gene
G0000748	F2939408	KAI9858333.1	2	81	11	0	1	unique_gene
G0000749	F2939408	KAI9858773.1	2	86	6	0	0	unique_gene
G0000750	F2977754	KAL9107486.1	2	82	10	0	0	unique_gene
G0000751	F2977754	KAL9114027.1	2	83	9	0	1	unique_gene
G0000753	F29833	KAL6949197.1	2	88	4	0	1	unique_gene
G0000754	F29833	KAL6951678.1	2	87	5	0	0	unique_gene
G0000755	F29883	XP_001877010.1	2	83	9	0	0	unique_gene
G0000756	F29883	XP_001885839.1	2	86	6	0	1	unique_gene
G0000757	F29889	KZT60056.1	2	86	6	0	1	unique_gene
G0000759	F29889	KZT62781.1	2	83	9	0	0	unique_gene
G0000760	F29898	XP_018270103.1	2	77	15	0	0	unique_gene
G0000761	F29898	XP_018271232.1	2	89	3	0	1	unique_gene
G0000764	F29899	XP_066824177.1	2	86	6	0	1	unique_gene
G0000765	F29899	XP_066825902.1	2	84	8	0	0	unique_gene
G0000766	F29902	XP_076499787.1	2	86	6	0	1	unique_gene
G0000767	F29902	XP_076500291.1	2	78	14	0	0	unique_gene
G0000768	F29908	XP_016590861.1	2	81	11	0	1	unique_gene
G0000769	F29908	XP_016592670.1	2	83	9	0	0	unique_gene
G0000770	F3038894	KAK4704857.1	2	85	7	0	1	unique_gene
G0000771	F3038894	KAK4705913.1	2	84	8	0	0	unique_gene
G0000772	F3039483	XP_060276678.1	2	86	6	0	0	unique_gene
G0000773	F3039483	XP_060277763.1	2	86	6	0	1	unique_gene
G0000774	F304332	KAI8869272.1	2	88	4	0	0	unique_gene
G0000775	F304332	KAI8872424.1	2	85	7	0	1	unique_gene
G0000776	F3058885	KAL8829090.1	2	85	7	0	0	unique_gene
G0000777	F3058885	KAL8830131.1	2	85	7	0	1	unique_gene
G0000778	F3060298	KAL9619435.1	2	87	5	0	0	unique_gene
G0000779	F3060298	KAL9622435.1	2	83	9	0	1	unique_gene
G0000780	F3075319	KAL7752292.1	2	84	8	0	0	unique_gene
G0000781	F3075319	KAL7752794.1	2	86	6	0	1	unique_gene
G0000783	F3108450	KAL6592578.1	2	87	5	0	1	unique_gene
G0000788	F3108450	KAL6618208.1	2	83	9	0	0	unique_gene
G0000790	F315204	KAI9783560.1	2	83	9	0	1	unique_gene
G0000791	F315204	KAI9786604.1	2	87	5	0	0	unique_gene
G0000792	F318760	MCJ1301626.1	2	83	9	0	0	unique_gene
G0000793	F318760	MCJ1302900.1	2	84	8	0	1	unique_gene
G0000794	F318763	KAI9862585.1	2	83	9	0	0	unique_gene
G0000795	F318763	KAI9879379.1	2	85	7	0	1	unique_gene
