marker	taxon_id	protein_id	sequence_sha256
5004118at2759	F48587	XP_041198956.1	5d39a3d8c8d75220db29b756980bead9d12e70f535af4a00d599de8b42879eab
5004265at2759	F48587	XP_041190028.1	9cd328b50c5869bf20d8062d8334463e83e5e587f933f38df59c5a076b71e3fc
5005010at2759	F48587	XP_041192587.1	5f152bab5aab2a73a8aa9f8873a0a228032a0da1d2577309f85106616f6eaef5
5005174at2759	F48587	XP_041187369.1	694f2889b136e373c004ed5ba8e183f5814de946ecd8530305fd21ac5f999478
5005196at2759	F48587	XP_041194845.1	69efcefe8b7e3536023e2051348d589a06db8962afc43ecdbb751824bf2d0b54
5005274at2759	F48587	XP_041194596.1	41d2023affd17f180e315cb22897e31e0aa066567a0d7c6f545cf1575425983c
5005750at2759	F48587	XP_041199556.1	1ca3e1c310d765120889ac578d8341e3d65f4a924395f7ab8fb68807196a1560
5005892at2759	F48587	XP_041199258.1	dce3dbcbd3fd7059e6381e516ac8f8e9d9be07fd5e9671961550661f3c64b8b8
5013042at2759	F48587	XP_041195421.1	6423866c797430371f31f99d3889d005b872ca8693091843abe9c3950b503680
5013067at2759	F48587	XP_041194919.1	3c86e17ff8b64c51800a285e3f73720e63a9dc2384fea38c928db5f5865bc349
5013259at2759	F48587	XP_041200047.1	460fe0b69262192d4a08db1398e485be5e6ce4cc891ff1cdd548fd5fe084cbc0
5013539at2759	F48587	XP_041199734.1	d8bffa1ad0a99a971cc199cb141757a0ae37147a5a7cd7b3e3507e42478ff85f
5013726at2759	F48587	XP_041189883.1	a74aaa1be532a83d377a5337e39e5cb22289b03d802127928f55839dbf1ba39f
5013738at2759	F48587	XP_041199763.1	7959423d27f7daed01298201d8a9197ce6456874d7353f994d9a6e816c2edbff
5015403at2759	F48587	XP_041200136.1	76297c47ea1b7b594d24fef96d9b5b903d5e42582e38135ab0e1c1c59b8cdb84
5015742at2759	F48587	XP_041188807.1	144350470697e6112dd2624d8b78e8bbd0edd333a60f9db5e407610bc42b70e9
5017019at2759	F48587	XP_041191235.1	1c9848e439137c0e24474f642cb82b51ef54c9b211f002924b655457429b3297
529759at2759	F48587	XP_041196345.1	71ad0a2bc20208aaf586a4826cccf771c0923271c997d80792e86de769c895f7
530740at2759	F48587	XP_041187666.1	2c225329a8a50aba62623c7027b6ef41ed4aefd34c3d6ffd99133beb48615fa4
539632at2759	F48587	XP_041188022.1	20ba568e6592006248f0ec65cd9006844d066a11bd23281261320d913e685e5a
540946at2759	F48587	XP_041197473.1	3d806758619253c525dce5f4d18b7bc0ca339f36fc98e84e25787e1ef781fa81
541070at2759	F48587	XP_041196318.1	c60340afa944d7418fafc35609c8ce2ac0dce52b600d5f4bba988dac97704ee7
554735at2759	F48587	XP_041197043.1	7914148d51532f16dc55e6303748aa19c9e17d70e312d4c54efe2ad81a9428ba
649304at2759	F48587	XP_041197230.1	5dc361f35b5a9d9aad005000055b4827d58f8298c47095fc64a2391abd3e9e13
707076at2759	F48587	XP_041200005.1	45f7403986ee56375e371c850cc0f7d8f8e16e050775c15cfef5155954f996b4
707202at2759	F48587	XP_041199973.1	30d1dc79e818ef3886803cf8247e435500f6f4ef3a03103e7e220b372ebdb3e3
727964at2759	F48587	XP_041197355.1	e7d21b283ce28a07a7694a7af580054194612c0afec72c04dc683baeb584e99e
760428at2759	F48587	XP_041198490.1	0ea0bb954a365636241e9789f62f4759be424bff451bcc7870aafe2e59c59f99
801816at2759	F48587	XP_041200004.1	2704bd324e235d04d6689f7e7a9bb0358bfd81b843fec904026ef28623e23289
207567at2759	F48593	KAG2350231.1	e7b790a1077710a134408897b56088ff75e7c388c5991868886b256a130b44c0
260326at2759	F48593	KAG2346023.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
4974767at2759	F48593	KAG2349180.1	1a3969394f1aa2f72d0d10a303bb4111d333653ef709d9dd7b3e649a7efddb7d
