case_id	target_node	target_is_terminal	split_smaller_side_taxa	target_dS	target_dN	target_branch_parameter	taxa	codons	minimum_taxon_codon_coverage	target_terminal_codon_coverage	delta_ll_at_half	delta_ll_at_double	delta_ll_at_tenfold	maximum_slice_improvement	marker_copy_caveat	saturated_pairwise_distance_warning_lines	parameter_boundary_warning_lines	nni_convergence_warning_lines	other_warning_lines
Saccharomyces__5013726at2759__code1	F114525	True	F114525	0.36454948897512496	0.007027389976252458	0.9206283283107052	7	183	1.0	1.0	-4.467478653805529	-6.4429751693910475	-71.2552281446608	2.2737367544323206e-13	none_recorded	0	0	0	0
Saccharomyces__4823929at2759__code1	F114525	True	F114525	0.36445731894295363	0.02814661626730295	0.8381444237965912	7	381	1.0	1.0	-11.589533416733502	-17.303287679822006	-233.4581258205526	-4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__4911644at2759__code1	F4932	True	F4932	0.3634386443854858	0.00899021759562625	0.8257805981493108	7	892	1.0	1.0	-24.987160993648104	-34.66258233235749	-366.0500028910383	9.094947017729282e-13	none_recorded	0	0	0	0
Saccharomyces__5000823at2759__code1	InternalNode1	False	F1080349;F230603	0.36329953204551024	0.01967623474841104	0.8504433940378097	7	869	0.998849252013809		-23.593105905179982	-33.993006707171844	-431.32595544570995	0.0	none_recorded	0	0	0	0
Suillus__5003972at2759__code1	InternalNode4	False	F1904413;F48578	0.36216471871072975	0.023027091079636516	0.7986519433183248	9	235	0.6808510638297872		-5.37184364553741	-8.626433776430076	-112.19381583671839	-4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__4613677at2759__code1	InternalNode1	False	F1080349;F230603	0.3614639498761495	0.02179123300324587	0.9698063015316547	7	114	1.0		-3.2694197421878926	-4.783708796042674	-61.361235909012066	-4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__5006326at2759__code1	F474922	True	F474922	0.3603495023757277	0.012127079815107333	0.9184567554119879	10	592	1.0	1.0	-12.117428054196353	-17.380696132269804	-206.18057940649305	0.0	none_recorded	0	0	0	0
Colletotrichum__5013259at2759__code1	F1095194	True	F1095194	0.3596232475467532	0.022175333166909506	1.064788197732226	10	169	0.7514792899408284	0.7514792899408284	-2.9910271595806535	-3.8703668154100797	-52.72931023815272	-4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__5006412at2759__code1	InternalNode2	False	F1095194;F2283408;F34406;F474922;F80884	0.3589128355996189	0.032797726782883105	1.004982738843033	10	572	0.986013986013986		-14.247194866623431	-21.59413807099554	-313.58326205747926	0.0	none_recorded	0	0	0	0
Saccharomyces__2852757at2759__code1	F114524	True	F114524	0.35860555400782407	0.012751543993825935	0.8316035415730783	7	459	1.0	1.0	-12.198128340020958	-17.782169528106806	-205.23508341690012	0.0	none_recorded	0	0	0	0
Microbotryum__4969018at2759__code1	F269621	True	F269621	0.35845687599739884	0.008741024073925567	1.16681635685938	4	470	1.0	1.0	-16.75989300339961	-21.243800759002625	-199.629774441466	0.0	none_recorded	0	0	0	0
Colletotrichum__340246at2759__code1	InternalNode7	False	F34406;F80884	0.3579318294277123	0.020803058521201186	0.8331124245671304	10	695	0.9913669064748202		-15.114475175686493	-23.768273516457157	-320.4066454200447	0.0	none_recorded	0	0	0	0
Saccharomyces__649304at2759__code1	F114524	True	F114524	0.35722838210233926	0.009297984525127572	0.7900745067512912	6	303	1.0	1.0	-7.850796300338516	-11.074870326192013	-120.39274143026978	0.0	none_recorded	0	0	0	0
Suillus__4837017at2759__code1	F48578	True	F48578	0.35687941804779644	0.03719091204836076	0.6373341917786594	10	228	0.8859649122807017	0.9868421052631579	-10.317455522803357	-14.58908511833306	-185.52472931835882	0.0	none_recorded	0	0	0	0
Saccharomyces__5000986at2759__code1	F114524	True	F114524	0.35674829924131946	0.019792700014934078	0.913194378982406	7	489	0.9897750511247444	1.0	-13.501929339686285	-20.15495699379244	-254.92176908246802	0.0	none_recorded	0	0	0	0
Candida__4969018at2759__code12	InternalNode1	False	F42374;F5476	0.3562899614226745	0.015593654026000386	0.8097947733024483	4	458	1.0		-8.867330449595556	-12.774434054514131	-167.63967833375273	-4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__5004478at2759__code1	F114524	True	F114524	0.35504205546891765	0.015231193800006856	0.8281949530168291	7	406	0.9975369458128078	1.0	-10.79564680688327	-15.07837578004046	-180.63280651328432	4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__5015876at2759__code1	F114525	True	F114525	0.3545861068386138	0.016307870941916026	0.7943013629073137	7	505	1.0	1.0	-14.929233836495769	-21.36097234643512	-255.42787533159753	0.0	none_recorded	0	0	0	0
Saccharomyces__4969636at2759__code1	InternalNode2	False	F1080349;F114524;F230603	0.352904814250348	0.011062081312482356	0.7786349805557349	6	406	1.0		-6.119178578657738	-9.699845962295512	-129.2918114093045	0.0	none_recorded	0	0	0	0
Saccharomyces__776280at2759__code1	F114524	True	F114524	0.3528462895428651	0.03609950452476737	0.7823742321774448	6	436	1.0	1.0	-13.96965105027357	-21.37648839179292	-298.65073513164225	0.0	none_recorded	0	0	0	0
Suillus__5000823at2759__code1	F48578	True	F48578	0.3513284629372751	0.02115134139009714	0.8512406702658553	9	813	0.986469864698647	1.0	-30.328710272917306	-40.95979534325943	-489.02430884099977	0.0	none_recorded	0	0	0	0
Colletotrichum__5000452at2759__code1	InternalNode3	False	F145971;F1671311;F710243	0.34966291879594286	0.014894574228143357	0.7287111968493635	8	287	0.975609756097561		-6.830504852093327	-10.175947672571965	-126.1327743412744	4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__260326at2759__code1	F706196	True	F706196	0.3478336756497324	0.0013908657590783339	0.8010041928212556	7	169	1.0	1.0	-3.831936726069216	-5.468399588292868	-50.17181374621077	-2.2737367544323206e-13	none_recorded	0	0	0	0
Suillus__760428at2759__code1	F48578	True	F48578	0.34781419130013236	0.031465693365303374	0.7584046062932719	10	382	0.8743455497382199	0.9293193717277487	-15.321697656484957	-21.511035170969535	-266.0675827282448	4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__4867008at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.34588439794416803	0.02327072553961195	0.9528472651137392	10	172	1.0		-5.466115198317766	-7.769494855005178	-91.65146765838858	4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__5005750at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.34497472621911657	0.017411797745858555	0.6437251800167267	10	183	0.819672131147541		-6.7315535200586964	-8.84733807858197	-89.67814582621872	0.0	none_recorded	0	0	0	0
Trichoderma__2852757at2759__code1	InternalNode2	False	F101201;F398673;F549676	0.34379400279902883	0.011882631431999129	0.8143266382171314	9	486	1.0		-11.08684102492316	-16.46577822342624	-198.34415820015602	0.0	none_recorded	0	0	0	0
Trichoderma__5000476at2759__code1	InternalNode3	False	F101201;F398673;F549676;F63577	0.34357525601267447	0.00970495394944934	0.7992796368547758	10	389	1.0		-9.695562450410307	-12.71441230082246	-134.49688281537465	-4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__5004599at2759__code1	F706196	True	F706196	0.34256870624246966	0.011458993487877782	0.8934840981535522	7	720	0.9986111111111111	1.0	-16.01216724054302	-23.706225361833276	-288.3629276847523	-9.094947017729282e-13	none_recorded	0	0	0	0
Colletotrichum__5001318at2759__code1	F80884	True	F80884	0.3413817238811933	0.025016002229684874	0.7994093280192537	9	404	0.9975247524752475	0.9975247524752475	-17.637196128353025	-23.348120717701022	-253.5369097290777	0.0	none_recorded	0	0	0	0
Suillus__5004265at2759__code1	F48587	True	F48587	0.3411864417090009	0.034020688712820824	0.6291459161947749	10	311	0.7588424437299035	0.7588424437299035	-10.319050495642841	-14.383897863603579	-178.65822143590685	0.0	none_recorded	0	0	0	0
Suillus__207567at2759__code1	F48578	True	F48578	0.3398857117351024	0.003559360585327451	0.9736868655776094	10	180	1.0	1.0	-5.627466572530011	-7.161490905163873	-65.08446892914276	0.0	none_recorded	0	0	0	0
Saccharomyces__5006412at2759__code1	F706196	True	F706196	0.33905853801302877	0.05466999907189182	0.7172134477537839	7	518	0.9903474903474904	1.0	-19.61054676710046	-30.037344829454014	-436.2747882274407	0.0	none_recorded	0	0	0	0
Saccharomyces__340246at2759__code1	F114525	True	F114525	0.33825213481059035	0.02098071668272615	0.6975804104529909	7	655	0.9938931297709923	0.9938931297709923	-19.25443513718892	-28.307095161382676	-364.8118682431341	-9.094947017729282e-13	none_recorded	0	0	0	0
Suillus__2852757at2759__code1	F48578	True	F48578	0.33769664590222365	0.023386283908124715	0.6777645879409931	10	480	0.9708333333333333	0.9979166666666667	-17.947961058451256	-25.36457959434574	-317.1566359567714	0.0	none_recorded	0	0	0	0
Saccharomyces__4837017at2759__code1	InternalNode1	False	F1080349;F230603	0.33693966929331204	0.015072766037487669	0.8260167164373245	7	228	1.0		-5.911342209687518	-8.644664265846586	-105.59876293776438	0.0	none_recorded	0	5	0	0
Saccharomyces__5005215at2759__code1	F114524	True	F114524	0.3322770895067556	0.01917706018349646	0.737186582602483	7	562	0.994661921708185	0.994661921708185	-15.352846546593355	-22.761470488385385	-293.21951966857887	0.0	none_recorded	0	0	0	0
Trichoderma__4969636at2759__code1	InternalNode5	False	F58853;F65468	0.3315747712751158	0.005333090816967822	0.819028778316044	10	419	0.7732696897374701		-7.505855890330167	-10.857090601368327	-119.3256645127185	0.0	none_recorded	0	0	0	0
Candida__5005274at2759__code12	F5479	True	F5479	0.33125536815767426	0.04958788922889962	0.7425215999453845	4	320	1.0	1.0	-10.463390599481045	-15.924033894719287	-234.27242773504076	-4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__5005174at2759__code1	F1095194	True	F1095194	0.3291541483646841	0.028080283396498852	1.019962845827427	10	174	1.0	1.0	-4.513382769034024	-6.598846742066826	-90.50493836602209	-2.2737367544323206e-13	none_recorded	0	0	0	0
Saccharomyces__4747214at2759__code1	F706196	True	F706196	0.32841419453894216	0.007139577295158283	0.8033885107971462	7	138	1.0	1.0	-3.011453587492724	-4.503270335555271	-51.6986363408671	0.0	none_recorded	0	0	0	0
Saccharomyces__5013067at2759__code1	F114525	True	F114525	0.3274177068750269	0.009123873017066785	0.729134958483063	7	330	1.0	1.0	-9.022749300463602	-12.697953854154548	-142.1107360466017	0.0	none_recorded	0	0	0	0
Microbotryum__352891at2759__code1	F269621	True	F269621	0.3252436577977622	0.021024722421571954	0.7588110695087484	4	251	1.0	1.0	-10.36157614081253	-14.143364191994124	-163.16607867914104	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__5013539at2759__code1	F48578	True	F48578	0.3252235684021475	0.024333179387811484	0.6725147419760465	10	284	0.9366197183098591	1.0	-11.196287925632078	-15.592290794399105	-195.60322303937346	0.0	none_recorded	0	0	0	0
Colletotrichum__4837017at2759__code1	InternalNode7	False	F34406;F80884	0.32410865918757553	0.029689792378118	1.143487284737498	10	232	1.0		-6.419756872794778	-9.062647433120674	-119.24275159224771	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__5006326at2759__code1	F48578	True	F48578	0.32360428174437217	0.01834059538873882	0.7480886857692997	10	590	0.9338983050847458	1.0	-20.204085498235145	-28.406312533202254	-343.6721587350903	0.0	none_recorded	0	0	0	0
Colletotrichum__5013042at2759__code1	F1095194	True	F1095194	0.32221991662018024	0.021332047787034087	1.878805110453146	10	408	0.9975490196078431	0.9975490196078431	-8.464075644482364	-11.955659044860568	-163.15729035880622	0.0	none_recorded	0	0	0	0
Saccharomyces__707202at2759__code1	F114524	True	F114524	0.3200572675479868	0.012459561408156117	0.8042700463033818	7	356	1.0	1.0	-9.275428235658637	-13.260808007571086	-158.3835259544917	0.0	none_recorded	0	0	0	0
Saccharomyces__5001660at2759__code1	F114524	True	F114524	0.31849578035043075	0.006372560600079037	0.6720416880063862	7	631	1.0	1.0	-15.082156937115542	-21.423863868943954	-230.64790690284462	0.0	none_recorded	0	0	0	0
Suillus__5005892at2759__code1	F48578	True	F48578	0.31736738046369917	0.02288731301427816	0.698146554775374	8	384	0.9036458333333334	1.0	-13.847659639856374	-19.632421929767133	-251.5368734398976	-4.547473508864641e-13	none_recorded	0	0	0	0
Microbotryum__5000823at2759__code1	F269621	True	F269621	0.31484609825524595	0.025279111849454642	1.001962062936845	4	912	1.0	1.0	-36.0918444354902	-49.46590185849709	-607.3054066701307	0.0	none_recorded	0	0	0	0
Saccharomyces__4969018at2759__code1	F114525	True	F114525	0.3140743059465642	0.007291773703944448	0.5706259675220905	7	457	0.9956236323851203	1.0	-12.316598815532416	-16.907904028090343	-191.05023985918115	0.0	none_recorded	0	0	0	0
Saccharomyces__201273at2759__code1	F114525	True	F114525	0.31380842551844984	0.0025962013762854882	0.6272263422881968	7	257	1.0	1.0	-5.38780499408881	-7.784540960408094	-80.95069297848227	-2.2737367544323206e-13	none_recorded	0	0	0	0
Suillus__4764044at2759__code1	F48578	True	F48578	0.31254879095958027	0.02472285847581172	0.7688247275549108	10	489	0.9979550102249489	1.0	-16.963494834340963	-24.15648580530342	-309.17597062224377	0.0	none_recorded	0	0	0	0
Fusarium__5001473at2759__code1	InternalNode3	False	F1042133;F117187;F5127;F5507	0.31033029720275385	0.027443971094781063	0.5762487597820034	10	123	0.9024390243902439		-3.4275309832059975	-5.285868283501941	-76.39285902672054	2.2737367544323206e-13	none_recorded	0	0	0	0
Microbotryum__5005750at2759__code1	F269621	True	F269621	0.31020097898654647	0.008839762714787203	0.6184250122759782	4	177	1.0	1.0	-6.835278480839634	-9.210839062841501	-95.62039721169924	0.0	none_recorded	0	0	0	0
Suillus__5001941at2759__code1	F48578	True	F48578	0.3095463999548145	0.00924113425151034	0.5849954245353969	10	700	0.9742857142857143	0.9742857142857143	-20.792306283047765	-28.887742184154376	-327.5157859596602	0.0	none_recorded	0	0	0	0
Trichoderma__5005174at2759__code1	InternalNode6	False	F58853;F65468	0.3079729006438071	0.033407571176129226	1.889650530624683	10	176	0.9943181818181818		-3.971427196800505	-5.9114162350840616	-88.6379706381556	2.2737367544323206e-13	none_recorded	0	0	0	0
Colletotrichum__345792at2759__code1	InternalNode7	False	F34406;F80884	0.30776360035431033	0.0103690744840455	0.4150156902479882	10	299	0.9866220735785953		-7.156504415774634	-10.052927377745618	-111.88838120829769	-4.547473508864641e-13	none_recorded	0	3	0	0
Colletotrichum__207567at2759__code1	F2283408	True	F2283408	0.30542734594943893	0.008513360875913086	1.006134672150826	10	179	1.0	1.0	-3.6944200494749566	-5.557281857920543	-58.7428669373453	0.0	none_recorded	0	0	0	0
Trichoderma__5005215at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.304756919339431	0.017254510506779636	0.5410434754588005	10	594	0.9865319865319865		-14.206890367064261	-21.61882623289239	-288.8716963059278	0.0	none_recorded	0	0	0	0
Trichoderma__5004265at2759__code1	InternalNode5	False	F58853;F65468	0.30473914044587214	0.008845501481331087	0.7913523547155751	10	293	0.9965870307167235		-5.875676280080825	-8.557949275907504	-100.25345261660595	0.0	none_recorded	0	0	0	0
Saccharomyces__5005174at2759__code1	F114524	True	F114524	0.3028143460690955	0.011719648494800507	0.6374842162298002	7	172	1.0	1.0	-4.374605256926088	-6.249857385977975	-75.44882507154671	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__4988239at2759__code1	F48578	True	F48578	0.3027937370256562	0.020213584056486475	0.7556199756093029	9	1007	0.9265143992055611	1.0	-38.863959568549035	-54.35485674491974	-667.12233457406	0.0	none_recorded	0	0	0	0
Saccharomyces__5005750at2759__code1	F114524	True	F114524	0.30241306765508774	0.009484116381277075	0.7766864323003375	7	178	0.9831460674157303	1.0	-4.695695792235938	-6.647130938416922	-78.82898941205394	-4.547473508864641e-13	none_recorded	0	5	0	0
Suillus__4985971at2759__code1	F48578	True	F48578	0.30202813699873843	0.01727247571098622	0.6813149309904938	7	340	0.9911764705882353	1.0	-11.71041423419365	-16.517337979860258	-207.15850163350933	-4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__201273at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.3007517473482827	0.004796173719617454	0.576532235779738	10	259	1.0		-5.628657298322423	-7.826160267276691	-76.31222867352767	0.0	none_recorded	0	0	0	0
Microbotryum__5013067at2759__code1	F269621	True	F269621	0.2997015079436522	0.010578819719042988	0.9475648505628134	4	311	1.0	1.0	-9.457713139925545	-12.843855218108956	-138.79405313757616	-2.2737367544323206e-13	none_recorded	0	0	0	0
Saccharomyces__5013259at2759__code1	F114525	True	F114525	0.29961967742621776	0.004911481174471638	0.4583263239031359	7	164	1.0	1.0	-3.826286221959208	-5.251056775210827	-58.37138406889835	-2.2737367544323206e-13	none_recorded	0	0	0	0
Microbotryum__4803900at2759__code1	F269621	True	F269621	0.2989143928087072	0.005641418194541263	1.013582909689562	4	119	1.0	1.0	-3.7956497531357627	-5.02268926254942	-49.652741677649146	0.0	none_recorded	0	0	0	0
Suillus__4999134at2759__code1	F48578	True	F48578	0.2974854737632479	0.002384933556689862	0.9181892608340193	10	2335	0.854389721627409	1.0	-57.61802476688899	-78.07209601659633	-770.6715504233471	0.0	none_recorded	0	0	0	0
Trichoderma__4695236at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.29584120617272663	0.015487008631046453	0.7984093050568961	10	1080	0.9972222222222222		-25.037895521547398	-37.88120815938419	-476.0008358704963	0.0	none_recorded	0	0	0	0
Saccharomyces__5004391at2759__code1	F114525	True	F114525	0.29449437425150293	0.01934729993706023	0.5803135799072798	7	933	0.9957127545551983	0.9989281886387996	-26.09344037542178	-39.31496375510869	-533.8782342707946	0.0	none_recorded	0	0	0	0
Suillus__5000476at2759__code1	F48578	True	F48578	0.2939230978323543	0.012372050795876662	0.6480995041251931	10	381	1.0	1.0	-12.041029198993783	-16.80787084363874	-199.60746811329727	-4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__115730at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.29325214767504815	0.009540568234323601	0.6424396628635831	10	320	1.0		-5.6217102000032355	-8.741964291375098	-105.85069320900175	4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__4971272at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.29291678097213075	0.009469827763309365	0.6443616017206159	10	443	1.0		-9.280733578658328	-14.184678778156467	-175.90824489120996	-4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__115730at2759__code1	F1095194	True	F1095194	0.2924371571401471	0.014637229216703799	0.6391939436432041	10	322	1.0	1.0	-7.113358123386206	-10.602480334617212	-137.87858259204677	-4.547473508864641e-13	none_recorded	0	0	0	0
Saccharomyces__5013539at2759__code1	F706196	True	F706196	0.29198399857457363	0.007433653720362297	0.5677283899847748	7	283	1.0	1.0	-6.3386225608137465	-9.466154502469635	-113.16730642546099	0.0	none_recorded	0	0	0	0
Colletotrichum__5000476at2759__code1	InternalNode7	False	F34406;F80884	0.29173228807857676	0.0051715888516299345	0.6280106648369762	10	389	1.0		-6.868903837652397	-10.31985599914924	-117.7194325302944	0.0	none_recorded	0	0	0	0
Trichoderma__529759at2759__code1	InternalNode6	False	F58853;F65468	0.29116499219562875	0.00607727809139464	0.8575264380601506	10	244	1.0		-4.490679169452733	-6.368478304471637	-61.94226243693652	4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__707076at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.2903763402725592	0.008380155421814042	1.015021022669903	10	260	0.9346153846153846		-3.997504529636899	-5.882215038537652	-67.68457677048173	0.0	none_recorded	0	0	0	0
Suillus__541070at2759__code1	F48578	True	F48578	0.2895826446246439	0.02993296659453214	0.5800997478423433	10	229	0.9126637554585153	1.0	-8.98240375878504	-12.575102201265054	-168.31480682789697	0.0	none_recorded	0	0	0	0
Suillus__5001734at2759__code1	F48578	True	F48578	0.289303687081674	0.012610833678300898	0.5475554323920472	9	227	0.9823788546255506	1.0	-6.5636545207523795	-9.546770434101745	-120.98616982764156	2.2737367544323206e-13	none_recorded	0	0	0	0
Suillus__776280at2759__code1	F48578	True	F48578	0.2891717032037491	0.039343127262796034	0.7206008347071443	10	493	0.8559837728194726	0.8559837728194726	-16.684024774706813	-24.176320051280527	-335.59723569714606	0.0	none_recorded	0	0	0	0
Trichoderma__554735at2759__code1	InternalNode1	False	F101201;F398673	0.288837635043061	0.009615180391342962	0.7764703683503308	8	254	1.0		-4.9652724350307835	-7.292476148232026	-79.96068881632732	2.2737367544323206e-13	none_recorded	0	0	0	0
Microbotryum__554735at2759__code1	F269621	True	F269621	0.28754198937801495	0.03178052056024622	0.77307122908634	4	249	1.0	1.0	-10.13799962929943	-14.277414470969916	-189.88975302439326	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__4888252at2759__code1	F48578	True	F48578	0.2873500388454793	0.022006943404996634	0.670882878781612	9	890	0.9146067415730337	1.0	-30.507148944202527	-43.41656281333508	-568.5754210727828	0.0	none_recorded	0	0	0	0
Suillus__4867008at2759__code1	F48578	True	F48578	0.2858353563274458	0.009650912938672582	0.7330794062219277	10	179	1.0	1.0	-5.0704483701215395	-7.177867270121169	-86.11676996345159	0.0	none_recorded	0	0	0	0
Fusarium__4969018at2759__code1	InternalNode6	False	F1328300;F195108	0.2849890008346667	0.00833434630211305	0.6006252113041693	10	454	1.0		-9.612654416789155	-13.37565032296152	-149.71642858881523	-4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__3643464at2759__code1	F48578	True	F48578	0.2839762460364654	0.012088436261200274	0.7506016690222883	10	749	0.9959946595460614	0.9959946595460614	-21.548727841624896	-30.884961632859813	-378.57917147488024	0.0	none_recorded	0	0	0	0
Suillus__530014at2759__code1	F48578	True	F48578	0.282817982423341	0.019660262644129584	0.8433086618709318	10	845	0.9230769230769231	0.9230769230769231	-26.799281714304925	-37.86920000909504	-481.9961604774044	0.0	none_recorded	0	0	0	0
Suillus__4970538at2759__code1	F48578	True	F48578	0.28133366580938934	0.02293702025266277	0.6737978533871543	10	942	1.0	1.0	-32.64645976485917	-46.65938555023604	-613.9507985873661	0.0	none_recorded	0	0	0	0
Suillus__5005217at2759__code1	F48578	True	F48578	0.28119703944642466	0.03573014693887279	0.6734764324420942	10	474	1.0	1.0	-19.339550901374423	-28.064195752203887	-393.7966572555406	0.0	none_recorded	0	0	0	0
Saccharomyces__539632at2759__code1	F114525	True	F114525	0.27886303973156057	0.005452817904320171	0.788310798849979	7	303	1.0	1.0	-6.66579598571343	-9.50399753486272	-106.01040888892157	0.0	none_recorded	0	0	0	0
Saccharomyces__529759at2759__code1	F114525	True	F114525	0.2781385500887702	0.0010963111718177445	0.7479272425712356	7	244	1.0	1.0	-5.913101813941921	-8.086091320530159	-80.25243662756861	-2.2737367544323206e-13	none_recorded	0	0	0	0
Suillus__5015647at2759__code1	F48578	True	F48578	0.2766705523110497	0.004213695245631267	0.6131366850403631	9	860	0.9802325581395349	0.9988372093023256	-21.038157488353136	-29.484680483058582	-327.8986393515097	0.0	none_recorded	0	0	1	0
Trichoderma__5000823at2759__code1	InternalNode2	False	F101201;F398673;F549676;F63577	0.2737158611880044	0.011649041955348553	0.5942339554107846	10	958	0.7849686847599165		-20.851371584307344	-31.670334390112657	-413.72809709437115	0.0	none_recorded	0	0	0	0
Suillus__5003205at2759__code1	F48578	True	F48578	0.27349044114483784	0.018499117404451895	0.5939062154985518	10	1305	0.9555555555555556	1.0	-40.275855483081614	-58.517218175389644	-780.1871237421037	1.8189894035458565e-12	none_recorded	0	0	0	0
Suillus__345792at2759__code1	F48578	True	F48578	0.27190317404488523	0.01572284471181779	0.6243074043718203	8	276	0.927536231884058	1.0	-9.583972057407209	-13.573081106431346	-170.01168140164555	0.0	none_recorded	0	0	0	0
Trichoderma__5005196at2759__code1	InternalNode6	False	F58853;F65468	0.2717127173686738	0.015631195107522693	1.138795893682425	10	440	0.884090909090909		-7.086038542505776	-10.203576816976238	-137.0772825972026	0.0	none_recorded	0	0	0	0
Suillus__5005010at2759__code1	F48578	True	F48578	0.2713899660461022	0.01644017451946995	0.4447141424570465	10	113	1.0	1.0	-3.417841410165238	-4.864763694302951	-64.1178323400751	0.0	none_recorded	0	0	0	0
Saccharomyces__345792at2759__code1	F114525	True	F114525	0.2713794075064098	0.00536783638142222	0.4804544699478707	7	298	0.9865771812080537	1.0	-6.862909584010595	-9.829663480404179	-112.95108090197846	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__5005174at2759__code1	F48578	True	F48578	0.26959144410946934	0.023602892628285802	0.6278414642878098	10	223	1.0	1.0	-7.544646792388448	-10.805957168119448	-148.46617684255716	0.0	none_recorded	0	0	0	0
Candida__345792at2759__code12	InternalNode1	False	F42374;F5476	0.26840917465914615	0.007083825421323918	0.5685191313131651	4	280	1.0		-5.194823370148242	-7.858109703244054	-93.27300517251001	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__5013067at2759__code1	F48578	True	F48578	0.2683964128005813	0.016550761531121286	0.626924423111111	10	327	0.9785932721712538	1.0	-10.371223026842472	-14.837510543118242	-190.74297305328082	4.547473508864641e-13	none_recorded	0	0	1	0
Colletotrichum__554735at2759__code1	F2283408	True	F2283408	0.2665745846412782	0.009206719606683688	1.111756107454324	10	254	1.0	1.0	-4.896201873865721	-7.270130726619527	-84.85126177900634	0.0	none_recorded	0	0	0	0
Suillus__5005750at2759__code1	F48578	True	F48578	0.2656485008710499	0.013531750156050506	0.5761076130645039	5	166	0.7530120481927711	1.0	-5.516044717436898	-7.718519405158418	-95.68738980755063	-2.2737367544323206e-13	none_recorded	0	0	1	0
Suillus__5004327at2759__code1	F48578	True	F48578	0.2645964811857164	0.03267016094994022	0.6122066935799099	9	766	0.9725848563968669	1.0	-29.0447861473167	-42.3117609919409	-598.3550972557687	0.0	none_recorded	0	0	0	0
Suillus__319730at2759__code1	F48578	True	F48578	0.2639365088291676	0.01854049645045639	0.4394691551248199	10	447	0.8366890380313199	0.970917225950783	-13.23752268400267	-19.249930764124656	-262.6195428990268	0.0	none_recorded	0	0	0	0
Trichoderma__5001473at2759__code1	InternalNode6	False	F58853;F65468	0.26313742725037326	0.006477655055207002	0.6042757370540252	10	124	1.0		-2.0398706823254997	-3.277306454305972	-43.40345554369651	4.547473508864641e-13	none_recorded	0	0	0	0
Trichoderma__539632at2759__code1	InternalNode1	False	F101201;F398673;F549676;F63577	0.2623954892769009	0.004766606550702875	0.4891287283937154	10	305	1.0		-5.252607215855733	-7.962862866273099	-96.8775318667731	4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__539632at2759__code1	F1095194	True	F1095194	0.2622018584778225	0.00939007387311927	0.4863685331930079	10	304	1.0	1.0	-5.973908891829524	-8.57812082443752	-106.59168788723309	0.0	none_recorded	0	0	0	0
Saccharomyces__5001473at2759__code1	F114525	True	F114525	0.260627899332492	0.0077129871179365955	0.4313851459664224	6	122	1.0	1.0	-2.776436147692266	-4.027461177882174	-50.44125566160403	0.0	none_recorded	0	4	0	0
Suillus__5013042at2759__code1	F48578	True	F48578	0.25984909186253186	0.015306223132613875	0.4591920101011933	10	397	0.9748110831234257	1.0	-12.891677837593306	-18.09969930984107	-236.79633490031893	4.547473508864641e-13	none_recorded	0	0	0	0
Suillus__352891at2759__code1	F48578	True	F48578	0.25976032074360217	0.015681637444563766	0.6902017284647264	10	247	1.0	1.0	-7.6475249210448055	-10.91137787019261	-140.48124963438477	0.0	none_recorded	0	0	0	0
Suillus__5015403at2759__code1	F48578	True	F48578	0.25962699759294927	0.0158866345186609	0.640979037980699	10	419	0.9355608591885441	0.9952267303102625	-11.507575751663808	-16.794401202578683	-229.62525237173713	0.0	none_recorded	0	0	0	0
