case_id	taxa	nucleotide_columns	distinct_aligned_sequences	variable_nucleotide_columns	parsimony_informative_nucleotide_columns	marker_copy_caveat	status
Microbotryum__5001413at2759__code1	4	843	4	126	14	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001413at2759__code1	5	825	4	210	62	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001413at2759__code1	10	843	10	317	210	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001413at2759__code1	4	822	4	306	114	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001413at2759__code1	4	846	4	273	61	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001473at2759__code1	9	360	9	159	101	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001473at2759__code1	10	369	8	85	60	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001473at2759__code1	10	369	10	96	78	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001473at2759__code1	10	372	10	87	59	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001473at2759__code1	6	366	6	73	35	none_recorded	ready_for_supported_tree_diagnostic
Candida__5001473at2759__code12	4	348	4	70	15	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001473at2759__code1	7	345	7	133	86	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001473at2759__code1	10	357	10	81	30	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5001473at2759__code1	4	300	4	136	19	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001473at2759__code1	5	351	5	177	83	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001473at2759__code1	4	339	4	54	17	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001473at2759__code1	5	381	4	103	18	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001473at2759__code1	9	357	9	124	48	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001473at2759__code1	4	315	4	103	23	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001660at2759__code1	10	1908	9	769	543	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001660at2759__code1	9	1914	9	398	192	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001660at2759__code1	10	1914	10	450	357	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001660at2759__code1	10	1914	10	408	264	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001660at2759__code1	7	1893	7	455	246	none_recorded	ready_for_supported_tree_diagnostic
Candida__5001660at2759__code12	4	1884	4	348	107	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001660at2759__code1	6	1917	6	851	467	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001660at2759__code1	10	1911	10	409	153	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001660at2759__code1	5	1920	5	826	338	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001660at2759__code1	5	1902	3	456	82	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5001660at2759__code1	10	1893	10	646	385	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001660at2759__code1	4	1884	4	591	164	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001660at2759__code1	4	1836	4	444	81	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001734at2759__code1	10	684	9	281	198	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001734at2759__code1	9	648	9	177	119	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001734at2759__code1	10	678	10	197	171	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001734at2759__code1	10	678	10	195	137	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001734at2759__code1	7	597	7	213	123	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001734at2759__code1	5	648	5	260	100	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001734at2759__code1	9	681	9	189	93	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5001734at2759__code1	4	591	4	178	39	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001734at2759__code1	4	645	4	334	81	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001734at2759__code1	4	675	3	85	14	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Tilletia__5001734at2759__code1	5	573	4	148	45	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001734at2759__code1	10	684	10	268	199	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001734at2759__code1	4	561	4	181	48	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001734at2759__code1	4	636	4	198	43	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001941at2759__code1	10	2301	10	1055	827	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001941at2759__code1	10	2343	10	738	471	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001941at2759__code1	9	2349	9	752	641	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001941at2759__code1	10	2334	10	742	544	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001941at2759__code1	5	2205	5	903	378	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001941at2759__code1	10	2100	10	496	226	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001941at2759__code1	5	2220	5	1035	401	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001941at2759__code1	4	2196	4	331	44	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001941at2759__code1	5	2271	3	628	135	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5001941at2759__code1	10	2211	10	924	656	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5002334at2759__code1	10	1104	10	549	428	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5002334at2759__code1	9	1110	9	361	199	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5002334at2759__code1	10	1119	10	390	334	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5002334at2759__code1	10	1137	10	376	273	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5002334at2759__code1	7	1038	7	345	194	none_recorded	ready_for_supported_tree_diagnostic
Candida__5002334at2759__code12	4	1011	4	350	96	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5002334at2759__code1	6	810	6	401	219	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5002334at2759__code1	10	1026	10	294	107	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5002334at2759__code1	4	1014	4	347	50	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5002334at2759__code1	5	966	5	477	186	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5002334at2759__code1	4	1068	4	160	15	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5002334at2759__code1	5	1047	4	361	85	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5002334at2759__code1	10	990	10	415	308	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5002334at2759__code1	4	798	4	341	96	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5002334at2759__code1	4	1005	4	353	77	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5002573at2759__code1	10	1125	10	511	407	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5002573at2759__code1	10	1041	10	333	235	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5002573at2759__code1	9	1149	9	395	342	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5002573at2759__code1	10	1155	10	349	260	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5002573at2759__code1	4	1098	4	313	62	none_recorded	ready_for_supported_tree_diagnostic
Candida__5002573at2759__code12	4	1131	4	333	93	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5002573at2759__code1	7	1152	7	554	355	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5002573at2759__code1	10	1161	10	239	110	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5002573at2759__code1	5	1158	5	580	227	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5002573at2759__code1	4	1110	4	179	12	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5002573at2759__code1	5	1164	3	312	71	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5002573at2759__code1	10	1164	10	443	311	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5002573at2759__code1	4	1161	4	367	89	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5003022at2759__code1	10	2526	10	1071	849	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5003022at2759__code1	10	2523	10	796	541	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5003022at2759__code1	10	2535	10	727	637	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5003022at2759__code1	10	2535	10	747	553	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5003022at2759__code1	7	2319	7	743	447	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5003022at2759__code1	7	2559	7	1052	689	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5003022at2759__code1	10	2520	10	642	305	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5003022at2759__code1	4	2208	4	700	135	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5003022at2759__code1	5	2493	5	1333	490	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5003022at2759__code1	4	2511	4	311	22	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5003022at2759__code1	5	2604	3	647	157	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5003022at2759__code1	10	2562	10	958	672	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5003022at2759__code1	4	2349	4	1122	378	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5003022at2759__code1	4	2505	4	775	184	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5003192at2759__code1	10	1416	10	726	546	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5003192at2759__code1	10	1371	10	497	334	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5003192at2759__code1	10	1389	10	544	471	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5003192at2759__code1	10	1383	10	482	357	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5003192at2759__code1	7	1287	7	483	288	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5003192at2759__code1	6	1299	6	714	375	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5003192at2759__code1	10	1293	10	380	143	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5003192at2759__code1	4	999	4	364	70	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5003192at2759__code1	5	1362	5	734	320	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5003192at2759__code1	4	1338	4	185	23	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5003192at2759__code1	5	1392	4	459	96	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5003192at2759__code1	9	1344	9	623	236	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5003192at2759__code1	4	1278	4	629	186	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5003192at2759__code1	4	1371	4	525	111	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5003205at2759__code1	10	4128	10	1909	1507	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5003205at2759__code1	10	4122	10	1416	954	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5003205at2759__code1	10	4119	10	1363	1170	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5003205at2759__code1	10	4131	10	1244	910	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5003205at2759__code1	7	3876	7	1323	692	none_recorded	ready_for_supported_tree_diagnostic
Candida__5003205at2759__code12	4	3864	4	1292	417	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5003205at2759__code1	6	3921	6	1883	931	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5003205at2759__code1	10	3915	10	986	415	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5003205at2759__code1	5	3780	5	1826	736	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5003205at2759__code1	4	3909	4	486	45	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5003205at2759__code1	5	3957	4	1011	237	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5003205at2759__code1	10	3909	10	1877	1369	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5003205at2759__code1	4	3693	4	1484	446	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5003205at2759__code1	4	3285	4	1174	261	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5003856at2759__code1	10	912	10	429	351	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5003856at2759__code1	10	885	9	247	143	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5003856at2759__code1	10	861	10	270	236	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5003856at2759__code1	9	888	9	239	163	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5003856at2759__code1	6	909	6	258	142	none_recorded	ready_for_supported_tree_diagnostic
Candida__5003856at2759__code12	4	786	4	196	48	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5003856at2759__code1	6	897	6	407	239	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5003856at2759__code1	10	837	10	187	94	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5003856at2759__code1	5	831	5	465	132	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5003856at2759__code1	4	915	4	132	9	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5003856at2759__code1	5	900	3	295	62	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5003856at2759__code1	10	894	10	388	257	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5003856at2759__code1	4	834	4	309	80	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5003856at2759__code1	4	870	4	299	64	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5003972at2759__code1	10	765	9	391	284	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5003972at2759__code1	10	630	9	235	158	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5003972at2759__code1	10	759	10	264	204	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5003972at2759__code1	8	630	8	181	127	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5003972at2759__code1	7	762	7	235	137	none_recorded	ready_for_supported_tree_diagnostic
Candida__5003972at2759__code12	4	687	4	173	46	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5003972at2759__code1	7	726	7	342	220	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5003972at2759__code1	9	705	9	203	85	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5003972at2759__code1	5	690	5	269	107	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5003972at2759__code1	4	762	4	144	12	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5003972at2759__code1	5	762	4	213	51	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5003972at2759__code1	9	741	9	271	90	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5003972at2759__code1	4	543	4	168	44	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5003972at2759__code1	4	738	4	250	48	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5004118at2759__code1	10	657	10	344	242	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5004118at2759__code1	10	633	10	224	152	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5004118at2759__code1	10	627	10	216	185	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5004118at2759__code1	10	615	10	204	146	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5004118at2759__code1	6	690	6	201	95	none_recorded	ready_for_supported_tree_diagnostic
Candida__5004118at2759__code12	4	696	4	225	62	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5004118at2759__code1	7	654	7	342	192	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5004118at2759__code1	9	696	9	168	63	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5004118at2759__code1	5	633	5	345	140	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5004118at2759__code1	4	660	4	101	14	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5004118at2759__code1	5	627	4	188	33	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5004118at2759__code1	9	636	9	273	96	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5004118at2759__code1	4	675	4	253	109	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5004118at2759__code1	4	717	4	254	48	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5004265at2759__code1	10	879	9	355	248	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5004265at2759__code1	9	897	9	204	108	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5004265at2759__code1	10	882	10	338	306	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5004265at2759__code1	10	879	10	190	128	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5004265at2759__code1	7	849	7	233	135	none_recorded	ready_for_supported_tree_diagnostic
Candida__5004265at2759__code12	4	774	4	233	61	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5004265at2759__code1	6	807	6	413	192	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5004265at2759__code1	10	933	10	240	83	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5004265at2759__code1	4	828	4	237	49	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5004265at2759__code1	5	864	5	353	166	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5004265at2759__code1	4	918	4	122	26	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5004265at2759__code1	5	894	3	210	44	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5004265at2759__code1	10	897	10	284	185	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5004265at2759__code1	4	654	4	153	43	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5004327at2759__code1	10	2373	10	1274	1000	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5004327at2759__code1	9	2316	9	955	532	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5004327at2759__code1	9	2289	9	916	712	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5004327at2759__code1	10	2268	10	879	605	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5004327at2759__code1	7	2244	7	802	445	none_recorded	ready_for_supported_tree_diagnostic
Candida__5004327at2759__code12	4	2271	4	777	214	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5004327at2759__code1	7	2355	7	1455	912	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5004327at2759__code1	9	2298	9	614	237	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5004327at2759__code1	4	2424	4	929	182	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5004327at2759__code1	4	2331	4	1195	222	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5004327at2759__code1	4	2313	4	436	57	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5004327at2759__code1	5	2418	4	839	136	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5004327at2759__code1	10	2373	10	1050	716	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5004327at2759__code1	4	2292	4	937	277	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5004327at2759__code1	4	2229	4	799	166	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5004391at2759__code1	10	3057	10	1266	932	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5004391at2759__code1	10	3057	10	901	586	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5004391at2759__code1	10	3036	10	843	693	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5004391at2759__code1	10	3048	10	874	659	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5004391at2759__code1	7	2799	7	799	431	none_recorded	ready_for_supported_tree_diagnostic
Candida__5004391at2759__code12	4	2748	4	678	202	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5004391at2759__code1	6	2958	6	1273	689	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5004391at2759__code1	8	2172	8	520	175	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5004391at2759__code1	5	2766	5	1262	493	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5004391at2759__code1	4	2553	4	350	25	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5004391at2759__code1	5	2904	4	804	185	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5004391at2759__code1	9	2967	9	1139	391	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5004391at2759__code1	4	2694	4	812	270	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5004391at2759__code1	4	2427	4	672	148	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5004478at2759__code1	10	1233	10	541	443	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5004478at2759__code1	10	1236	10	376	265	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5004478at2759__code1	10	1242	10	374	322	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5004478at2759__code1	10	1236	10	341	239	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5004478at2759__code1	7	1218	7	365	203	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5004478at2759__code1	7	1230	7	606	384	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5004478at2759__code1	8	1212	8	259	92	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5004478at2759__code1	4	1233	4	383	98	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5004478at2759__code1	5	1236	5	532	214	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5004478at2759__code1	4	1200	4	150	14	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5004478at2759__code1	9	1239	9	458	212	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5004478at2759__code1	4	1173	4	491	165	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5004478at2759__code1	4	879	4	280	65	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5004599at2759__code1	10	2181	9	1013	784	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5004599at2759__code1	10	2226	10	658	408	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5004599at2759__code1	10	2235	10	760	621	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5004599at2759__code1	10	2235	10	682	493	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5004599at2759__code1	7	2160	7	641	343	none_recorded	ready_for_supported_tree_diagnostic
Candida__5004599at2759__code12	4	2133	4	586	146	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5004599at2759__code1	7	2064	7	1118	683	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5004599at2759__code1	8	2160	8	527	205	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5004599at2759__code1	5	2070	5	1051	387	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5004599at2759__code1	4	2076	4	299	25	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5004599at2759__code1	5	2205	5	625	136	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5004599at2759__code1	10	2154	10	920	601	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5004599at2759__code1	4	1575	4	1006	136	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5004599at2759__code1	4	2148	4	741	179	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005010at2759__code1	10	342	10	250	114	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005010at2759__code1	10	339	10	94	62	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005010at2759__code1	10	342	9	72	56	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005010at2759__code1	9	342	9	99	67	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005010at2759__code1	6	330	6	91	39	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005010at2759__code12	4	330	4	102	29	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005010at2759__code1	6	336	6	244	85	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005010at2759__code1	10	339	10	74	31	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5005010at2759__code1	4	330	4	199	24	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005010at2759__code1	5	309	5	169	69	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005010at2759__code1	5	339	4	89	22	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5005010at2759__code1	10	336	10	184	126	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005010at2759__code1	4	339	4	85	27	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005174at2759__code1	10	531	9	243	165	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005174at2759__code1	10	522	10	148	92	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005174at2759__code1	10	516	10	151	127	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005174at2759__code1	10	528	10	135	94	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005174at2759__code1	7	516	7	140	70	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005174at2759__code12	4	516	4	144	29	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005174at2759__code1	6	669	6	320	153	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005174at2759__code1	10	669	10	164	58	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5005174at2759__code1	4	663	4	236	59	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005174at2759__code1	5	645	5	316	125	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005174at2759__code1	4	669	4	84	6	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005174at2759__code1	5	552	4	159	30	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5005174at2759__code1	10	654	10	353	208	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5005174at2759__code1	4	651	4	216	70	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005174at2759__code1	4	564	4	170	34	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005196at2759__code1	10	1326	10	588	441	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005196at2759__code1	10	1320	10	425	288	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005196at2759__code1	10	1320	10	435	367	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005196at2759__code1	10	1320	10	322	200	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005196at2759__code1	6	1317	6	315	184	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005196at2759__code1	6	1272	6	539	277	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005196at2759__code1	10	1317	10	275	117	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005196at2759__code1	5	1323	5	521	212	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005196at2759__code1	4	1314	4	196	18	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005196at2759__code1	4	1290	3	326	75	none_recorded	insufficient_sequence_information_for_this_tree_workflow
