marker	taxon_id	protein_id	sequence_sha256	source_fasta_sha256	cds_source_kind	source_status	source_record_ids_json	cds_sequence_sha256	cds_length	gene_ids_json	gene_mapping_status	representative_decision
5001734at2759	F2109901	NODE_1111_length_1057_cov_0.172234.p1	7faeea3ae701122c24d233976d4665d06ec7932cc312078ad923c0502e92c098	66932a785d2d30d249ce6ffd587f87141df4f776ef0cea01ae62f4b7e5248211	external_verified_cds_subset	unique_source_cds	"[""NODE_1111_length_1057_cov_0.172234.p1""]"	ad6dabf513a22adff43bbb138bb7f6245019f626ce72e010f814e52483e37de0	747	"[""ORF:NODE_1111_length_1057_cov_0.172234:179-925:+""]"	provisional_orf	retained_unresolved_gene
5002334at2759	F2109901	NODE_381_length_9671_cov_0.208838.p4	1cdd98e09d32f48394b4b5bbbc3e3d0bf5bc04e2861ba8c372dd175c332ea23a	53f5d0b96300010d61972b93336d729cbfb9287a40c6a1458f690531a382c4ea	external_verified_cds_subset	unique_source_cds	"[""NODE_381_length_9671_cov_0.208838.p4""]"	560c00962d7d346be7a8a18f46eebbebb244424b0f195f842bd703f01bcfd3ec	978	"[""ORF:NODE_381_length_9671_cov_0.208838:8160-9137:-""]"	provisional_orf	retained_unresolved_gene
5002573at2759	F2109901	NODE_290_length_11632_cov_0.441256.p5	f8ba054c329c190585fbc7b30113df9e41d73b54e01738b78c70f0a6deeaa8ab	4f88634391153a982dcc785973b2da9fcb3d81c87f43a8b0ea023987d909e3f3	external_verified_cds_subset	unique_source_cds	"[""NODE_290_length_11632_cov_0.441256.p5""]"	75939728f7c3bffe88aa279efff15093b810603eaccdce7786419c8061a5817a	1134	"[""ORF:NODE_290_length_11632_cov_0.441256:9111-10244:+""]"	provisional_orf	retained_unresolved_gene
5003205at2759	F2109901	NODE_381_length_9671_cov_0.208838.p1	ca1a6d06e19cdc4a1041928486e65c07a957aeb1a1aeacc8de87a2bc9916ea2d	404edb5f2384df6a27c6db30aa5c1b3506fd4d8c08d6ea1f03ad97a7687a4851	external_verified_cds_subset	unique_source_cds	"[""NODE_381_length_9671_cov_0.208838.p1""]"	beb9d3a50a58f7e953eea3a5eb5ccc571e4b2fb300fd6ba1070295e872dd0bf7	3804	"[""ORF:NODE_381_length_9671_cov_0.208838:3521-7324:+""]"	provisional_orf	retained_unresolved_gene
5003856at2759	F2109901	NODE_369_length_9975_cov_0.256582.p3	de0f0a7b206fcdfda099a93b133ca580ac7c63916d20c2ae3d385b3b731dde56	01a5cb28afe0f41b98bb3d115e7f51dbbd38853e093fed577c8c9fc4b3512ab2	external_verified_cds_subset	unique_source_cds	"[""NODE_369_length_9975_cov_0.256582.p3""]"	b1ab8a9cdb495fb3bd358e4a6e8359fd8cc84b9c4fa1523a592ee54343b9c151	798	"[""ORF:NODE_369_length_9975_cov_0.256582:8721-9518:-""]"	provisional_orf	retained_unresolved_gene
5003972at2759	F2109901	NODE_69_length_23719_cov_0.556689.p11	319a74394eb903e75f93743758721c383027be96ebd5beb8032ad523a4ff9d78	039742c1f5e4020dd6f300e3e56397d62a3760a937db3ecadc46664de0799f18	external_verified_cds_subset	unique_source_cds	"[""NODE_69_length_23719_cov_0.556689.p11""]"	4c79e0e919cc392d0913eaf97a0b4bff534737cf1214bb45792773c0a968a373	705	"[""ORF:NODE_69_length_23719_cov_0.556689:9344-10048:+""]"	provisional_orf	retained_unresolved_gene
5004265at2759	F2109901	NODE_424_length_8864_cov_0.190188.p2	69a632d70afdfc0e292d29e9eae513ff1a787785ff1754052fa1818f31a2d1bb	8b37faf3bd342d4fa0f295fbd7b57b82bc07ec7acccb39b79a7c713bf0df0fed	external_verified_cds_subset	unique_source_cds	"[""NODE_424_length_8864_cov_0.190188.p2""]"	8bbc361372af94b831c47f73c78c1800dfb54dd4c6b02be4b58c0003f7231fc7	756	"[""ORF:NODE_424_length_8864_cov_0.190188:5907-6662:+""]"	provisional_orf	retained_unresolved_gene
5004327at2759	F2109901	NODE_97_length_21155_cov_0.234850.p1	862d9f63d96b8ccb7b77799ecd007b8ec68a2a413ece9360ce08a4966c78c563	002e5820f4a183f7e2c985c950c23b9feddae6634d73c01e53885f7cb85b17fd	external_verified_cds_subset	unique_source_cds	"[""NODE_97_length_21155_cov_0.234850.p1""]"	3c8b5e94ba45b0f5f472af8ffa5a9346f9a2c88a82c3d2e61ba525ff2c3f8162	2064	"[""ORF:NODE_97_length_21155_cov_0.234850:4302-6365:-""]"	provisional_orf	retained_unresolved_gene
5004391at2759	F2109901	NODE_250_length_12902_cov_0.423182.p1	80c513b8329c757a4ca8641f070ffe154ffc8382a9fac235854553de54c1123b	15cad6fc6317a04e900bd891dd91d85f7713b2ee1cf817b43e867c6ff1a6aefb	external_verified_cds_subset	unique_source_cds	"[""NODE_250_length_12902_cov_0.423182.p1""]"	4181f5798ea66c942f7fbe9c8df75071f74b43bb9e6f65c859cab02b4c2636a5	2769	"[""ORF:NODE_250_length_12902_cov_0.423182:4553-7321:+""]"	provisional_orf	retained_unresolved_gene
5004478at2759	F2109901	NODE_181_length_15774_cov_0.163892.p5	2469d490bb32e9c66a08778d64263f372be87055fad5bf617a9658f3fd702be2	ca66c053cb7eb7c6dd208b259ddef57408d74b238ac6afc0b5637453c9705654	external_verified_cds_subset	unique_source_cds	"[""NODE_181_length_15774_cov_0.163892.p5""]"	40017d9111efc020e1f70cc01ef70dc0a3943b204af150990016eea4301c6663	1140	"[""ORF:NODE_181_length_15774_cov_0.163892:12340-13479:-""]"	provisional_orf	retained_unresolved_gene
5004599at2759	F2109901	NODE_202_length_14999_cov_0.270067.p1	f4256660a2b25cfcf998c479d57ba3482a4719f1cd15f5a53b86dcf08aae04b5	6dc8bbc2b2b8804586d60d975ce414c0256d36210fa0acb3b4fbf3af93724bc6	external_verified_cds_subset	unique_source_cds	"[""NODE_202_length_14999_cov_0.270067.p1""]"	e6020dc57b059e49faacca9cc26b51cca213327564cfc14db79d64bdbaca17f0	1980	"[""ORF:NODE_202_length_14999_cov_0.270067:236-2215:+""]"	provisional_orf	retained_unresolved_gene
5005010at2759	F2109901	NODE_35_length_31537_cov_0.293403.p23	85d961611b14e3fabc9d950744636d9e752c82286d53c2995a05f914c62c6ccc	70e66969925e98f8a1ed68ba7693f3b9415faf3fbdabed2f4dedef137fa34c48	external_verified_cds_subset	unique_source_cds	"[""NODE_35_length_31537_cov_0.293403.p23""]"	8605ae8073d896ec8165f5830e89a4282ff6dcae989264ed875ed1a6e4eb9910	327	"[""ORF:NODE_35_length_31537_cov_0.293403:8936-9262:-""]"	provisional_orf	retained_unresolved_gene
5005174at2759	F2109901	NODE_115_length_19014_cov_0.489664.p7	85e2a5620832695986d14e7bf5a8b9efd385075bf60131dc42d63bc43ca28431	83cca5aceedbdab79ad35c8c64c4299b9a1990c3ccdb771e631ab8d81c3e76ee	external_verified_cds_subset	unique_source_cds	"[""NODE_115_length_19014_cov_0.489664.p7""]"	23599ab2104aa3dd8c98e91441c535c3778fea11e03704f7d8e750ad5f62dd03	669	"[""ORF:NODE_115_length_19014_cov_0.489664:10761-11429:-""]"	provisional_orf	retained_unresolved_gene
5005196at2759	F2109901	NODE_246_length_12992_cov_0.264407.p2	0231992f38bbfdbfbbb6861a6ecb33a7f92a4880a9f0e6340c8b1485d291f4aa	0195949062a8feef9919256cdc5e56587837ccf7d30524caebb8e700e8df4372	external_verified_cds_subset	unique_source_cds	"[""NODE_246_length_12992_cov_0.264407.p2""]"	4ba3223aa9db346834c41130d3af23eb237db0a0d3cf1bde831c15e01a68919d	1389	"[""ORF:NODE_246_length_12992_cov_0.264407:1174-2562:-""]"	provisional_orf	retained_unresolved_gene
5005215at2759	F2109901	NODE_344_length_10554_cov_0.516308.p3	f7c5b3ddf81a2641351ee05e191575df554395da1c2106ea4165e49c841c8781	966cdb6c6d0458afcefa6988f494ca23229c39beee961235ad503d3add33afec	external_verified_cds_subset	unique_source_cds	"[""NODE_344_length_10554_cov_0.516308.p3""]"	f67bdf5669b11afe51df9c5ab70d95ee496cef361614519892237bbbd91e3a7a	1455	"[""ORF:NODE_344_length_10554_cov_0.516308:6490-7944:-""]"	provisional_orf	retained_unresolved_gene
5005217at2759	F2109901	NODE_470_length_8086_cov_0.567422.p2	96cd464c212ed4135ac3e88772336b492935a98da92b3c10179caa5860473e4b	70615eaf815560ef8f693c7769f0401a76d4554cd52ffaec91cf9c8a44d4a10a	external_verified_cds_subset	unique_source_cds	"[""NODE_470_length_8086_cov_0.567422.p2""]"	f7d41c6d08951a4343fc14e5c828135c7d6fbe55ad5ee7e5f7859bbe3269657f	1290	"[""ORF:NODE_470_length_8086_cov_0.567422:3122-4411:-""]"	provisional_orf	retained_unresolved_gene
5005697at2759	F2109901	NODE_33_length_32023_cov_0.217579.p5	6a216ed6fadbe1fd5c1f85bb07d275351cc563af8a851694064428720aeac80f	71357bcb9214294479ede976c1cd1472745aee999b44489952cba713b2ec79f2	external_verified_cds_subset	unique_source_cds	"[""NODE_33_length_32023_cov_0.217579.p5""]"	db771305537fba548d5c165155f846a5b22e4888a5c51002d8ee6f74fac998de	1389	"[""ORF:NODE_33_length_32023_cov_0.217579:21052-22440:+""]"	provisional_orf	retained_unresolved_gene
5005750at2759	F2109901	NODE_430_length_8744_cov_0.579988.p5	6ff4ea80aa7eacd96557a09e1c30011162fec5a502da0bb6d231caad760fec17	fbff6fdb243e35b625ad989713546bc400ae18c32c1685364929d327591e0712	external_verified_cds_subset	unique_source_cds	"[""NODE_430_length_8744_cov_0.579988.p5""]"	0e9a98baa691d4f7651e9dea1a7259a5699eb55fdb2f7cd5266a9a66cae2e421	555	"[""ORF:NODE_430_length_8744_cov_0.579988:1735-2289:-""]"	provisional_orf	retained_unresolved_gene
5005892at2759	F2109901	NODE_59_length_25653_cov_0.289622.p8	f23dcb1bb0e25b2e8a5ec76ed079392f7c15c002a4a2fb5b370bbb2a27232d3f	23d5ae466325d5ae4e39aa530d5c9c263b96514fe03cb2f0ec13c28687ead546	external_verified_cds_subset	unique_source_cds	"[""NODE_59_length_25653_cov_0.289622.p8""]"	246c6818a7eb415e7d860b17996b6b67702f7e41ab97072ba05ae386e3401fcf	1107	"[""ORF:NODE_59_length_25653_cov_0.289622:15250-16356:+""]"	provisional_orf	retained_unresolved_gene
5006326at2759	F2109901	NODE_217_length_14216_cov_0.430545.p3	7d10357f6c23a72c062ac89352d2ccd33f0d76fb6f606f89448671b25fd3e2dc	9eb989083da6a414f7167b40b47edada63aeb4b7e3bbf878e9a62d27d0ff25e8	external_verified_cds_subset	unique_source_cds	"[""NODE_217_length_14216_cov_0.430545.p3""]"	7079c5049babcad528cb2928eba30faa974459b4cdc4dfaea9406de49e95679f	1467	"[""ORF:NODE_217_length_14216_cov_0.430545:4421-5887:-""]"	provisional_orf	retained_unresolved_gene
5011777at2759	F2109901	NODE_65_length_23997_cov_0.327601.p2	c915edca55ed2e1d68cad592a237bd449cb46abf2ff998ce024e80e2d4cfafc5	22c4d12399000763cd68f2dd10d2a21fac4bd8ccfab46fc2a6e6e31e8f40b1bf	external_verified_cds_subset	unique_source_cds	"[""NODE_65_length_23997_cov_0.327601.p2""]"	731b63b65ab13840c36f1aadd4f714b380eba41b136416ed0fd0839ab1c7758f	2154	"[""ORF:NODE_65_length_23997_cov_0.327601:7126-9279:-""]"	provisional_orf	retained_unresolved_gene
5013259at2759	F2109901	NODE_925_length_3060_cov_0.339412.p1	4ae154cc90ad4d5d834b158d21565a1a2800cbc9b6bbdc081fcb84f13cf3ee8f	b0f75c1f9152c4fee3a587b02930839e747c0c5b3150f18f1d940f211dc72a81	external_verified_cds_subset	unique_source_cds	"[""NODE_925_length_3060_cov_0.339412.p1""]"	8b0b0b3005a2fabfff1202024ab0dc760cd35d1d9374b0eeaa7fc0e89670d97d	525	"[""ORF:NODE_925_length_3060_cov_0.339412:1848-2372:+""]"	provisional_orf	retained_unresolved_gene
5013539at2759	F2109901	NODE_216_length_14242_cov_0.417592.p8	08cddc279637afd77c5ff67b991592d454a94577085e05581b1aa1049f43136b	686770b52882be0399063fedc5592267d9bdc8f71f910fdff16014df9f3032c6	external_verified_cds_subset	unique_source_cds	"[""NODE_216_length_14242_cov_0.417592.p8""]"	26b484f5dc9ea1bd4f217fe37a5efd71c593f8bb4d4068c7c219b982d527a35f	732	"[""ORF:NODE_216_length_14242_cov_0.417592:12290-13021:+""]"	provisional_orf	retained_unresolved_gene
5013726at2759	F2109901	NODE_790_length_4224_cov_0.400727.p2	2adc2f1522c5ec38a8adf14e0336fb18d313a1f34f9e74c0542746418983513a	a88720fb519497cf96073af42d07f612a4b297d94167637228f1aa726672ea89	external_verified_cds_subset	unique_source_cds	"[""NODE_790_length_4224_cov_0.400727.p2""]"	d64e7e52d39482de3d6d77f87710540e35acc43f1820323a905a3151b21a659e	537	"[""ORF:NODE_790_length_4224_cov_0.400727:508-1044:+""]"	provisional_orf	retained_unresolved_gene
5013738at2759	F2109901	NODE_709_length_4947_cov_0.132838.p3	0ff4fcfb09b3a8e16f5bc3cbfab25000c3c3fecc093bfeae676d293f58eb46db	bfac5b8da6712fc65252179db84bf822b3e7b0af8e2a63c871495a74ee896646	external_verified_cds_subset	unique_source_cds	"[""NODE_709_length_4947_cov_0.132838.p3""]"	4a5b1a60c9fff6214a68a31c1fe323c8c9ea51b78742dcd5e8cd23dc567bc4a3	576	"[""ORF:NODE_709_length_4947_cov_0.132838:1367-1942:+""]"	provisional_orf	retained_unresolved_gene
5013992at2759	F2109901	NODE_263_length_12530_cov_0.434881.p2	1c6c0d26b041569b384d030374e5a6f051332163ea140cc679877bcdc96aef47	91854b3d5938d9b521012b0a8c19d0c23698e0dd8ca879695b36f8d3abf9b2af	external_verified_cds_subset	unique_source_cds	"[""NODE_263_length_12530_cov_0.434881.p2""]"	f7c87bd8e943d30cf6da489da530d9de305b676b43ff907fa2a39d2bde05eb9b	1995	"[""ORF:NODE_263_length_12530_cov_0.434881:2212-4206:-""]"	provisional_orf	retained_unresolved_gene
5014007at2759	F2109901	NODE_384_length_9596_cov_0.282510.p1	6f3c6fba413a45fff444a1d7620e8d84d142f90a9f6d44078e2e9864d40fb0a7	70db98a979ef4b6ae027e10d48ba66b62c64976bb7c0bedfb31fa3a2468c547e	external_verified_cds_subset	unique_source_cds	"[""NODE_384_length_9596_cov_0.282510.p1""]"	60e358db70f89775863f7a23ac291a2ef28602182cf55d058bc2b82814af0781	1617	"[""ORF:NODE_384_length_9596_cov_0.282510:2656-4272:-""]"	provisional_orf	retained_unresolved_gene
5015403at2759	F2109901	NODE_249_length_12946_cov_0.357438.p6	91811c3814d06d90cd6bb8621ff468069f760430209b5a17894bae4402b55800	2515d44f0a10190df28eab1765f78b5e0f0a0278d944e8bdb19037ed0cebb81b	external_verified_cds_subset	unique_source_cds	"[""NODE_249_length_12946_cov_0.357438.p6""]"	17f4c27ba72226aecfe6ce99fd02b1147f69298e1c45df30667ae1d792577f47	1089	"[""ORF:NODE_249_length_12946_cov_0.357438:2675-3763:+""]"	provisional_orf	retained_unresolved_gene
5015647at2759	F2109901	NODE_337_length_10662_cov_0.497207.p1	daa369860e0e3d1cc49eb5ce90c387b556bd33798680a0b5bbcc70f461afbd78	bfb669e667e90882fa498e0f8239e7ec58bb72a6858d2cf0bddbc668c8aa052a	external_verified_cds_subset	unique_source_cds	"[""NODE_337_length_10662_cov_0.497207.p1""]"	bc4754ef6614c92d53c3aeb44ca46bb1ed323f21cd43b1201962836e85b763af	2550	"[""ORF:NODE_337_length_10662_cov_0.497207:602-3151:+""]"	provisional_orf	retained_unresolved_gene
5015712at2759	F2109901	NODE_684_length_5217_cov_0.512505.p1	ccbfbbfcb64ecb8a117ed961a53a167002494c0716bcdfc5e7f4078529129c44	b384e3ba0ae79ef6c27dd4fb978d8d1372b1117558abe02df77cd81f6e07f0d8	external_verified_cds_subset	unique_source_cds	"[""NODE_684_length_5217_cov_0.512505.p1""]"	df1b519dcfb52d651dd36facfd5f0fafcd8bf07d51c73e3795e6cba3dba1aaac	1293	"[""ORF:NODE_684_length_5217_cov_0.512505:925-2217:-""]"	provisional_orf	retained_unresolved_gene
5015742at2759	F2109901	NODE_7_length_48057_cov_0.322240.p7	00a1e84c7c64f6b7f5682f694654fa53ca403ca54a32ffab4db36b8d5c91da94	26757482db4abfbde418fbcaad976fb41a7d78e25a22db034731fc8c4801ffc7	external_verified_cds_subset	unique_source_cds	"[""NODE_7_length_48057_cov_0.322240.p7""]"	0d3cca73ded5cac39c0742b83c6c3d2547f2611992dbb256b9347788cfc3454e	1347	"[""ORF:NODE_7_length_48057_cov_0.322240:38159-39505:-""]"	provisional_orf	retained_unresolved_gene
5015876at2759	F2109901	NODE_56_length_25944_cov_0.235287.p6	c44f11d7c17bd091587dd90f40a1115b256e73f8df8cef676382acc3cc9885a9	9294d1aa05bd28590341c387e2f78f7283e3f2073389d03d993e80c72e73feeb	external_verified_cds_subset	unique_source_cds	"[""NODE_56_length_25944_cov_0.235287.p6""]"	bdeff485a9e8038ff5eeee70c43bc77b356d251024ef62d0ed2d1e1cadb18621	1410	"[""ORF:NODE_56_length_25944_cov_0.235287:15441-16850:-""]"	provisional_orf	retained_unresolved_gene
5017019at2759	F2109901	NODE_1000_length_2351_cov_0.501332.p1	bcf4df92208b62c017d4657bcb0ccc5dc32d13b36ab9213901f9045cd87f0b41	84a4a21994db6106af1ee73a1538a753df88648577d772cbaa2b3c2e75548cbe	external_verified_cds_subset	unique_source_cds	"[""NODE_1000_length_2351_cov_0.501332.p1""]"	20569a4c54e9141f230885b463274ed378491900a543d66be393a58c06e98d7b	1032	"[""ORF:NODE_1000_length_2351_cov_0.501332:487-1518:-""]"	provisional_orf	retained_unresolved_gene
5018803at2759	F2109901	NODE_43_length_28809_cov_0.237200.p4	c71d5c9238109386c9a091dd44d8e2b5938b517c8f745b6abdf89499935a26bd	e8f29ce2ca65f3855d1ceea17056255b971dccf3ad7b1f3ebe0d2187167d0e41	external_verified_cds_subset	unique_source_cds	"[""NODE_43_length_28809_cov_0.237200.p4""]"	4dd8b9b2c42ee18f0441b903159d17e4d3ef2487c765748ad85addc11ff5fac2	2088	"[""ORF:NODE_43_length_28809_cov_0.237200:19409-21496:+""]"	provisional_orf	retained_unresolved_gene
529759at2759	F2109901	NODE_520_length_7308_cov_0.176862.p1	d1a2897d2ba731cdd4a7127751ca7ecd7dbe5174c98bf577d7aaac3a67521e70	e09b8906cd097651597dba33b86302027ff3bcf8c571e52b9bd88aeb7f5124cf	external_verified_cds_subset	unique_source_cds	"[""NODE_520_length_7308_cov_0.176862.p1""]"	d490e88afb6bbaa667ec6a0514546563cb7fdb16359c740ecb4845d95d7a5a53	834	"[""ORF:NODE_520_length_7308_cov_0.176862:1229-2062:-""]"	provisional_orf	retained_unresolved_gene
530014at2759	F2109901	NODE_587_length_6372_cov_0.270524.p1	b4f07b98d6bbfe0269c9faef98627c5317c3b08f4b62399a37d849e622ed8090	261dcaf0335404bc688e70bffc159ec9618c5ff5239f4c12e428c02819fda7ea	external_verified_cds_subset	unique_source_cds	"[""NODE_587_length_6372_cov_0.270524.p1""]"	256814ed4bc802bcaea3b9b2efa1b0744357b08ed8ea25966b15d7e165e70a61	2442	"[""ORF:NODE_587_length_6372_cov_0.270524:308-2749:+""]"	provisional_orf	retained_unresolved_gene
530740at2759	F2109901	NODE_665_length_5410_cov_0.165317.p1	2b3e30312a727299920ac84a2414440100e028c115b3f550b92dfb5ca5f9c63e	cd1cd50e9e0833573828bd1f8b736cf1c2ae49bd0348ed536b3c43d13e312816	external_verified_cds_subset	unique_source_cds	"[""NODE_665_length_5410_cov_0.165317.p1""]"	13c1ece7ccf0dc3665b1d9fd8fa0097e8966d117051443a6ed69b0033e2cf0e9	1647	"[""ORF:NODE_665_length_5410_cov_0.165317:3340-4986:+""]"	provisional_orf	retained_unresolved_gene
538728at2759	F2109901	NODE_44_length_28780_cov_0.148496.p5	3822de2970323d4598a3cb15b1551edf83f6ce2047c83af0d3082bb5dce56900	7bdf52f60aabafeb0d6c6852846204391cf1dc93fc9b981ff66060be8cd4b0f7	external_verified_cds_subset	unique_source_cds	"[""NODE_44_length_28780_cov_0.148496.p5""]"	09c94fd8a191febc9a812e0f90190a07e39af5cbe609f8769cdd9edee5dd5ff9	1263	"[""ORF:NODE_44_length_28780_cov_0.148496:23850-25112:+""]"	provisional_orf	retained_unresolved_gene
539632at2759	F2109901	NODE_16_length_41655_cov_0.272813.p12	e5cf15403b5f51bb1b9949733d458c033554b2f00324a70d4dcc42771bf848f0	5cb3c2cfb20da8840261404b02772efcd10ca89ebf46de10fbcd25c5f76b8035	external_verified_cds_subset	unique_source_cds	"[""NODE_16_length_41655_cov_0.272813.p12""]"	1a8140c4f1a4222e4d374f6331f1b9a0649e27659a2c1c931a843214b9fe808a	927	"[""ORF:NODE_16_length_41655_cov_0.272813:10575-11501:+""]"	provisional_orf	retained_unresolved_gene
540946at2759	F2109901	NODE_299_length_11430_cov_0.261054.p4	4db09db0b827c1f03393f1e7a0814dd3de217270b1ac5abd71e2fc7f3e38eb83	eb69c6fcefa9b4c507a4c643ef365f0942dbe9db957592ee6c88a088dc4b3291	external_verified_cds_subset	unique_source_cds	"[""NODE_299_length_11430_cov_0.261054.p4""]"	06bfdd300f180289a189da055eb954215e9b0145cae6204f4395404034e831e2	1113	"[""ORF:NODE_299_length_11430_cov_0.261054:9647-10759:+""]"	provisional_orf	retained_unresolved_gene
541070at2759	F2109901	NODE_755_length_4533_cov_0.124041.p1	ebda9db941cc9545b025deae94065add40bd0b51df4a3f5df077f448dda8b30b	19114abb33197122f98369882ffdda1d3583493618c69311db8c769abdbb74e5	external_verified_cds_subset	unique_source_cds	"[""NODE_755_length_4533_cov_0.124041.p1""]"	e2e76cd4acad5eedb444c0ba34e8b280c0c063f62f949f137efb5acd9769d08c	669	"[""ORF:NODE_755_length_4533_cov_0.124041:2198-2866:+""]"	provisional_orf	retained_unresolved_gene
554735at2759	F2109901	NODE_11_length_46995_cov_0.451872.p19	9d0f62a1819d1b131d837fa31b380926e30026f37460c7d92ffacab9b2cf06ef	0191628555d1cf0122739972baf809c55a4ed9b1901bfdacb8c3012be098d37c	external_verified_cds_subset	unique_source_cds	"[""NODE_11_length_46995_cov_0.451872.p19""]"	b4a8375371b4e24682632222da78c3a72cb7a5ae29190309d79b6a12e65217ce	750	"[""ORF:NODE_11_length_46995_cov_0.451872:24075-24824:+""]"	provisional_orf	retained_unresolved_gene
649304at2759	F2109901	NODE_932_length_2992_cov_0.336675.p1	80a0567ebbaaa54429fdd3fbb84a33c39053d162a35d60a934102d5c0b6c41af	051572eaf38d15ce022ae76c8ec7a03d7762f62f0ffff02156f06bc37e854ebe	external_verified_cds_subset	unique_source_cds	"[""NODE_932_length_2992_cov_0.336675.p1""]"	4f95e27fa40d3583aaea602fbb2f523c9db60a00922141866b53ea9fe8134069	978	"[""ORF:NODE_932_length_2992_cov_0.336675:779-1756:+""]"	provisional_orf	retained_unresolved_gene
707076at2759	F2109901	NODE_110_length_19453_cov_0.364369.p7	32b0377aaa13f4f1f42de8f30bb888554c3ce87026ccd79fb185a8820d68d289	e357fa31dc0f80f091b1a67b2c9c6f27badb6a19f99a5fedbc5a43978cf5fb65	external_verified_cds_subset	unique_source_cds	"[""NODE_110_length_19453_cov_0.364369.p7""]"	1ceadd5461f84c2aa4d990eecf121b1cd2c28ead2fe0108d3c69cd1a52240d1c	780	"[""ORF:NODE_110_length_19453_cov_0.364369:15996-16775:-""]"	provisional_orf	retained_unresolved_gene
707202at2759	F2109901	NODE_31_length_32452_cov_0.352672.p7	3db3ec5696e28891cd7bf7af33b91ba5ee2e092095e059294fc3b41f2c8ccbfb	7d02391c7eb2bfbee3639ebfdf29c59e1320babb87abe1ec6a57a578b0a43337	external_verified_cds_subset	unique_source_cds	"[""NODE_31_length_32452_cov_0.352672.p7""]"	ad2e258b46be12077353786f135c6c799281b0f653e43a03e1e352886d59e31c	1017	"[""ORF:NODE_31_length_32452_cov_0.352672:17147-18163:+""]"	provisional_orf	retained_unresolved_gene
727964at2759	F2109901	NODE_814_length_3983_cov_0.318229.p2	6034328a73124ee778788e7a7f925e08aa2e6ed8b15532706adc1e71f4237091	3239a0d62a0980ecd1e4a7a0dcbc953c220dbb955931aa1b6f4691541619b1ee	external_verified_cds_subset	unique_source_cds	"[""NODE_814_length_3983_cov_0.318229.p2""]"	e97f60324f86c0769bd09474e81842dfe13957f681a4e865405a12ee2396db84	1146	"[""ORF:NODE_814_length_3983_cov_0.318229:2036-3181:-""]"	provisional_orf	retained_unresolved_gene
760428at2759	F2109901	NODE_213_length_14376_cov_0.499054.p3	8526d3400ee16e5fe16ea7047976ee1498e47e09f7d0aa431c6a6fb022bb71e4	afc218f2f51788362cf38fce0e58e51e083140881811fba293c9f77f5b68de02	external_verified_cds_subset	unique_source_cds	"[""NODE_213_length_14376_cov_0.499054.p3""]"	480f762546565f9e53e6de73b47dc787a319198137532146a8f7286d8a0f508f	1257	"[""ORF:NODE_213_length_14376_cov_0.499054:10291-11547:+""]"	provisional_orf	retained_unresolved_gene
776280at2759	F2109901	NODE_175_length_15885_cov_0.420563.p3	ebaf4da0a2310fcfbb94f721063adc6674c0817bedaf77731eb6807a60baeb5c	57946b1be8329e64517ad410602149d2ee0bd67fab971a03763ea9fb51c98193	external_verified_cds_subset	unique_source_cds	"[""NODE_175_length_15885_cov_0.420563.p3""]"	9a6553b823381c920cc3e6e496b7d9540da8f8f0d0a7dab4029a4aa55bd96ec6	1227	"[""ORF:NODE_175_length_15885_cov_0.420563:1-1227:+""]"	provisional_orf	retained_unresolved_gene
801816at2759	F2109901	NODE_78_length_23131_cov_0.599427.p11	4928b66da24abf54ed1240e19aef8876dd07322d4e5f1a319c0093a0bc4fd219	1e539aa7d8abcbe3ea49717becb849f60fcf397f34e461a0d539d64c761fefe8	external_verified_cds_subset	unique_source_cds	"[""NODE_78_length_23131_cov_0.599427.p11""]"	180fff94c424dd46d2b2b33cc98df4f95c7744606a7dd2feee208fc6ceb47a53	606	"[""ORF:NODE_78_length_23131_cov_0.599427:12414-13019:+""]"	provisional_orf	retained_unresolved_gene
115730at2759	F2020955	NODE_112_length_18534_cov_1.163656.p10	877dbda74e1bc1f6cf69a6c526d6efa8b5cc1e99233ad26c7e07efe2bc201593	b2f65331ba56254b7088384af97ef6a005b82d76db55a8fffac519f0051e4a3f	external_verified_cds_subset	unique_source_cds	"[""NODE_112_length_18534_cov_1.163656.p10""]"	9ac4f0df6608a0b3c042dea7338b5a00a1f772b028bfded94792c987b7d2ba23	786	"[""ORF:NODE_112_length_18534_cov_1.163656:5393-6178:-""]"	provisional_orf	retained_unresolved_gene
129234at2759	F2020955	NODE_22_length_42145_cov_1.310612.p26	ed1248fabbe6892541c4e33e4bf9f971a9740ff7187c5d52f4bcaf20dae5235b	ceb098e74e28ad830974b8c2785e213d86e52ea3f033e3e3635cb88a48b42dc3	external_verified_cds_subset	unique_source_cds	"[""NODE_22_length_42145_cov_1.310612.p26""]"	e45439097821a137ebc1efb1537e41dfd8e5c59fabb5811f22b2be6dbaf0dace	582	"[""ORF:NODE_22_length_42145_cov_1.310612:15493-16074:-""]"	provisional_orf	retained_unresolved_gene
201273at2759	F2020955	NODE_10_length_61504_cov_0.956502.p27	3629a91eea7057539ed908e2fbc51eae22a96662958012e1a634d5bdc26e2092	81db653cc797731a8180c300cb3d815ce8053bdd5ba0ed5529eb982d35a19f8e	external_verified_cds_subset	unique_source_cds	"[""NODE_10_length_61504_cov_0.956502.p27""]"	ab9e87ebf75653b859a36594b27af98a082a9233ab216d85f84a6d87b5376f50	765	"[""ORF:NODE_10_length_61504_cov_0.956502:7969-8733:-""]"	provisional_orf	retained_unresolved_gene
