case_id	marker	genus_label	translation_table	source_strict_taxa	excluded_curated_hybrids	retained_taxa	source_codon_columns	retained_codon_columns	minimum_observed_codons	maximum_observed_codons	marker_copy_caveat	status	selection_status
Candida__5013992at2759__code12	5013992at2759	Candida	12	2	0	2	820	707	707	707	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Amanita__5013992at2759__code1	5013992at2759	Amanita	1	6	0	6	820	800	798	800	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5013992at2759__code1	5013992at2759	Suillus	1	10	0	10	820	804	802	804	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5013992at2759__code1	5013992at2759	Naganishia	1	4	0	4	820	522	522	522	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5013992at2759__code1	5013992at2759	Malassezia	1	5	0	5	820	795	753	795	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5013992at2759__code1	5013992at2759	Microbotryum	1	4	0	4	820	793	793	793	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5013992at2759__code1	5013992at2759	Serendipita	1	2	0	2	820	795	795	795	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5013992at2759__code1	5013992at2759	Tilletia	1	5	0	5	820	808	806	808	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5013992at2759__code1	5013992at2759	Cryptococcus	1	10	0	10	820	804	760	804	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5013992at2759__code1	5013992at2759	Wallemia	1	4	0	4	820	563	563	563	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5013992at2759__code1	5013992at2759	Umbelopsis	1	4	0	4	820	738	738	738	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5014007at2759__code1	5014007at2759	Aspergillus	1	10	0	10	617	590	562	590	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5014007at2759__code1	5014007at2759	Colletotrichum	1	10	0	10	617	602	598	602	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5014007at2759__code1	5014007at2759	Fusarium	1	9	0	9	617	591	591	591	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5014007at2759__code1	5014007at2759	Trichoderma	1	8	0	8	617	571	571	571	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5014007at2759__code1	5014007at2759	Saccharomyces	1	7	0	7	617	560	560	560	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5014007at2759__code1	5014007at2759	Candida	1	0	0	0	617	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5014007at2759__code12	5014007at2759	Candida	12	4	0	4	617	519	519	519	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5014007at2759__code1	5014007at2759	Amanita	1	7	0	7	617	592	582	592	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5014007at2759__code1	5014007at2759	Suillus	1	9	0	9	617	591	503	591	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5014007at2759__code1	5014007at2759	Naganishia	1	4	0	4	617	468	468	468	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5014007at2759__code1	5014007at2759	Malassezia	1	5	0	5	617	564	549	564	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5014007at2759__code1	5014007at2759	Microbotryum	1	3	0	3	617	586	586	586	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Serendipita__5014007at2759__code1	5014007at2759	Serendipita	1	2	0	2	617	590	590	590	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5014007at2759__code1	5014007at2759	Tilletia	1	5	0	5	617	608	602	608	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5014007at2759__code1	5014007at2759	Cryptococcus	1	10	0	10	617	593	531	593	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5014007at2759__code1	5014007at2759	Wallemia	1	4	0	4	617	552	552	552	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5014007at2759__code1	5014007at2759	Umbelopsis	1	4	0	4	617	538	538	538	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5015403at2759__code1	5015403at2759	Aspergillus	1	10	0	10	436	428	424	428	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5015403at2759__code1	5015403at2759	Colletotrichum	1	10	0	10	436	429	426	429	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5015403at2759__code1	5015403at2759	Fusarium	1	10	0	10	436	426	422	426	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5015403at2759__code1	5015403at2759	Trichoderma	1	9	0	9	436	430	423	430	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5015403at2759__code1	5015403at2759	Saccharomyces	1	7	0	7	436	424	424	424	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5015403at2759__code1	5015403at2759	Candida	1	0	0	0	436	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5015403at2759__code12	5015403at2759	Candida	12	4	0	4	436	415	415	415	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5015403at2759__code1	5015403at2759	Amanita	1	7	0	7	436	410	311	410	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5015403at2759__code1	5015403at2759	Suillus	1	10	0	10	436	419	392	419	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5015403at2759__code1	5015403at2759	Naganishia	1	4	0	4	436	268	268	268	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5015403at2759__code1	5015403at2759	Malassezia	1	5	0	5	436	376	258	376	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5015403at2759__code1	5015403at2759	Microbotryum	1	4	0	4	436	422	422	422	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5015403at2759__code1	5015403at2759	Serendipita	1	2	0	2	436	401	401	401	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5015403at2759__code1	5015403at2759	Tilletia	1	5	0	5	436	423	396	423	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5015403at2759__code1	5015403at2759	Cryptococcus	1	10	0	10	436	413	311	413	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5015403at2759__code1	5015403at2759	Wallemia	1	4	0	4	436	268	268	268	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5015403at2759__code1	5015403at2759	Umbelopsis	1	4	0	4	436	401	401	401	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5015647at2759__code1	5015647at2759	Aspergillus	1	10	0	10	893	864	819	864	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5015647at2759__code1	5015647at2759	Colletotrichum	1	10	0	10	893	866	860	866	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5015647at2759__code1	5015647at2759	Fusarium	1	10	0	10	893	871	869	871	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5015647at2759__code1	5015647at2759	Trichoderma	1	9	0	9	893	868	856	868	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5015647at2759__code1	5015647at2759	Saccharomyces	1	8	1	7	893	844	841	844	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5015647at2759__code12	5015647at2759	Candida	12	4	0	4	893	803	803	803	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5015647at2759__code1	5015647at2759	Amanita	1	7	0	7	893	867	864	867	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5015647at2759__code1	5015647at2759	Suillus	1	9	0	9	893	860	843	860	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5015647at2759__code1	5015647at2759	Naganishia	1	3	0	3	893	844	844	844	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5015647at2759__code1	5015647at2759	Malassezia	1	5	0	5	893	804	792	804	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5015647at2759__code1	5015647at2759	Microbotryum	1	4	0	4	893	845	845	845	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5015647at2759__code1	5015647at2759	Serendipita	1	2	0	2	893	836	836	836	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5015647at2759__code1	5015647at2759	Tilletia	1	5	0	5	893	850	845	850	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5015647at2759__code1	5015647at2759	Cryptococcus	1	10	0	10	893	862	855	862	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5015647at2759__code1	5015647at2759	Wallemia	1	4	0	4	893	822	822	822	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5015647at2759__code1	5015647at2759	Umbelopsis	1	4	0	4	893	800	800	800	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5015712at2759__code1	5015712at2759	Aspergillus	1	10	0	10	503	478	476	478	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5015712at2759__code1	5015712at2759	Colletotrichum	1	10	0	10	503	479	474	479	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5015712at2759__code1	5015712at2759	Fusarium	1	10	0	10	503	481	480	481	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5015712at2759__code1	5015712at2759	Trichoderma	1	9	0	9	503	480	480	480	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5015712at2759__code1	5015712at2759	Saccharomyces	1	7	0	7	503	423	423	423	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5015712at2759__code1	5015712at2759	Candida	1	1	0	1	503	402	402	402	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5015712at2759__code12	5015712at2759	Candida	12	4	0	4	503	395	395	395	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5015712at2759__code1	5015712at2759	Amanita	1	6	0	6	503	484	483	484	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5015712at2759__code1	5015712at2759	Suillus	1	10	0	10	503	488	460	488	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5015712at2759__code1	5015712at2759	Naganishia	1	4	0	4	503	465	465	465	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5015712at2759__code1	5015712at2759	Malassezia	1	5	0	5	503	470	463	470	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5015712at2759__code1	5015712at2759	Microbotryum	1	4	0	4	503	476	476	476	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5015712at2759__code1	5015712at2759	Serendipita	1	2	0	2	503	479	479	479	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5015712at2759__code1	5015712at2759	Tilletia	1	5	0	5	503	490	484	490	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5015712at2759__code1	5015712at2759	Cryptococcus	1	10	0	10	503	478	467	478	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5015712at2759__code1	5015712at2759	Wallemia	1	4	0	4	503	473	473	473	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5015712at2759__code1	5015712at2759	Umbelopsis	1	4	0	4	503	477	477	477	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5015742at2759__code1	5015742at2759	Aspergillus	1	10	0	10	488	474	462	474	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5015742at2759__code1	5015742at2759	Colletotrichum	1	10	0	10	488	482	481	482	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5015742at2759__code1	5015742at2759	Fusarium	1	10	0	10	488	480	479	480	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5015742at2759__code1	5015742at2759	Trichoderma	1	9	0	9	488	479	479	479	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5015742at2759__code1	5015742at2759	Saccharomyces	1	8	1	7	488	435	435	435	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5015742at2759__code1	5015742at2759	Candida	1	1	0	1	488	402	402	402	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5015742at2759__code12	5015742at2759	Candida	12	4	0	4	488	344	344	344	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5015742at2759__code1	5015742at2759	Amanita	1	7	0	7	488	469	406	469	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5015742at2759__code1	5015742at2759	Suillus	1	10	0	10	488	475	473	475	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5015742at2759__code1	5015742at2759	Naganishia	1	4	0	4	488	478	478	478	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5015742at2759__code1	5015742at2759	Malassezia	1	5	0	5	488	459	423	459	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5015742at2759__code1	5015742at2759	Microbotryum	1	4	0	4	488	471	471	471	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5015742at2759__code1	5015742at2759	Serendipita	1	0	0	0	488	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5015742at2759__code1	5015742at2759	Tilletia	1	5	0	5	488	475	472	475	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5015742at2759__code1	5015742at2759	Cryptococcus	1	10	0	10	488	453	451	453	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5015742at2759__code1	5015742at2759	Wallemia	1	4	0	4	488	467	467	467	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5015742at2759__code1	5015742at2759	Umbelopsis	1	4	0	4	488	470	470	470	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5015876at2759__code1	5015876at2759	Aspergillus	1	10	0	10	531	514	513	514	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5015876at2759__code1	5015876at2759	Colletotrichum	1	9	0	9	531	525	524	525	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5015876at2759__code1	5015876at2759	Fusarium	1	10	0	10	531	525	525	525	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5015876at2759__code1	5015876at2759	Trichoderma	1	9	0	9	531	525	525	525	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5015876at2759__code1	5015876at2759	Saccharomyces	1	7	0	7	531	505	505	505	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5015876at2759__code1	5015876at2759	Candida	1	0	0	0	531	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5015876at2759__code12	5015876at2759	Candida	12	4	0	4	531	494	494	494	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5015876at2759__code1	5015876at2759	Amanita	1	7	0	7	531	505	485	505	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5015876at2759__code1	5015876at2759	Suillus	1	8	0	8	531	490	463	490	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5015876at2759__code1	5015876at2759	Naganishia	1	4	0	4	531	210	210	210	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5015876at2759__code1	5015876at2759	Malassezia	1	5	0	5	531	503	502	503	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5015876at2759__code1	5015876at2759	Microbotryum	1	3	0	3	531	504	504	504	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Serendipita__5015876at2759__code1	5015876at2759	Serendipita	1	2	0	2	531	437	437	437	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5015876at2759__code1	5015876at2759	Tilletia	1	4	0	4	531	486	486	486	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5015876at2759__code1	5015876at2759	Cryptococcus	1	10	0	10	531	504	504	504	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5015876at2759__code1	5015876at2759	Wallemia	1	4	0	4	531	312	312	312	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5015876at2759__code1	5015876at2759	Umbelopsis	1	3	0	3	531	489	489	489	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__5017019at2759__code1	5017019at2759	Aspergillus	1	10	0	10	413	390	387	390	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5017019at2759__code1	5017019at2759	Colletotrichum	1	10	0	10	413	399	377	399	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5017019at2759__code1	5017019at2759	Fusarium	1	10	0	10	413	398	398	398	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5017019at2759__code1	5017019at2759	Trichoderma	1	10	0	10	413	398	398	398	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5017019at2759__code1	5017019at2759	Saccharomyces	1	7	0	7	413	387	387	387	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5017019at2759__code12	5017019at2759	Candida	12	4	0	4	413	396	396	396	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5017019at2759__code1	5017019at2759	Amanita	1	7	0	7	413	396	344	396	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5017019at2759__code1	5017019at2759	Suillus	1	10	0	10	413	386	386	386	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5017019at2759__code1	5017019at2759	Naganishia	1	4	0	4	413	392	392	392	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5017019at2759__code1	5017019at2759	Malassezia	1	5	0	5	413	384	371	384	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5017019at2759__code1	5017019at2759	Microbotryum	1	4	0	4	413	397	397	397	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5017019at2759__code1	5017019at2759	Serendipita	1	2	0	2	413	402	402	402	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5017019at2759__code1	5017019at2759	Tilletia	1	5	0	5	413	399	398	399	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5017019at2759__code1	5017019at2759	Cryptococcus	1	10	0	10	413	398	396	398	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5017019at2759__code1	5017019at2759	Wallemia	1	4	0	4	413	385	385	385	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5017019at2759__code1	5017019at2759	Umbelopsis	1	3	0	3	413	392	392	392	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__5018803at2759__code1	5018803at2759	Aspergillus	1	10	0	10	930	884	875	884	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5018803at2759__code1	5018803at2759	Colletotrichum	1	10	0	10	930	842	831	842	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5018803at2759__code1	5018803at2759	Fusarium	1	10	0	10	930	837	833	837	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5018803at2759__code1	5018803at2759	Trichoderma	1	10	0	10	930	842	804	842	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5018803at2759__code1	5018803at2759	Saccharomyces	1	8	1	7	930	850	848	850	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5018803at2759__code1	5018803at2759	Candida	1	0	0	0	930	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5018803at2759__code12	5018803at2759	Candida	12	4	0	4	930	812	812	812	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5018803at2759__code1	5018803at2759	Amanita	1	6	0	6	930	690	665	690	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5018803at2759__code1	5018803at2759	Suillus	1	10	0	10	930	726	706	726	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5018803at2759__code1	5018803at2759	Naganishia	1	3	0	3	930	853	853	853	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5018803at2759__code1	5018803at2759	Malassezia	1	5	0	5	930	824	812	823	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5018803at2759__code1	5018803at2759	Microbotryum	1	4	0	4	930	708	708	708	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5018803at2759__code1	5018803at2759	Serendipita	1	2	0	2	930	637	637	637	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5018803at2759__code1	5018803at2759	Tilletia	1	4	0	4	930	747	747	747	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5018803at2759__code1	5018803at2759	Cryptococcus	1	10	0	10	930	845	832	845	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5018803at2759__code1	5018803at2759	Wallemia	1	4	0	4	930	791	791	791	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5018803at2759__code1	5018803at2759	Umbelopsis	1	4	0	4	930	787	787	787	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__529759at2759__code1	529759at2759	Aspergillus	1	10	0	10	245	243	243	243	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__529759at2759__code1	529759at2759	Colletotrichum	1	10	0	10	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__529759at2759__code1	529759at2759	Fusarium	1	10	0	10	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__529759at2759__code1	529759at2759	Trichoderma	1	10	0	10	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__529759at2759__code1	529759at2759	Saccharomyces	1	7	0	7	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__529759at2759__code12	529759at2759	Candida	12	4	0	4	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__529759at2759__code1	529759at2759	Amanita	1	7	0	7	245	245	245	245	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__529759at2759__code1	529759at2759	Suillus	1	10	0	10	245	245	245	245	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__529759at2759__code1	529759at2759	Naganishia	1	3	0	3	245	245	245	245	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__529759at2759__code1	529759at2759	Malassezia	1	5	0	5	245	245	245	245	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__529759at2759__code1	529759at2759	Microbotryum	1	4	0	4	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__529759at2759__code1	529759at2759	Serendipita	1	2	0	2	245	245	245	245	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__529759at2759__code1	529759at2759	Tilletia	1	5	0	5	245	245	245	245	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__529759at2759__code1	529759at2759	Cryptococcus	1	10	0	10	245	245	245	245	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__529759at2759__code1	529759at2759	Wallemia	1	4	0	4	245	244	244	244	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__529759at2759__code1	529759at2759	Umbelopsis	1	3	0	3	245	245	245	245	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__530014at2759__code1	530014at2759	Aspergillus	1	10	0	10	862	853	803	853	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__530014at2759__code1	530014at2759	Colletotrichum	1	9	0	9	862	853	852	853	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__530014at2759__code1	530014at2759	Fusarium	1	9	0	9	862	850	850	850	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__530014at2759__code1	530014at2759	Trichoderma	1	9	0	9	862	849	848	849	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
