manual_review_rank	species_a	species_b	marker	taxon_a	taxon_b	same_model_coordinates	pfam_accession	pfam_name	hit_a	hit_b	domain_a_start	domain_a_end	domain_b_start	domain_b_end	domain_shared_positions	domain_compared_residues	whole_marker_compared_residues	whole_marker_rmsd_angstrom	domain_sites_under_whole_marker_fit_rmsd_angstrom	domain_own_fit_rmsd_angstrom	domain_fit_improvement_angstrom	domain_uncorrected_sequence_difference	local_distance_pairs	local_mean_absolute_distance_change_angstrom	pae10_local_pairs	pae10_local_pair_fraction	pae10_local_mean_absolute_distance_change_angstrom
546	Fusarium musae	Phyllachora maydis	4985971at2759	F1042133	F1825666	False	PF03029.24	ATP_bind_1	H00029464	H00147742	21	284	21	299	237	233	273	0.5085321829210933	0.2982303743525157	0.23635667642543048	0.06187369792708522	0.15021459227467812	5271	0.10663300940755921	5271	1.0	0.10663300940755921
547	Fusarium verticillioides	Phyllachora maydis	4985971at2759	F117187	F1825666	False	PF03029.24	ATP_bind_1	H00029464	H00147742	21	284	21	299	237	233	273	0.5085321829210933	0.2982303743525157	0.23635667642543048	0.06187369792708522	0.15021459227467812	5271	0.10663300940755921	5271	1.0	0.10663300940755921
548	Sporothrix schenckii	Pseudovirgaria hyperparasitica	730114at2759	F29908	F470096	False	PF00408.27	PGM_PMM_IV	H00071351	H00070297	459	533	485	530	46	44	521	0.8710631035992601	0.3159664293769108	0.25439557756895576	0.06157085180795502	0.3409090909090909	553	0.15036914399514423	553	1.0	0.15036914399514423
549	Pleurostoma richardsiae	Pseudovirgaria hyperparasitica	5001941at2759	F41990	F470096	False	PF04130.19	GCP_C_terminal	H00092257	H00040324	529	910	333	704	239	220	453	1.5399523297677558	2.0687323373047413	2.0084814756840386	0.0602508616207027	0.3090909090909091	4390	0.3344281499676681	4384	0.9986332574031891	0.328575171614669
550	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4969018at2759	F470096	F4918	False	PF01509.24	TruB_N	H00080850	H00163140	85	202	80	196	114	114	348	0.7338965200302048	0.9903142469579946	0.9305226576525898	0.059791589305404846	0.17543859649122806	1589	0.16197497452677276	1589	1.0	0.16197497452677276
551	Phyllachora maydis	Sporothrix schenckii	730114at2759	F1825666	F29908	False	PF21404.4	AMG1_III	H00150042	H00071350	310	448	304	443	138	138	522	0.6252258966866159	0.4611802009027782	0.40155661897589023	0.05962358192688799	0.2246376811594203	3058	0.14845236724746858	3058	1.0	0.14845236724746858
552	Fusarium verticillioides	Lineolata rhizophorae	4988239at2759	F117187	F578093	False	PF05127.22	NAT10_TcmA_helicase	H00084626	H00065100	282	495	283	498	195	167	760	0.7724742175164974	0.4142501161578668	0.354864579977268	0.059385536180598775	0.11976047904191617	3194	0.10495790695027808	3194	1.0	0.10495790695027808
553	Tuber melanosporum	Pseudovirgaria hyperparasitica	5013738at2759	F39416	F470096	False	PF22891.3	KH_PNO1_2nd	H00093450	H00022058	166	249	255	338	83	83	168	0.42036703752425986	0.3533735782034793	0.2958775308691566	0.05749604733432273	0.20481927710843373	1529	0.1332409794977956	1522	0.9954218443427076	0.13354698248306274
554	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	730114at2759	F470096	F4918	False	PF21404.4	AMG1_III	H00070296	H00091669	301	440	305	439	134	134	513	0.9802497144534892	0.8322008346431949	0.7758105190748278	0.056390315568367155	0.4701492537313433	2961	0.3151018727589306	2961	1.0	0.3151018727589306
555	Cercospora beticola	Pseudovirgaria hyperparasitica	5015647at2759	F122368	F470096	False	PF17207.10	MCM_OB	H00025803	H00081287	243	372	234	362	124	121	449	0.2848001770788981	0.28841946425752907	0.23253944544570257	0.0558800188118265	0.15702479338842976	1781	0.08999777697913111	1781	1.0	0.08999777697913111
556	Pachysolen tannophilus	Waltiozyma pijperi	4843824at2759	F4918	F599730	False	PF08292.19	RNA_pol_Rbc25	H00034407	H00122064	83	221	83	199	114	92	174	0.4212484171074597	0.45900804160926983	0.40378359412273235	0.05522444748653749	0.29347826086956524	1695	0.13850040810532438	1694	0.9994100294985251	0.13832987267877342
557	Fusarium pseudograminearum	Pseudovirgaria hyperparasitica	319730at2759	F101028	F470096	False	PF00587.31	tRNA-synt_2b	H00034791	H00159459	230	415	225	415	173	166	385	1.8033306664774211	1.2225823427407152	1.1674199184203233	0.05516242432039187	0.18674698795180722	3354	0.10988994914289704	3350	0.9988073941562313	0.1097918535467457
558	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5006326at2759	F470096	F4918	False	PF17759.7	tRNA_synthFbeta	H00026401	H00111094	372	602	381	585	184	184	538	2.376050265163798	1.0195857611340826	0.9644410456910878	0.05514471544299482	0.46195652173913043	4024	0.2651531460316104	4024	1.0	0.2651531460316104
559	Fusarium verticillioides	Pachysolen tannophilus	4988239at2759	F117187	F4918	False	PF08351.19	TmcA_N	H00084625	H00071205	9	202	9	202	191	171	767	0.5384128178694944	0.5932022888586181	0.5389414738440701	0.05426081501454805	0.2573099415204678	3242	0.18686224061767076	3241	0.999691548426897	0.18680421723450355
560	Fusarium verticillioides	Pachysolen tannophilus	4988239at2759	F117187	F4918	False	PF05127.22	NAT10_TcmA_helicase	H00084626	H00071206	282	495	281	496	195	167	767	0.5384128178694944	0.4521772958349753	0.39871625163643554	0.05346104419853975	0.20359281437125748	3184	0.1292995771017679	3184	1.0	0.1292995771017679
561	Saccharomyces kudriavzevii	Pachysolen tannophilus	4977163at2759	F114524	F4918	False	PF05916.17	Sld5	H00094099	H00000595	94	197	75	173	87	87	121	1.0619733023841744	0.4203173956083186	0.36770201549623377	0.05261538011208483	0.5172413793103449	1308	0.20211909120253468	1308	1.0	0.20211909120253468
562	Neolecta irregularis	Pachysolen tannophilus	115730at2759	F48691	F4918	False	PF17903.8	KH_KRR1_1st	H00099068	H00121304	56	136	39	119	79	79	227	0.6359493126790583	0.5309969129722691	0.48027725375795055	0.05071965921431859	0.22784810126582278	1434	0.13160058634667754	1434	1.0	0.13160058634667754
563	Coniochaeta ligniaria	Pachysolen tannophilus	4988239at2759	F177197	F4918	False	PF08351.19	TmcA_N	H00075660	H00071205	9	202	9	202	191	166	752	0.6075654298742766	0.5898516625174404	0.5408784641361899	0.04897319838125047	0.24096385542168675	3205	0.18648722951039173	3204	0.9996879875195008	0.18641040214101148
564	Saccharomyces uvarum	Pachysolen tannophilus	5013259at2759	F230603	F4918	False	PF01246.27	Ribosomal_L24e	H00073371	H00031091	1	65	1	65	65	65	144	0.16837489202305028	0.10813548205043051	0.05975517049698793	0.04838031155344258	0.03076923076923077	843	0.034027066704914226	843	1.0	0.034027066704914226
565	Tuber melanosporum	Williopsis jadinii	5013738at2759	F39416	F4903	False	PF22891.3	KH_PNO1_2nd	H00093450	H00128937	166	249	171	254	83	83	168	0.7712959177105927	0.38138396229774174	0.3335134358886604	0.04787052640908135	0.10843373493975904	1530	0.15122301655046375	1523	0.9954248366013072	0.15175250843767812
566	Aspergillus nidulans	Pseudovirgaria hyperparasitica	5001941at2759	F162425	F470096	False	PF04130.19	GCP_C_terminal	H00051083	H00040324	507	868	333	704	272	245	478	1.1293945030678032	1.1469623510229383	1.0995456356357554	0.04741671538718295	0.3224489795918367	5050	0.25552899622405145	5039	0.9978217821782178	0.24032629748418144
567	Ogataea parapolymorpha	Saccharomyces uvarum	4843824at2759	F1005962	F230603	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00096645	83	205	83	211	114	96	178	0.5296710644802543	0.6067928056921175	0.5602335910417298	0.046559214650387704	0.3333333333333333	1735	0.19199253106156744	1732	0.9982708933717579	0.19122028590778384
568	Tuber melanosporum	Botrytis cinerea	5013738at2759	F39416	F40559	False	PF22891.3	KH_PNO1_2nd	H00093450	H00086860	166	249	167	250	83	83	168	0.31718435500792314	0.3176514759844274	0.27195761920078587	0.04569385678364152	0.12048192771084337	1523	0.11403120989475572	1516	0.9954038082731451	0.11430770298489144
569	Pachysolen tannophilus	Aspergillus flavus	4843824at2759	F4918	F5059	False	PF08292.19	RNA_pol_Rbc25	H00034407	H00102254	83	221	83	193	111	96	178	0.7817765980273262	0.9391586962707958	0.8934999097890733	0.0456587864817225	0.5833333333333334	1770	0.25041692205814736	1770	1.0	0.25041692205814736
570	Pachysolen tannophilus	Aspergillus oryzae	4843824at2759	F4918	F5062	False	PF08292.19	RNA_pol_Rbc25	H00034407	H00102254	83	221	83	193	111	96	178	0.7817765980273262	0.9391586962707958	0.8934999097890733	0.0456587864817225	0.5833333333333334	1770	0.25041692205814736	1770	1.0	0.25041692205814736
571	Fusarium musae	Ascochyta rabiei	4867008at2759	F1042133	F5454	False	PF17832.8	Pre-PUA	H00033719	H00020365	2	87	2	86	85	85	174	0.7689596064880588	0.9083327220456532	0.8631008775163515	0.045231844529301735	0.47058823529411764	1427	0.3265179864399506	1427	1.0	0.3265179864399506
572	Fusarium verticillioides	Ascochyta rabiei	4867008at2759	F117187	F5454	False	PF17832.8	Pre-PUA	H00033719	H00020365	2	87	2	86	85	85	174	0.7689596064880588	0.9083327220456532	0.8631008775163515	0.045231844529301735	0.47058823529411764	1427	0.3265179864399506	1427	1.0	0.3265179864399506
573	Ogataea parapolymorpha	Waltiozyma pijperi	4843824at2759	F1005962	F599730	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00122064	83	205	83	199	114	92	174	0.3370926150835679	0.36673410354988517	0.3225021841181138	0.04423191943177135	0.32608695652173914	1698	0.13556288424615295	1697	0.9994110718492344	0.13542020294560606
574	Pseudovirgaria hyperparasitica	Saccharomyces cerevisiae	4823929at2759	F470096	F4932	False	PF16575.12	CLP1_P	H00140538	H00084928	156	359	130	335	189	183	383	1.9015336185022402	1.8324136388931274	1.7885652224766724	0.04384841641645498	0.644808743169399	3955	0.7887828521482237	3955	1.0	0.7887828521482237
575	Paracoccidioides lutzii	Pachysolen tannophilus	4969018at2759	F1048829	F4918	False	PF01509.24	TruB_N	H00156295	H00163140	86	203	80	196	114	114	349	0.7654570330290175	1.0236202096202365	0.9802761256427026	0.043344083977533865	0.15789473684210525	1597	0.2313280207601275	1597	1.0	0.2313280207601275
576	Pseudovirgaria hyperparasitica	Colletotrichum higginsianum	4823929at2759	F470096	F80884	False	PF16575.12	CLP1_P	H00140538	H00118829	156	359	133	340	189	183	384	2.087807768758199	1.2339369360433456	1.1907556613617467	0.043181274681598936	0.4918032786885246	3904	0.5387355683853827	3904	1.0	0.5387355683853827
577	Sporothrix schenckii	Pseudovirgaria hyperparasitica	730114at2759	F29908	F470096	False	PF21404.4	AMG1_III	H00071350	H00070296	304	443	301	440	139	139	521	0.8710631035992601	0.5155352236689702	0.4733858595221422	0.04214936414682802	0.26618705035971224	3113	0.1898429443059782	3113	1.0	0.1898429443059782
578	Pachysolen tannophilus	Saccharomyces cerevisiae	4823929at2759	F4918	F4932	False	PF16575.12	CLP1_P	H00104584	H00084928	158	361	130	335	189	185	395	2.733515109210465	1.832882063877008	1.7915614095743333	0.04132065430267473	0.5891891891891892	3959	0.6705222212825241	3958	0.9997474109623642	0.6682867591978701
579	Pseudovirgaria hyperparasitica	Plenodomus lingam	5013738at2759	F470096	F5022	False	PF22891.3	KH_PNO1_2nd	H00022058	H00153322	255	338	167	249	82	82	169	0.36989741581874036	0.31374374322529885	0.27334366462073995	0.04040007860455891	0.12195121951219512	1495	0.125312649059159	1481	0.9906354515050168	0.12364621225338875
580	Pachysolen tannophilus	Lineolata rhizophorae	4988239at2759	F4918	F578093	False	PF08351.19	TmcA_N	H00071205	H00065099	9	202	9	202	191	169	753	0.5116046426191891	0.40068448539063656	0.3621664433641958	0.03851804202644077	0.22485207100591717	3206	0.16717551771129435	3206	1.0	0.16717551771129435
581	Saccharomyces uvarum	Pachysolen tannophilus	4843824at2759	F230603	F4918	False	PF08292.19	RNA_pol_Rbc25	H00096645	H00034407	83	211	83	221	114	97	179	0.5140919032600615	0.5898162643835798	0.5513960974361721	0.038420166947407686	0.3711340206185567	1737	0.18144733267773508	1734	0.998272884283247	0.18036712400724528
582	Fusarium pseudograminearum	Pachysolen tannophilus	319730at2759	F101028	F4918	False	PF02403.28	Seryl_tRNA_N	H00034790	H00122909	1	111	1	112	91	91	390	1.9283316999284115	3.5244183692855975	3.486082731858556	0.03833563742704138	0.5934065934065934	1234	1.7662650025547781	1234	1.0	1.7662650025547781
583	Tuber melanosporum	Plenodomus lingam	5013738at2759	F39416	F5022	False	PF22891.3	KH_PNO1_2nd	H00093450	H00153322	166	249	167	249	82	82	168	0.2078484430729053	0.20763185993743263	0.16929657699737552	0.038335282940057114	0.18292682926829268	1493	0.08941784430189319	1479	0.9906229068988613	0.08843017451433328
584	Magnusiomyces paraingens	Lepidopterella palustris	5001280at2759	F2606893	F741139	False	PF08142.19	AARP2CN	H00128877	H00024033	196	259	244	312	63	56	337	2.998756904894419	0.8832005049720257	0.8451265322710889	0.03807397270093682	0.6071428571428571	636	0.41336211554115315	636	1.0	0.41336211554115315
585	Ogataea parapolymorpha	Pachysolen tannophilus	4843824at2759	F1005962	F4918	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00034406	8	64	8	63	56	56	180	0.4082563974414522	0.2792750193535489	0.2413414118067672	0.03793360754678174	0.3392857142857143	600	0.13363663260714317	600	1.0	0.13363663260714317
586	Lepraria neglecta	Pseudovirgaria hyperparasitica	730114at2759	F209136	F470096	False	PF21405.3	AMG1_II	H00060005	H00070295	186	290	188	287	99	99	521	0.7181489871965338	1.2097834335295001	1.1723815573808427	0.03740187614865742	0.25252525252525254	1640	0.3330728624034171	1640	1.0	0.3330728624034171
587	Saccharomyces kudriavzevii	Ascoidea rubescens	4977163at2759	F114524	F54195	False	PF05916.17	Sld5	H00094099	H00111340	94	197	75	178	87	85	119	1.5699725250824368	1.3756564236535858	1.3383388085409367	0.03731761511264908	0.5058823529411764	1304	0.42713294063246765	1303	0.9992331288343558	0.4268724544621631
588	Venustampulla echinocandica	Pseudovirgaria hyperparasitica	4900375at2759	F2656787	F470096	False	PF05916.17	Sld5	H00118969	H00108663	75	151	82	151	64	64	121	1.291568087516258	1.0040143108261628	0.9680543452570569	0.035959965569105856	0.46875	650	0.4141076393106268	650	1.0	0.4141076393106268
589	Phyllachora maydis	Sporothrix schenckii	730114at2759	F1825666	F29908	False	PF21405.3	AMG1_II	H00150041	H00071349	210	294	201	289	83	83	522	0.6252258966866159	0.3659947582257312	0.3311904146496303	0.034804343576100905	0.14457831325301204	1358	0.12191598618878532	1358	1.0	0.12191598618878532
590	Botrytis cinerea	Pseudovirgaria hyperparasitica	5013738at2759	F40559	F470096	False	PF22891.3	KH_PNO1_2nd	H00086860	H00022058	167	250	255	338	83	83	170	0.27414082284383584	0.15720263767037573	0.12240225025101449	0.03480038741936124	0.0963855421686747	1517	0.06852219310686355	1513	0.997363216875412	0.06842396108828075
591	Lepraria neglecta	Pachysolen tannophilus	730114at2759	F209136	F4918	False	PF21405.3	AMG1_II	H00060005	H00091668	186	290	178	291	100	100	517	1.160455919062367	2.005764762919735	1.9714285257838613	0.03433623713587375	0.57	1679	0.7551180393214936	1679	1.0	0.7551180393214936
592	Williopsis jadinii	Plenodomus lingam	5013738at2759	F4903	F5022	False	PF22891.3	KH_PNO1_2nd	H00128937	H00153322	171	254	167	249	82	82	169	0.7591396894607372	0.3465467392160539	0.3135584867830566	0.0329882524329973	0.18292682926829268	1499	0.14676440246578765	1485	0.9906604402935291	0.14555449319627248
593	Tuber melanosporum	Pachysolen tannophilus	5013738at2759	F39416	F4918	False	PF22891.3	KH_PNO1_2nd	H00093450	H00104562	166	249	189	272	83	83	168	0.3910695812382791	0.4111567203257277	0.3789641155699001	0.03219260475582758	0.1927710843373494	1528	0.172207595867431	1521	0.9954188481675392	0.17244135422498552
594	Pachysolen tannophilus	Ascoidea rubescens	4977163at2759	F4918	F54195	False	PF05916.17	Sld5	H00000595	H00111340	75	173	75	178	87	85	139	1.4587644371664408	1.4254001495083486	1.39444878032874	0.030951369179608612	0.47058823529411764	1311	0.43390015023657336	1310	0.9992372234935164	0.4334894973544283
595	Pachysolen tannophilus	Aspergillus flavus	4900375at2759	F4918	F5059	False	PF05916.17	Sld5	H00114094	H00067277	80	150	62	182	67	65	154	3.6107176393286258	3.441252864837052	3.4106614636948107	0.03059140114224146	0.7384615384615385	648	0.6241518140587862	640	0.9876543209876543	0.5878961538018984
596	Hansenula anomala	Trichoderma citrinoviride	5013539at2759	F4927	F58853	False	PF04427.24	Brix	H00056103	H00038245	33	217	35	233	169	167	220	0.44911020172053456	0.46039174459123594	0.4308218047841204	0.02956993980711553	0.2754491017964072	3386	0.1439928756350865	3386	1.0	0.1439928756350865
597	Aspergillus flavus	Waltiozyma pijperi	4843824at2759	F5059	F599730	False	PF08292.19	RNA_pol_Rbc25	H00102254	H00122064	83	193	83	199	111	92	174	0.6957447206638255	0.839304607176485	0.8101634131797277	0.029141193996757297	0.6195652173913043	1716	0.2517728263108794	1715	0.9994172494172494	0.2501695475817849
598	Aspergillus oryzae	Waltiozyma pijperi	4843824at2759	F5062	F599730	False	PF08292.19	RNA_pol_Rbc25	H00102254	H00122064	83	193	83	199	111	92	174	0.6957447206638255	0.839304607176485	0.8101634131797277	0.029141193996757297	0.6195652173913043	1716	0.2517728263108794	1715	0.9994172494172494	0.2501695475817849
599	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	260326at2759	F470096	F4918	False	PF03876.23	SHS2_Rpb7-N	H00152958	H00015058	9	62	9	66	52	52	150	1.6483978496818719	1.9660045257522702	1.9373315232682757	0.028673002483994514	0.5961538461538461	528	0.6156970430476336	525	0.9943181818181818	0.602054901629821
600	Saccharomycopsis crataegensis	Pachysolen tannophilus	5003856at2759	F43959	F4918	False	PF21266.4	S1_RRP4	H00131144	H00045206	80	152	89	161	71	67	173	0.6502529587849032	0.5191046250914887	0.4904834235851642	0.028621201506324467	0.208955223880597	977	0.10462975212471239	977	1.0	0.10462975212471239
601	Sporothrix schenckii	Pachysolen tannophilus	730114at2759	F29908	F4918	False	PF21405.3	AMG1_II	H00071349	H00091668	201	289	178	291	85	85	517	1.2774286627044666	2.561287649241785	2.534066813205771	0.027220836036013996	0.6235294117647059	1416	0.8652816908139944	1416	1.0	0.8652816908139944
602	Ogataea parapolymorpha	Pachysolen tannophilus	4843824at2759	F1005962	F4918	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00034407	83	205	83	221	114	98	180	0.4082563974414522	0.49690706441373805	0.4706782716605873	0.026228792753150765	0.22448979591836735	1756	0.11269980285298209	1756	1.0	0.11269980285298209
603	Colletotrichum costaricense	Gomphillus americanus	5000476at2759	F1209916	F1940652	False	PF01399.34	PCI	H00116531	H00155911	371	443	345	420	69	68	301	0.2223551526565552	0.22576115806670446	0.2001080370107636	0.025653121055940864	0.22058823529411764	844	0.0771165217561404	844	1.0	0.0771165217561404
604	Colletotrichum tamarilloi	Gomphillus americanus	5000476at2759	F1209934	F1940652	False	PF01399.34	PCI	H00116531	H00155911	371	443	345	420	69	68	301	0.2223551526565552	0.22576115806670446	0.2001080370107636	0.025653121055940864	0.22058823529411764	844	0.0771165217561404	844	1.0	0.0771165217561404
605	Colletotrichum lupini	Gomphillus americanus	5000476at2759	F145971	F1940652	False	PF01399.34	PCI	H00116531	H00155911	371	443	345	420	69	68	301	0.2223551526565552	0.22576115806670446	0.2001080370107636	0.025653121055940864	0.22058823529411764	844	0.0771165217561404	844	1.0	0.0771165217561404
606	Colletotrichum abscissum	Gomphillus americanus	5000476at2759	F1671311	F1940652	False	PF01399.34	PCI	H00116531	H00155911	371	443	345	420	69	68	301	0.2223551526565552	0.22576115806670446	0.2001080370107636	0.025653121055940864	0.22058823529411764	844	0.0771165217561404	844	1.0	0.0771165217561404
607	Venustampulla echinocandica	Aspergillus flavus	4900375at2759	F2656787	F5059	False	PF05916.17	Sld5	H00118969	H00067277	75	151	62	182	64	62	119	2.0742144249013568	2.431733430566879	2.4063834237259747	0.02535000684090427	0.5645161290322581	628	0.47567668726120954	615	0.9792993630573248	0.4179175418443966
608	Phyllachora maydis	Pachysolen tannophilus	730114at2759	F1825666	F4918	False	PF21405.3	AMG1_II	H00150041	H00091668	210	294	178	291	81	81	516	1.4026519681642617	2.5281669515799177	2.502945843176252	0.02522110840366576	0.5925925925925926	1378	0.8542948102244927	1378	1.0	0.8542948102244927
609	Pseudovirgaria hyperparasitica	Patellaria atrata	5005892at2759	F470096	F703506	False	PF09202.18	Rio2_N	H00092253	H00080837	8	90	8	91	81	75	269	0.2983112571745585	0.300476392789344	0.2756292086824509	0.024847184106893128	0.17333333333333334	1364	0.13722138609515783	1359	0.9963343108504399	0.13751003259034286
610	Saccharomyces cerevisiae	Colletotrichum higginsianum	4823929at2759	F4932	F80884	False	PF16575.12	CLP1_P	H00084928	H00118829	130	335	133	340	189	189	387	2.5450939335386535	1.9755593374418976	1.9507491809071138	0.0248101565347838	0.6190476190476191	4187	0.8518872098709542	4187	1.0	0.8518872098709542
611	Ogataea parapolymorpha	Aspergillus flavus	4843824at2759	F1005962	F5059	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00102254	83	205	83	193	111	97	179	0.7890592067237717	0.9640163535653996	0.9396046768752224	0.024411676690177186	0.5979381443298969	1786	0.2788142540853168	1786	1.0	0.2788142540853168
612	Ogataea parapolymorpha	Aspergillus oryzae	4843824at2759	F1005962	F5062	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00102254	83	205	83	193	111	97	179	0.7890592067237717	0.9640163535653996	0.9396046768752224	0.024411676690177186	0.5979381443298969	1786	0.2788142540853168	1786	1.0	0.2788142540853168
613	Trichoderma asperellum	Pachysolen tannophilus	207567at2759	F101201	F4918	False	PF17833.8	pre-PUA_NIP7	H00129862	H00079983	1	85	1	83	79	79	171	1.1396514538716636	1.5912511494766464	1.5675242028919962	0.023726946584650133	0.3924050632911392	1205	0.3686764760708852	1200	0.995850622406639	0.35392284817943165
614	Trichoderma gamsii	Pachysolen tannophilus	207567at2759	F398673	F4918	False	PF17833.8	pre-PUA_NIP7	H00129862	H00079983	1	85	1	83	79	79	171	1.1396514538716636	1.5912511494766464	1.5675242028919962	0.023726946584650133	0.3924050632911392	1205	0.3686764760708852	1200	0.995850622406639	0.35392284817943165
615	Pachysolen tannophilus	Trichoderma evansii	207567at2759	F4918	F549676	False	PF17833.8	pre-PUA_NIP7	H00079983	H00129862	1	83	1	85	79	79	171	1.1396514538716636	1.591251149476646	1.5675242028919971	0.0237269465846488	0.3924050632911392	1205	0.3686764760708852	1200	0.995850622406639	0.35392284817943165
616	Pachysolen tannophilus	Trichoderma atroviride	207567at2759	F4918	F63577	False	PF17833.8	pre-PUA_NIP7	H00079983	H00129862	1	83	1	85	79	79	171	1.1396514538716636	1.591251149476646	1.5675242028919971	0.0237269465846488	0.3924050632911392	1205	0.3686764760708852	1200	0.995850622406639	0.35392284817943165
617	Coniochaeta ligniaria	Lineolata rhizophorae	4988239at2759	F177197	F578093	False	PF08351.19	TmcA_N	H00075660	H00065099	9	202	9	202	191	165	752	0.3921125294232074	0.48331740099222953	0.46032762982114467	0.02298977117108486	0.15757575757575756	3161	0.10294404305075727	3161	1.0	0.10294404305075727
618	Pachysolen tannophilus	Trichoderma evansii	207567at2759	F4918	F549676	False	PF03657.21	UPF0113	H00079984	H00129863	95	177	98	179	81	79	171	1.1396514538716636	0.5026069455864299	0.48027237429732883	0.0223345712891011	0.35443037974683544	1522	0.16652906038617465	1522	1.0	0.16652906038617465
619	Pachysolen tannophilus	Trichoderma atroviride	207567at2759	F4918	F63577	False	PF03657.21	UPF0113	H00079984	H00129863	95	177	98	179	81	79	171	1.1396514538716636	0.5026069455864299	0.48027237429732883	0.0223345712891011	0.35443037974683544	1522	0.16652906038617465	1522	1.0	0.16652906038617465
620	Trichoderma asperellum	Pachysolen tannophilus	207567at2759	F101201	F4918	False	PF03657.21	UPF0113	H00129863	H00079984	98	179	95	177	81	79	171	1.1396514538716636	0.5026069455864293	0.4802723742973282	0.022334571289101046	0.35443037974683544	1522	0.16652906038617465	1522	1.0	0.16652906038617465
621	Trichoderma gamsii	Pachysolen tannophilus	207567at2759	F398673	F4918	False	PF03657.21	UPF0113	H00129863	H00079984	98	179	95	177	81	79	171	1.1396514538716636	0.5026069455864293	0.4802723742973282	0.022334571289101046	0.35443037974683544	1522	0.16652906038617465	1522	1.0	0.16652906038617465
622	Exophiala viscosa	Pachysolen tannophilus	207567at2759	F2486360	F4918	False	PF03657.21	UPF0113	H00105445	H00079984	102	183	95	177	81	79	168	0.5463375786669197	0.47174656788199576	0.4496751595885666	0.022071408293429184	0.26582278481012656	1509	0.12404027326466373	1509	1.0	0.12404027326466373
623	Pachysolen tannophilus	Plenodomus lingam	5013738at2759	F4918	F5022	False	PF22891.3	KH_PNO1_2nd	H00104562	H00153322	189	272	167	249	82	82	169	0.35769332333886916	0.3760571084419143	0.3546061844980164	0.021450923943897915	0.23170731707317074	1497	0.16896005758430044	1483	0.9906479625918504	0.1689010783138183
624	Pachysolen tannophilus	Lineolata rhizophorae	319730at2759	F4918	F578093	False	PF00587.31	tRNA-synt_2b	H00122910	H00116012	234	421	224	412	178	170	392	1.707914526574693	0.7361282004537117	0.7148240351076877	0.021304165346024084	0.23529411764705882	3415	0.12857546546108511	3409	0.9982430453879941	0.1286841456517983
625	Colletotrichum costaricense	Aspergillus flavus	4843824at2759	F1209916	F5059	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00102254	83	191	83	193	109	96	178	0.5068661071394845	0.6415487591305364	0.6204530861371824	0.02109567299335402	0.5104166666666666	1768	0.216562375705258	1768	1.0	0.216562375705258
626	Colletotrichum costaricense	Aspergillus oryzae	4843824at2759	F1209916	F5062	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00102254	83	191	83	193	109	96	178	0.5068661071394845	0.6415487591305364	0.6204530861371824	0.02109567299335402	0.5104166666666666	1768	0.216562375705258	1768	1.0	0.216562375705258
627	Colletotrichum tamarilloi	Aspergillus flavus	4843824at2759	F1209934	F5059	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00102254	83	191	83	193	109	96	178	0.5068661071394845	0.6415487591305364	0.6204530861371824	0.02109567299335402	0.5104166666666666	1768	0.216562375705258	1768	1.0	0.216562375705258
628	Colletotrichum tamarilloi	Aspergillus oryzae	4843824at2759	F1209934	F5062	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00102254	83	191	83	193	109	96	178	0.5068661071394845	0.6415487591305364	0.6204530861371824	0.02109567299335402	0.5104166666666666	1768	0.216562375705258	1768	1.0	0.216562375705258
629	Exophiala viscosa	Pachysolen tannophilus	207567at2759	F2486360	F4918	False	PF17833.8	pre-PUA_NIP7	H00105444	H00079983	1	89	1	83	79	76	168	0.5463375786669197	0.6406899626975522	0.6225134634230373	0.018176499274514923	0.3684210526315789	1164	0.21732758081781234	1161	0.9974226804123711	0.2131013232271009
630	Pseudovirgaria hyperparasitica	Williopsis jadinii	5013738at2759	F470096	F4903	False	PF22891.3	KH_PNO1_2nd	H00022058	H00128937	255	338	171	254	83	83	169	0.7400739223951326	0.1447508167133184	0.12741260073103683	0.01733821598228158	0.1566265060240964	1518	0.07332420382323826	1518	1.0	0.07332420382323826
631	Trichoderma aggressivum	Hansenula anomala	5013539at2759	F173216	F4927	False	PF04427.24	Brix	H00048611	H00056103	34	220	33	217	162	156	206	0.7322450791957391	0.8027031897772733	0.785551342777377	0.017151846999896248	0.26282051282051283	3010	0.22133635919616962	3007	0.9990033222591362	0.21822937693842576
632	Hansenula anomala	Arthrobotrys flagrans	352891at2759	F4927	F97331	False	PF00227.32	Proteasome	H00037133	H00097278	31	216	31	216	184	184	238	0.823831358342655	0.6836238075177706	0.6666782344851	0.016945573032670636	0.3804347826086957	4399	0.27000560774850685	4399	1.0	0.27000560774850685
