representative_input_id	models	unique_sequences	taxa	ingroup_taxa	outgroup_taxa	sources	markers	marker_ids_json	major_lineages_json	minimum_length	maximum_length	model_weighted_median_mean_CA_plddt	models_mean_CA_plddt_below70	edges_not_passing_both_approximate_directions	edge_qualification	orthology_status
M016650	2	2	2	2	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	129	135	72.88053131103516	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016651	4	4	4	4	0	ESMFold	1	"[""5003972at2759""]"	"[""Basidiomycota""]"	216	258	90.19058990478516	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016655	1	1	1	1	0	ESMFold	1	"[""4900375at2759""]"	"[""Basidiomycota""]"	210	210	46.26868438720703	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016661	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	138	138	42.6002197265625	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016663	1	1	1	1	0	ESMFold	1	"[""5013067at2759""]"	"[""Basidiomycota""]"	279	279	83.42462158203125	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016664	4	4	4	4	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	146	182	67.23019027709961	3	2	pending_exact_score_review	not_established_by_structural_clustering
M016666	2	2	2	2	0	ESMFold	1	"[""207567at2759""]"	"[""Ascomycota""]"	222	256	74.34660720825195	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016668	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	260	260	67.62884521484375	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016670	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Basidiomycota""]"	148	148	39.05339431762695	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016673	3	3	3	3	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	141	154	45.647335052490234	3	1	pending_exact_score_review	not_established_by_structural_clustering
M016679	2	2	2	2	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	135	145	69.880615234375	1	0	pending_exact_score_review	not_established_by_structural_clustering
M016701	1	1	1	1	0	ESMFold	1	"[""5001318at2759""]"	"[""Basidiomycota""]"	287	287	69.89411163330078	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016707	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	255	255	56.887996673583984	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016716	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Basidiomycota""]"	202	202	49.50910949707031	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016722	1	1	1	1	0	ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota""]"	220	220	54.491249084472656	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016726	1	1	1	1	0	ESMFold	1	"[""5003972at2759""]"	"[""Ascomycota""]"	210	210	83.4698486328125	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016731	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	86	86	70.78561401367188	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016732	2	2	2	2	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	127	145	68.36258697509766	2	0	pending_exact_score_review	not_established_by_structural_clustering
M016737	3	3	3	3	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	129	130	74.04415893554688	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016739	9	9	9	9	0	AlphaFold;ESMFold	1	"[""4900375at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	186	228	88.05791473388672	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016740	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Basidiomycota""]"	148	148	40.70624542236328	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016763	135	135	135	134	1	AlphaFold;ESMFold	1	"[""541070at2759""]"	"[""Amoebozoa"", ""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota"", ""Neocallimastigomycota""]"	236	328	93.6632080078125	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016771	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Basidiomycota""]"	196	196	80.34068298339844	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016776	7	7	7	7	0	ESMFold	1	"[""4974767at2759""]"	"[""Aphelidiomycota"", ""Ascomycota"", ""Basidiomycota""]"	145	187	59.949100494384766	7	0	pending_exact_score_review	not_established_by_structural_clustering
M016781	1	1	1	1	0	ESMFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	125	125	72.4063949584961	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016785	1	1	1	1	0	ESMFold	1	"[""4976279at2759""]"	"[""Basidiomycota""]"	345	345	84.5221176147461	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016794	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	160	160	70.9256820678711	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016804	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	334	334	58.356414794921875	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016806	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	200	200	74.45470428466797	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016807	4	4	4	4	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	263	284	66.96365737915039	4	0	pending_exact_score_review	not_established_by_structural_clustering
M016814	3	3	3	3	0	AlphaFold;ESMFold	1	"[""4970387at2759""]"	"[""Ascomycota""]"	186	257	78.19193548387095	1	0	pending_exact_score_review	not_established_by_structural_clustering
M016818	3	3	4	4	0	ESMFold	1	"[""5001318at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	446	502	71.54317474365234	1	0	pending_exact_score_review	not_established_by_structural_clustering
M016822	1	1	1	1	0	ESMFold	1	"[""5013738at2759""]"	"[""Basidiomycota""]"	199	199	89.85409545898438	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016832	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	127	127	39.212650299072266	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016845	1	1	1	1	0	ESMFold	1	"[""5001273at2759""]"	"[""Ascomycota""]"	238	238	87.585693359375	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016847	42	42	44	43	1	AlphaFold;ESMFold	1	"[""649304at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota"", ""Metazoa"", ""Monoblepharomycota""]"	296	359	92.15190769230769	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016852	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	329	329	62.13312530517578	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016857	9	9	9	9	0	ESMFold	1	"[""4803900at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	117	150	79.61125946044922	1	1	pending_exact_score_review	not_established_by_structural_clustering
M016858	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	310	310	60.346736907958984	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016865	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	111	111	89.46011352539062	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016867	2	2	2	2	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	142	142	60.06559371948242	2	0	pending_exact_score_review	not_established_by_structural_clustering
M016874	11	11	11	11	0	AlphaFold;ESMFold	1	"[""4970387at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Kickxellomycota""]"	151	194	81.40988372093024	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016881	1	1	1	1	0	ESMFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	255	255	69.91581726074219	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016884	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	81	81	83.93638610839844	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016887	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	119	119	51.286495208740234	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016901	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	131	131	73.15514373779297	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016914	12	12	12	12	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	192	212	87.12555447014012	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016921	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Basidiomycota""]"	301	301	64.4796142578125	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016930	2	2	2	2	0	ESMFold	1	"[""5013539at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	190	203	80.96927642822266	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016939	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	219	219	54.60697555541992	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016954	1	1	1	1	0	ESMFold	1	"[""5000452at2759""]"	"[""Ascomycota""]"	253	253	87.9580307006836	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016959	3	3	3	3	0	AlphaFold;ESMFold	1	"[""4867008at2759""]"	"[""Ascomycota""]"	146	165	75.83250427246094	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016962	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	131	131	61.58470153808594	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016982	1	1	1	1	0	ESMFold	1	"[""4970387at2759""]"	"[""Ascomycota""]"	111	111	71.6573715209961	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016986	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	181	181	60.752174377441406	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016988	1	1	1	1	0	ESMFold	1	"[""4985971at2759""]"	"[""Basidiomycota""]"	262	262	86.0794448852539	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016990	1	1	1	1	0	ESMFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	199	199	75.36971282958984	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M016991	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	148	148	38.95594024658203	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M016992	2	2	2	2	0	ESMFold	1	"[""4977163at2759""]"	"[""Basidiomycota""]"	190	197	90.06656265258789	0	0	pending_exact_score_review	not_established_by_structural_clustering
M016993	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	90.7474365234375	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017002	1	1	1	1	0	ESMFold	1	"[""260326at2759""]"	"[""Ascomycota""]"	167	167	84.01737213134766	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017007	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Aphelidiomycota""]"	206	206	60.47787857055664	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017010	5	5	5	5	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	256	261	61.43669128417969	5	0	pending_exact_score_review	not_established_by_structural_clustering
M017011	5	5	5	5	0	AlphaFold;ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	108	147	71.26798248291016	2	3	pending_exact_score_review	not_established_by_structural_clustering
M017013	2	2	2	2	0	ESMFold	1	"[""4867008at2759""]"	"[""Ascomycota""]"	181	181	87.96371841430664	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017014	2	2	2	2	0	ESMFold	1	"[""4896098at2759""]"	"[""Basidiomycota""]"	188	200	85.14852905273438	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017030	1	1	1	1	0	ESMFold	1	"[""541070at2759""]"	"[""Basidiomycota""]"	378	378	81.68810272216797	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017034	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	303	303	60.62828826904297	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017046	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	276	276	62.391868591308594	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017052	3	3	3	3	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	273	278	66.0935287475586	3	1	pending_exact_score_review	not_established_by_structural_clustering
M017065	1	1	1	1	0	ESMFold	1	"[""707202at2759""]"	"[""Ascomycota""]"	355	355	82.48680114746094	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017068	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	127	127	69.1185073852539	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017073	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	132	132	66.3211441040039	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017074	21	21	21	21	0	AlphaFold;ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	147	194	65.52999114990234	15	4	pending_exact_score_review	not_established_by_structural_clustering
M017080	19	19	20	20	0	AlphaFold;ESMFold	1	"[""260326at2759""]"	"[""Ascomycota""]"	169	212	84.8231430053711	0	2	pending_exact_score_review	not_established_by_structural_clustering
M017081	2	2	2	2	0	ESMFold	1	"[""5013726at2759""]"	"[""Ascomycota""]"	174	183	76.45573806762695	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017090	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	200	200	72.05052947998047	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017099	2	2	2	2	0	ESMFold	1	"[""4977163at2759""]"	"[""Ascomycota""]"	138	144	64.4262466430664	2	0	pending_exact_score_review	not_established_by_structural_clustering
M017106	2	2	2	2	0	ESMFold	1	"[""201273at2759""]"	"[""Basidiomycota""]"	260	261	63.233428955078125	2	0	pending_exact_score_review	not_established_by_structural_clustering
M017119	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	216	216	66.73039245605469	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017123	3	3	3	3	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	220	254	71.51719665527344	1	0	pending_exact_score_review	not_established_by_structural_clustering
M017125	2	2	2	2	0	ESMFold	1	"[""5005010at2759""]"	"[""Basidiomycota""]"	123	127	83.41540145874023	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017130	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	124	124	40.887996673583984	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017138	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	116	116	91.81038665771484	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017145	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	202	202	75.7837905883789	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017149	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	129	129	61.502925872802734	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017154	2	2	2	2	0	ESMFold	1	"[""129234at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	182	209	86.63418960571289	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017160	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Basidiobolomycota""]"	312	312	62.30035400390625	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017162	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	104	104	89.44557189941406	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017165	3	3	3	3	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	116	126	73.9487075805664	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017174	1	1	1	1	0	ESMFold	1	"[""5005274at2759""]"	"[""Basidiobolomycota""]"	274	274	71.65664672851562	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017178	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Basidiomycota""]"	113	113	88.28113555908203	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017183	2	2	2	2	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	165	191	61.10593326499244	1	0	pending_exact_score_review	not_established_by_structural_clustering
M017184	1	1	1	1	0	ESMFold	1	"[""4837017at2759""]"	"[""Ascomycota""]"	206	206	79.37909698486328	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017185	1	1	1	1	0	ESMFold	1	"[""5001318at2759""]"	"[""Basidiomycota""]"	262	262	70.38423156738281	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017186	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	124	124	83.46957397460938	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017187	1	1	1	1	0	ESMFold	1	"[""707202at2759""]"	"[""Basidiomycota""]"	287	287	83.06980895996094	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017189	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	259	259	67.5958480834961	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017193	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	118	118	85.08219909667969	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017195	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	241	241	50.313079833984375	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017210	1	1	1	1	0	ESMFold	1	"[""5000743at2759""]"	"[""Basidiomycota""]"	188	188	84.2861557006836	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017212	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Aphelidiomycota""]"	213	213	70.57127380371094	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017218	1	1	1	1	0	ESMFold	1	"[""4896098at2759""]"	"[""Basidiomycota""]"	213	213	87.51779174804688	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017223	1	1	1	1	0	ESMFold	1	"[""4837017at2759""]"	"[""Basidiomycota""]"	222	222	95.69182586669922	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017225	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Basidiomycota""]"	126	126	84.43518829345703	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017227	1	1	1	1	0	ESMFold	1	"[""4867008at2759""]"	"[""Ascomycota""]"	187	187	90.22518157958984	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017232	4	4	4	4	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	208	234	85.77618762108587	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017253	1	1	1	1	0	ESMFold	1	"[""5005274at2759""]"	"[""Basidiomycota""]"	245	245	72.65157318115234	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017255	3	3	3	3	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	260	261	63.243324279785156	3	0	pending_exact_score_review	not_established_by_structural_clustering
M017258	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	276	276	66.7608413696289	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017259	8	8	8	8	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	252	278	59.31250762939453	8	0	pending_exact_score_review	not_established_by_structural_clustering
M017260	7	7	7	7	0	AlphaFold;ESMFold	1	"[""5001734at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	240	309	71.80763244628906	2	3	pending_exact_score_review	not_established_by_structural_clustering
M017266	16	16	20	20	0	AlphaFold;ESMFold	1	"[""129234at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	198	237	89.98361871237374	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017267	3	3	3	3	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	200	211	84.58930000000002	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017268	3	3	3	3	0	ESMFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	244	249	71.51714324951172	0	1	pending_exact_score_review	not_established_by_structural_clustering
M017274	5	5	8	8	0	AlphaFold;ESMFold	1	"[""129234at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	199	223	88.3119211822661	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017289	2	2	2	2	0	ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	170	204	79.71664810180664	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017291	5	5	5	5	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	168	207	73.00914764404297	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017295	2	2	2	2	0	ESMFold	1	"[""4747214at2759""]"	"[""Basidiomycota""]"	190	224	73.40428161621094	1	0	pending_exact_score_review	not_established_by_structural_clustering
M017304	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Basidiomycota""]"	148	148	42.087554931640625	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017306	2	2	2	2	0	AlphaFold;ESMFold	1	"[""4971272at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	374	377	84.76054832091307	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017307	1	1	1	1	0	ESMFold	1	"[""5000743at2759""]"	"[""Basidiomycota""]"	152	152	87.2339096069336	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017315	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	188	188	48.57741928100586	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017317	3	3	3	3	0	ESMFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	312	318	58.40666198730469	3	0	pending_exact_score_review	not_established_by_structural_clustering
M017321	1	1	1	1	0	ESMFold	1	"[""4977163at2759""]"	"[""Basidiomycota""]"	194	194	89.79217529296875	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017327	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	122	122	69.09284210205078	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017329	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	137	137	74.077392578125	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017331	2	2	2	2	0	ESMFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	243	251	72.89307022094727	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017332	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	317	317	58.275508880615234	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017339	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	261	261	62.36871337890625	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017345	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Basidiomycota""]"	338	338	63.447200775146484	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017348	6	6	7	7	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	260	270	62.324384689331055	6	0	pending_exact_score_review	not_established_by_structural_clustering
M017373	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	136	136	78.94425201416016	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017383	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Basidiomycota""]"	321	321	70.4072265625	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017387	3	3	3	3	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	147	157	45.825927734375	3	0	pending_exact_score_review	not_established_by_structural_clustering
M017395	5	5	5	5	0	AlphaFold;ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	114	142	65.00715637207031	4	1	pending_exact_score_review	not_established_by_structural_clustering
M017397	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	103	103	49.26478576660156	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017400	1	1	1	1	0	ESMFold	1	"[""5005892at2759""]"	"[""Ascomycota""]"	293	293	81.30865478515625	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017401	2	2	2	2	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	214	240	71.35010528564453	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017408	3	3	3	3	0	AlphaFold;ESMFold	1	"[""5013726at2759""]"	"[""Ascomycota"", ""Microsporidia""]"	229	314	73.88064981949464	1	0	pending_exact_score_review	not_established_by_structural_clustering
M017410	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	245	245	70.53721618652344	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017420	4	4	4	4	0	ESMFold	1	"[""260326at2759""]"	"[""Ascomycota""]"	199	246	84.85403060913086	1	0	pending_exact_score_review	not_established_by_structural_clustering
M017423	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	257	257	62.53822708129883	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017430	3	3	3	3	0	ESMFold	1	"[""129234at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	202	227	90.0237045288086	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017432	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	230	230	52.720062255859375	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017439	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	118	118	42.99740982055664	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017452	2	2	2	2	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	274	276	65.43072128295898	2	0	pending_exact_score_review	not_established_by_structural_clustering
M017453	1	1	1	1	0	ESMFold	1	"[""5001734at2759""]"	"[""Basidiomycota""]"	306	306	70.20904541015625	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017454	1	1	1	1	0	ESMFold	1	"[""5001156at2759""]"	"[""Ascomycota""]"	233	233	70.93571472167969	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M017461	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	148	148	42.367279052734375	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M017468	2	2	2	2	0	AlphaFold;ESMFold	1	"[""5005010at2759""]"	"[""Basidiomycota""]"	118	127	87.30434498415156	0	0	pending_exact_score_review	not_established_by_structural_clustering
M017470	42	42	42	42	0	AlphaFold;ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	146	196	71.06859924323132	20	11	pending_exact_score_review	not_established_by_structural_clustering
