entry_id	taxon_id	protein_id	sequence_id	query_source	protein_length	gene_ids_json	gene_mapping_status	representative_decision	TFIIB_hits	BRF1_hits	Zn_Ribbon_TF_hits	selected_busco_markers_json	pair_status	species_name	study_role	lineage_group	BRF1_evidence_class	selected_focal_marker	curated_hybrid_taxon	interpretation	best_split_side	class_disagrees_with_split
G0001173	F6039	XP_065329635.1	S7f282ffe3bbe4571e6a80426828b07d19e82fbb22fb6e08c8b6e7c5dd8bcc644	marker-inputs-v1	376	"[""gene-VNE69_05082""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Vairimorpha necatrix	ingroup	Microsporidia	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	True
G0001175	F604196	KAG0271967.1	Sfcc2a0aef84769e4b1d17095d8e603996d1a7a2575f4aac9463e7aaf3bdc9fae	marker-inputs-v1	692	"[""gene-BGZ95_000162""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Linnemannia exigua	ingroup	Mortierellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001177	F604196	KAG0276031.1	S88ae105b8315b1c15ca1ada998f00450b5ba45303bc283776e1801aa5a83bc4e	additional_full_proteome	324	"[""gene-BGZ95_008091""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Linnemannia exigua	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001179	F610337	KAJ9091339.1	Sda2728c3a5a1a96681f842c666047121da820f22a2ade0db96da5f341b6af14c	additional_full_proteome	339	"[""gene-QFC19_009157""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Naganishia cerealis	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001180	F610337	KAJ9095211.1	S6b1894626c4997429f6cdf87dd7fbaa394c311fd9fbea9d42eb7049c8c6da96f	additional_full_proteome	757	"[""gene-QFC19_007666""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Naganishia cerealis	ingroup	Basidiomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001181	F610337	KAJ9111984.1	Sbba338bbe77cbfad7c036f5a4157af063d88e0cd72a1a299a8828d965cc8176e	additional_full_proteome	539	"[""gene-QFC19_000906""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	[]	eligible_ordered_pair	Naganishia cerealis	ingroup	Basidiomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001182	F61273	EPE09092.1	S2b290ba829cfe71064ec89d749023ec5609aaff0c2650a2b80ade8049d78c8be	additional_full_proteome	924	"[""gene-F503_06868""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Ophiostoma piceae	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001183	F61273	EPE10525.1	S745f18c06ab79a275ca6db7b6eb832cbbc496bec233d74b2c703ac510ce4a2a5	marker-inputs-v1	808	"[""gene-F503_05620""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Ophiostoma piceae	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001187	F61395	XP_040745953.1	S6614b0a73037852ab093ab1a4ebee8d4d7313965abf9f9de1fff2fc2b87cd441	additional_full_proteome	292	"[""gene-DL89DRAFT_273931""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Linderina pennispora	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001189	F61395	XP_040747324.1	Seb4eacd9c2438fb0f8bb0493ce5f3d9930b6ffed5ccbd3f82e38fca27b1d8f2f	additional_full_proteome	404	"[""gene-DL89DRAFT_9986""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Linderina pennispora	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001190	F61397	XP_051390107.1	S43a973547cacb65968aec91450db95a5ecde60257502285a8aee52e1a5c4bc18	additional_full_proteome	332	"[""gene-BX661DRAFT_185328""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Kickxella alabastrina	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001191	F61397	XP_051390108.1	S6ce87139b7198e499bee8745113593f1f80a72ac50b9db6a56c4bf636f3536a4	additional_full_proteome	330	"[""gene-BX661DRAFT_43290""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Kickxella alabastrina	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001193	F61397	XP_051392655.1	Scdd61fec62ea7259aca70f7407d2413dc9b1657adafe710988d9ab90893f4285	additional_full_proteome	315	"[""gene-BX661DRAFT_180139""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Kickxella alabastrina	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001195	F61397	XP_051394956.1	S5090ebfcbcc1d45f7089f4320a81febdb1fd7e86b68177d46cfd311923264d94	marker-inputs-v1	604	"[""gene-BX661DRAFT_139541""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Kickxella alabastrina	ingroup	Kickxellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001197	F61424	PVU86064.1	S661f837383e60ff402a29fd058a388f2fe60c42dd5057f31bb4e78455727845e	marker-inputs-v1	609	"[""gene-BB559_006686""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Furculomyces boomerangus	ingroup	Kickxellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001199	F61424	PVU87658.1	S7770702f4eb7642cda17f6d89520ae54fc6fae72a57649aee93073b2a5681001	additional_full_proteome	351	"[""gene-BB559_005945""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Furculomyces boomerangus	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001200	F61424	PVU90788.1	S7770702f4eb7642cda17f6d89520ae54fc6fae72a57649aee93073b2a5681001	additional_full_proteome	351	"[""gene-BB559_004445""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Furculomyces boomerangus	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001201	F63146	KZO94648.1	S4eb48e08bc1cd4e6825d1f1668c7ddc6afa40925b4976e6c31f36f53370c7a21	marker-inputs-v1	676	"[""gene-CALVIDRAFT_501100""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Calocera viscosa	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001202	F63146	KZO98134.1	S28baa097ac9bc97494782da3d4f4c79ef3dd928e9d0f9861c0bf5424729f3b73	additional_full_proteome	358	"[""gene-CALVIDRAFT_554182""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Calocera viscosa	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001203	F63378	UZJ53430.1	S4023ed17e43af0695e4f5babb95403a151cd7cb59f68a294d293a039bbef005b	marker-inputs-v1	646	"[""gene-CBS101457_002750""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Exobasidium rhododendri	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001204	F63378	UZJ56794.1	Sbcc956760bde8d1e7622896fc10666f7ade4a663e775f33c8863d9b57445519b	additional_full_proteome	395	"[""gene-CBS101457_006114""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Exobasidium rhododendri	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001205	F63402	XP_003177096.1	S338302249308d66fa011ac93e7aaaa19aa3a82b0b26c497e293d2cf5a099701d	additional_full_proteome	352	"[""gene-MGYG_01180""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Nannizzia gypsea	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001206	F63402	XP_003177540.1	Sfbd2e708fe2138dd785e34af94c4261e2e40059b91578078c60e6902f855baa5	marker-inputs-v1	877	"[""gene-MGYG_01614""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Nannizzia gypsea	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001207	F63577	XP_013947406.1	S469b45c4eb7511ae03f9e25e3189885bfd55fa50259e58c8e2b6e24dbd6e1411	marker-inputs-v1	734	"[""gene-TrAtP1_000137""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Trichoderma atroviride	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001208	F63577	XP_013948065.1	Se58255273b6ed544a087e6ecbcfcc75125d309c7029ab7f566278fac37b6c654	additional_full_proteome	348	"[""gene-TrAtP1_007760""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Trichoderma atroviride	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001209	F64504	KAJ3369974.1	S98ac8b5d2aed02b057c9428f9c5d6c85c96cca80d617fc276950c372a015b393	additional_full_proteome	370	"[""gene-GGF31_004824""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Allomyces arbusculus	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001210	F64504	KAJ3369975.1	Sd553e884eb09fec2cebf86e8ff652fde8cf46f82e8c248f149cd6d40e65754a5	additional_full_proteome	369	"[""gene-GGF31_004825""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Allomyces arbusculus	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001211	F64504	KAJ3373326.1	S1139e511d6f92e97e08af225156b37a0324a7bb8a82fd1fed606492f3ad21fa2	marker-inputs-v1	859	"[""gene-GGF31_000759""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Allomyces arbusculus	ingroup	Blastocladiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001214	F64505	KAJ3363021.1	S24554090da6c02e6d6e614ef9647e6a0821aea1e34cafb06244d85549430b415	marker-inputs-v1	863	"[""gene-GGF32_004886""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Allomyces javanicus	ingroup	Blastocladiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001221	F64517	KAJ3034800.1	Sa4810bffb489cdab984c3c1dfc3c1ec5b2a48128c11b595a52ee2f7d6dbd7625	additional_full_proteome	335	"[""gene-HDV00_004623""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Rhizophlyctis rosea	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001223	F64517	KAJ3039196.1	Sd13feee20e37b4f84975e76cca56f91bf73417e09428da82da9c00fc74372d42	marker-inputs-v1	558	"[""gene-HDV00_012519""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Rhizophlyctis rosea	ingroup	Chytridiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001226	F64517	KAJ3041349.1	Sd4a8eede3ef9dd817a9245b6fc75856899b24be1dc4e1c16c39fa00b4068f914	additional_full_proteome	568	"[""gene-HDV00_009490""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Rhizophlyctis rosea	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	True
G0001229	F64525	KAG0346560.1	S57f71da3167823abdc8727669e0cdb6e53d6840e60376df3d8f10dba2d296359	additional_full_proteome	321	"[""gene-BG005_000683""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Podila minutissima	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001232	F64525	KAG0360330.1	Sec943ffce48bc996f4854675089d633274bf678dd1cfaf08bc2a7b9ff73468ee	marker-inputs-v1	708	"[""gene-BG005_010933""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Podila minutissima	ingroup	Mortierellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001233	F64526	GAB5589899.1	S2df4f29a8aba5f34aa8a98d51c3501351b5755f86d16f87b5eeb40256f8a0d56	marker-inputs-v1	648	"[""gene-Unana1_04799""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Umbelopsis nana	ingroup	Mucoromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001235	F64526	GAB5592850.1	Se8511f179f27adf2c260253587015a29ba27267b8c4aba3b052f9a052505ae07	additional_full_proteome	339	"[""gene-Unana1_07750""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Umbelopsis nana	ingroup	Mucoromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001236	F64571	XP_021875713.1	Sf412da551ef0669172d4cc2051afd785902d298c4b11ad72fde37298536f489d	additional_full_proteome	324	"[""gene-BCR41DRAFT_382456""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Lobosporangium transversale	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001239	F64571	XP_021881495.1	S06c6f711490f32b8c36c425239a523a7d631f0dd5635a4d9ba4dd4dd53dc349f	marker-inputs-v1	727	"[""gene-BCR41DRAFT_386507""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Lobosporangium transversale	ingroup	Mortierellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001242	F64632	XP_052938175.1	S57e821c62fd33eae9560fc131ad41b18005339f49a1402afdf6fa5d573557227	marker-inputs-v1	631	"[""gene-BDF20DRAFT_911481""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Mycotypha africana	ingroup	Mucoromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001243	F64632	XP_052941316.1	S97a1004e4f5b899f58393f1c315cf5f7ec05a5415f482ffd875cd56b16712e1e	additional_full_proteome	339	"[""gene-BDF20DRAFT_832045""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Mycotypha africana	ingroup	Mucoromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001244	F65468	XP_073556710.1	S4db6d5227e17da64ffcb2640d47cf96957bfeac106ed08a950fb12695f3a5d55	additional_full_proteome	363	"[""gene-CCMA1212_007974""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Trichoderma ghanense	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001245	F65468	XP_073561157.1	Se122ac899f6ba3cdbd57d894c946b9bfa4ec19eeb89755adc11216306f873227	marker-inputs-v1	731	"[""gene-CCMA1212_003202""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Trichoderma ghanense	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001246	F655981	XP_024321523.1	Sdea38fdd89b67f17c388a49cd018bcfd095a493e92de502aa45a22d3d008c155	marker-inputs-v1	707	"[""gene-VC83_07426""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Pseudogymnoascus destructans	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001247	F655981	XP_024328007.1	Sf5a410cd1a32716293a2a2e972f209adb58a4294e25db8d5784d380c3bedfbfd	additional_full_proteome	349	"[""gene-VC83_01267""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Pseudogymnoascus destructans	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001248	F65672	CAG7848698.1	S21d78231cbc27f299c0e5dbf15e6f6a4b248df5b82125447d42b7d89a1caf988	additional_full_proteome	665	"[""gene-SIIN_6007_T""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Serendipita indica	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001249	F65672	CAG7854717.1	S359eb413d95beca5aef3f20ddc99031b84746de933348e37d25c041181b5a3a4	marker-inputs-v1	630	"[""gene-SIIN_350_T""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Serendipita indica	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001250	F658196	RIA87748.1	S31a7149ef2462e0dff680b27981fdc4f93d0e6ac4763fb8fcbfd5f75b2be056c	additional_full_proteome	329	"[""gene-C1645_776510""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Glomus cerebriforme	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001252	F658196	RIA98979.1	Sb5db61831a5a0d538e8a5028578f69f334a639e15652ac14e9e69731d050070b	marker-inputs-v1	635	"[""gene-C1645_685214""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Glomus cerebriforme	ingroup	Glomeromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001254	F669869	MCJ1266729.1	S5f6905885f4179e2b04890047b7e404d87dd3b8f649c11b059602d666303ed0b	additional_full_proteome	365	"[""gene-MMC22_006614""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Lobaria immixta	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001255	F669869	MCJ1269781.1	S0f3846369c56745385260dcadfadab2e1d39a4453ee88e444bb4827f90ef2236	marker-inputs-v1	830	"[""gene-MMC22_009674""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Lobaria immixta	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001256	F67723	KAK2466012.1	Sf15012491512295705d54ca9b95330c1d3618280c6a70de4fce0c9d3eee33096	additional_full_proteome	348	"[""gene-APHAL10511_001653""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Amanita phalloides	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001257	F67723	KAK2467607.1	Sfe80d960fd65aef5941cbfc9afbddf849c65572ede49cf20d36407a826693b4c	marker-inputs-v1	724	"[""gene-APHAL10511_000462""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Amanita phalloides	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001260	F68786	KIJ52660.1	Sb03bb1f793196441cdf7be93e27902e9794cc7eb715607dba191c142dbb7825a	marker-inputs-v1	679	"[""gene-M422DRAFT_43485""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Sphaerobolus stellatus	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0001261	F68786	KIJ56925.1	S16bb02514237d54a26546dfd123971c8e60c9e8ea7c44064aa7c1cb47ac19012	additional_full_proteome	351	"[""gene-M422DRAFT_23062""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Sphaerobolus stellatus	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001263	F69979	KAO0810764.1	S51c4248cea7e7bb7429e65e88cfec806508578abfce131e20dc07f4a0528b1d8	marker-inputs-v1	361	"[""gene-P392_000557""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Phyllozyma linderae	ingroup	Basidiomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0001264	F703497	KAF2665280.1	S8b074a25a85025b9cd1cd322df868092270242e4fd62ec9d7bcc867847f5ed95	marker-inputs-v1	869	"[""gene-BT63DRAFT_428253""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Microthyrium microscopicum	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
